section_id,subpart_id,part_id,section_number,section_title,section_text,source_document
SEC-207.302,SUBPART-207.3,PART-207,207.302,Policy.,See PGI 207.302 for information on the Governmentwide moratorium and restrictions on public-private competitions conducted pursuant to Office of Management and Budget (OMB) Circular A-76.,KB 2/USA/DFARS.pdf
SEC-207.401,SUBPART-207.4,PART-207,207.401,Acquisition considerations.,"If the equipment will be leased for more than 60 days, the requiring activity must prepare and provide the contracting officer with the justification supporting the decision to lease or purchase.",KB 2/USA/DFARS.pdf
SEC-207.470,SUBPART-207.4,PART-207,207.470,Statutory requirements.,,KB 2/USA/DFARS.pdf
SEC-207.471,SUBPART-207.4,PART-207,207.471,Funding requirements.,,KB 2/USA/DFARS.pdf
SEC-207.500,SUBPART-207.5,PART-207,207.500,Scope of subpart.,This subpart also implements 10 U.S.C. 4508.,KB 2/USA/DFARS.pdf
SEC-207.503,SUBPART-207.5,PART-207,207.503,Policy.,,KB 2/USA/DFARS.pdf
SEC-207.7001,SUBPART-207.70,PART-207,207.7001,Definition.,,KB 2/USA/DFARS.pdf
SEC-207.7002,SUBPART-207.70,PART-207,207.7002,Authority to acquire additional quantities of end items.,"10 U.S.C. 3069 authorizes DoD to use funds available for the acquisition of an end item to acquire a higher quantity of the end item than the quantity specified in a law providing for the funding of that acquisition, if the head of an agency determines that—",KB 2/USA/DFARS.pdf
SEC-207.7003,SUBPART-207.70,PART-207,207.7003,Limitation.,"For noncompetitive acquisitions, the acquisition of additional quantities is limited to not more than 10 percent of the quantity approved in the justification and approval prepared in accordance with FAR Part 6 for the acquisition of the end item.",KB 2/USA/DFARS.pdf
SEC-208.002,,PART-208,208.002,Priorities for use of mandatory Government supply sources.,,KB 2/USA/DFARS.pdf
SEC-208.404,SUBPART-208.4,PART-208,208.404,Use of Federal Supply Schedules.,"See DoD Class Deviation 2014-O0011- Determination of Fair and Reasonable Prices When Using Federal Supply Schedule Contracts, dated March 13, 2014. Effective immediately, contracting officers shall comply with the following policy, in lieu of FAR 8.404(d), Pricing, when using Federal Supply Schedules. This class deviation remains in effect until incorporated in the DFARS or otherwise rescinded.",KB 2/USA/DFARS.pdf
SEC-208.405,SUBPART-208.4,PART-208,208.405,Ordering procedures for Federal Supply Schedules.,,KB 2/USA/DFARS.pdf
SEC-208.405-6,SUBPART-208.4,PART-208,208.405-6,Limiting sources.,"For an order or blanket purchase agreement (BPA) exceeding the simplified acquisition threshold that is a follow-on to an order or BPA for the same supply or service previously issued based on a limiting sources justification citing the authority at FAR 8.405-6(a)(1)(i)(B) or (C), follow the procedures at PGI 208.405-6 .",KB 2/USA/DFARS.pdf
SEC-208.406,SUBPART-208.4,PART-208,208.406,Ordering activity responsibilities.,,KB 2/USA/DFARS.pdf
SEC-208.406-1,SUBPART-208.4,PART-208,208.406-1,Order placement.,Follow the procedures at PGI 208.406-1 when ordering from schedules.,KB 2/USA/DFARS.pdf
SEC-208.602,SUBPART-208.6,PART-208,208.602,Reserved,,KB 2/USA/DFARS.pdf
SEC-208.602-70,SUBPART-208.6,PART-208,208.602-70,Acquisition of items for which FPI has a significant market share.,,KB 2/USA/DFARS.pdf
SEC-208.606,SUBPART-208.6,PART-208,208.606,Evaluating FPI performance.,"See DoD Class Deviation 2013-O0018, Past Performance Evaluation Requirements, issued on September 24, 2013. This class deviation requires past performance reporting for contracts awarded under FAR 8.6, Acquisition from Federal Prison Industries, Inc., when the thresholds in this deviation are exceeded. This deviation is effective until incorporated in the DFARS or rescinded.",KB 2/USA/DFARS.pdf
SEC-208.705,SUBPART-208.7,PART-208,208.705,Procedures.,"See DoD Class Deviation 2013-O0018, Past Performance Evaluation Thresholds and Reporting Requirements, issued on September 24, 2013. This class deviation requires past performance reporting for contracts awarded under FAR subpart 8.7 , Acquisition from Nonprofit Agencies Employing People Who are Blind or Severely Handicapped, when the thresholds in this deviation are exceeded. This deviation is effective until incorporated in the DFARS or rescinded. Follow the procedures at PGI 208.705 when placing orders with central nonprofit agencies.",KB 2/USA/DFARS.pdf
SEC-208.7000,SUBPART-208.70,PART-208,208.7000,Scope of subpart.,This subpart prescribes policy and procedures for acquisition of items for which contracting responsibility is assigned to one or more of the departments/agencies or the General Services Administration. Contracting responsibility is assigned through—,KB 2/USA/DFARS.pdf
SEC-208.7001,SUBPART-208.70,PART-208,208.7001,Definitions.,For purposes of this subpart—,KB 2/USA/DFARS.pdf
SEC-208.7002,SUBPART-208.70,PART-208,208.7002,Assignment authority.,,KB 2/USA/DFARS.pdf
SEC-208.7002-1,SUBPART-208.70,PART-208,208.7002-1,Acquiring department responsibilities.,See PGI 208.7002-1 for the acquiring department’s responsibilities.,KB 2/USA/DFARS.pdf
SEC-208.7002-2,SUBPART-208.70,PART-208,208.7002-2,Requiring department responsibilities.,See PGI 208.7002-2 for the requiring department’s responsibilities.,KB 2/USA/DFARS.pdf
SEC-208.7003,SUBPART-208.70,PART-208,208.7003,Applicability.,,KB 2/USA/DFARS.pdf
SEC-208.7003-1,SUBPART-208.70,PART-208,208.7003-1,Assignments under integrated materiel management (IMM).,,KB 2/USA/DFARS.pdf
SEC-208.7003-2,SUBPART-208.70,PART-208,208.7003-2,Assignments under coordinated acquisition.,"Requiring departments must submit to the acquiring department all contracting requirements for items assigned for coordinated acquisition, except—",KB 2/USA/DFARS.pdf
SEC-208.7004,SUBPART-208.70,PART-208,208.7004,Procedures.,Follow the procedures at PGI 208.7004 for processing coordinated acquisition requirements.,KB 2/USA/DFARS.pdf
SEC-208.7005,SUBPART-208.70,PART-208,208.7005,Military interdepartmental purchase requests.,Follow the procedures at—,KB 2/USA/DFARS.pdf
SEC-208.7006,SUBPART-208.70,PART-208,208.7006,Coordinated acquisition assignments.,See PGI 208.7006 for coordinated acquisition assignments.,KB 2/USA/DFARS.pdf
SEC-208.7100,SUBPART-208.71,PART-208,208.7100,Authorization.,"NASA is authorized by Pub. L. 85-568 to use the acquisition services, personnel, equipment, and facilities of DoD departments and agencies with their consent, with or without reimbursement, and on a similar basis to cooperate with the departments/ agencies in the use of acquisition services, equipment, and facilities.",KB 2/USA/DFARS.pdf
SEC-208.7101,SUBPART-208.71,PART-208,208.7101,Policy.,"Departments and agencies shall cooperate fully with NASA in making acquisition services, equipment, personnel, and facilities available on the basis of mutual agreement.",KB 2/USA/DFARS.pdf
SEC-208.7102,SUBPART-208.71,PART-208,208.7102,Procedures.,Follow the procedures at PGI 208.7102 when contracting or performing services for NASA.,KB 2/USA/DFARS.pdf
SEC-208.7301,SUBPART-208.73,PART-208,208.7301,Definitions.,As used in this subpart—,KB 2/USA/DFARS.pdf
SEC-208.7302,SUBPART-208.73,PART-208,208.7302,Policy.,DoD policy is for maximum participation in the Precious Metals Recovery Program. DoD components shall furnish recovered precious metals contained in the DSCP inventory to production contractors rather than use contractor-furnished precious metals whenever the contracting officer determines it to be in the Government's best interest.,KB 2/USA/DFARS.pdf
SEC-208.7303,SUBPART-208.73,PART-208,208.7303,Procedures.,Follow the procedures at PGI 208.7303 for use of the Precious Metals Recovery Program.,KB 2/USA/DFARS.pdf
SEC-208.7304,SUBPART-208.73,PART-208,208.7304,Refined precious metals.,See PGI 208.7304 for a list of refined precious metals managed by DSCP.,KB 2/USA/DFARS.pdf
SEC-208.7305,SUBPART-208.73,PART-208,208.7305,Contract clause.,,KB 2/USA/DFARS.pdf
SEC-208.7400,SUBPART-208.74,PART-208,208.7400,Scope of subpart.,"This subpart prescribes policy and procedures for acquisition of commercial software and software maintenance, including software and software maintenance that is acquired—",KB 2/USA/DFARS.pdf
SEC-208.7401,SUBPART-208.74,PART-208,208.7401,Definitions.,As used in this subpart—,KB 2/USA/DFARS.pdf
SEC-208.7402,SUBPART-208.74,PART-208,208.7402,General.,,KB 2/USA/DFARS.pdf
SEC-208.7403,SUBPART-208.74,PART-208,208.7403,Acquisition procedures.,Follow the procedures at PGI 208.7403 when acquiring commercial software and related services.,KB 2/USA/DFARS.pdf
SEC-209.101,SUBPART-209.1,PART-209,209.101,Definitions.,,KB 2/USA/DFARS.pdf
SEC-209.104,SUBPART-209.1,PART-209,209.104,Standards.,,KB 2/USA/DFARS.pdf
SEC-209.104-1,SUBPART-209.1,PART-209,209.104-1,General standards.,,KB 2/USA/DFARS.pdf
SEC-209.104-4,SUBPART-209.1,PART-209,209.104-4,Subcontractor responsibility.,"Generally, the Canadian Commercial Corporation's (CCC) proposal of a firm as its subcontractor is sufficient basis for an affirmative determination of responsibility. However, when the CCC determination of responsibility is not consistent with other information available to the contracting officer, the contracting officer shall request from CCC and any other sources whatever additional information is necessary to make the responsibility determination.",KB 2/USA/DFARS.pdf
SEC-209.104-70,SUBPART-209.1,PART-209,209.104-70,Solicitation provision.,"Use the provision at 252.209-7002 , Disclosure of Ownership or Control by a Foreign Government, in all solicitations, including those subject to the procedures in FAR part 13, when access to proscribed information is necessary for contract performance. If the solicitation includes the provision at FAR 52.204-7, do not separately list the provision 252.209-7002 in the solicitation.",KB 2/USA/DFARS.pdf
SEC-209.105,SUBPART-209.1,PART-209,209.105,Procedures.,,KB 2/USA/DFARS.pdf
SEC-209.105-1,SUBPART-209.1,PART-209,209.105-1,Obtaining information.,,KB 2/USA/DFARS.pdf
SEC-209.105-2,SUBPART-209.1,PART-209,209.105-2,Determinations and documentation.,,KB 2/USA/DFARS.pdf
SEC-209.105-2-70,SUBPART-209.1,PART-209,209.105-2-70,Inclusion of determination of contractor fault in Federal Awardee Performance and Integrity,"Information System (FAPIIS). If the contractor or a subcontractor at any tier is not subject to the jurisdiction of the U.S. courts and the DoD appointing official that requested a DoD investigation makes a final determination that a contractor’s or subcontractor’s gross negligence or reckless disregard for the safety of civilian or military personnel of the Government caused serious bodily injury or death of such personnel, the contracting officer shall enter in FAPIIS the appropriate information regarding such determination within three days of receiving notice of the determination, pursuant to section 834 of the National Defense Authorization Act for Fiscal Year 2011 (Public Law 111-383). Information posted in FAPIIS regarding such determinations will be publicly available.",KB 2/USA/DFARS.pdf
SEC-209.106,SUBPART-209.1,PART-209,209.106,Preaward surveys.,"When requesting a preaward survey, follow the procedures at PGI 209.106 .",KB 2/USA/DFARS.pdf
SEC-209.170,SUBPART-209.1,PART-209,209.170,Scope.,This section implements section 1062 of the National Defense Authorization Act for Fiscal Year 2021 (Pub. L. 116-283).,KB 2/USA/DFARS.pdf
SEC-209.170-0,SUBPART-209.1,PART-209,209.170-0,Scope.,This section implements section 1062 of the National Defense Authorization Act for Fiscal Year 2021 (Pub. L. 116-283).,KB 2/USA/DFARS.pdf
SEC-209.170-1,SUBPART-209.1,PART-209,209.170-1,Definitions.,"As used in this section— ""Confucius Institute"" means —",KB 2/USA/DFARS.pdf
SEC-209.170-2,SUBPART-209.1,PART-209,209.170-2,Restriction.,"None of the funds authorized to be appropriated or otherwise made available for any fiscal year for DoD may be used to contract with an institution of higher education that hosts a Confucius Institute, other than amounts provided directly to students as educational assistance. Contracting officers shall not enter into a contract with any institution of higher education that hosts a Confucius Institute, unless a waiver has been granted.",KB 2/USA/DFARS.pdf
SEC-209.170-3,SUBPART-209.1,PART-209,209.170-3,Waiver of restriction.,"The restriction in 209.170-2 can be waived by the Office of the Under Secretary of Defense (Research and Engineering), without power of delegation, in accordance with the Confucius Institute Waiver Program guidance. The waiver authority terminates on October 1, 2026. Any waiver issued shall not apply on or after that date. See PGI 209.170-3.",KB 2/USA/DFARS.pdf
SEC-209.170-4,SUBPART-209.1,PART-209,209.170-4,Solicitation provision.,"Use the provision at 252.209-7011, Representation for Restriction on the Use of Certain Institutions of Higher Education, in solicitations, including solicitations using FAR part 12 procedures for the acquisition of commercial products and commercial services, for acquisitions to an institution of higher education.",KB 2/USA/DFARS.pdf
SEC-209.202,SUBPART-209.2,PART-209,209.202,Policy.,,KB 2/USA/DFARS.pdf
SEC-209.270,SUBPART-209.2,PART-209,209.270,Aviation and ship critical safety items.,,KB 2/USA/DFARS.pdf
SEC-209.270-1,SUBPART-209.2,PART-209,209.270-1,Scope.,This section—,KB 2/USA/DFARS.pdf
SEC-209.270-2,SUBPART-209.2,PART-209,209.270-2,Definitions.,As used in this section—,KB 2/USA/DFARS.pdf
SEC-209.270-3,SUBPART-209.2,PART-209,209.270-3,Policy.,,KB 2/USA/DFARS.pdf
SEC-209.270-4,SUBPART-209.2,PART-209,209.270-4,Procedures.,,KB 2/USA/DFARS.pdf
SEC-209.270-5,SUBPART-209.2,PART-209,209.270-5,Contract clause.,"The contracting officer shall insert the clause at 252.209-7010 , Critical Safety Items, in solicitations and contracts when the acquisition includes one or more items designated by the design control activity as critical safety items.",KB 2/USA/DFARS.pdf
SEC-209.402,SUBPART-209.4,PART-209,209.402,Policy.,,KB 2/USA/DFARS.pdf
SEC-209.403,SUBPART-209.4,PART-209,209.403,Definitions.,,KB 2/USA/DFARS.pdf
SEC-209.405,SUBPART-209.4,PART-209,209.405,Effect of listing.,,KB 2/USA/DFARS.pdf
SEC-209.405-2,SUBPART-209.4,PART-209,209.405-2,Restrictions on subcontracting.,,KB 2/USA/DFARS.pdf
SEC-209.406,SUBPART-209.4,PART-209,209.406,Debarment.,,KB 2/USA/DFARS.pdf
SEC-209.406-1,SUBPART-209.4,PART-209,209.406-1,General.,,KB 2/USA/DFARS.pdf
SEC-209.406-2,SUBPART-209.4,PART-209,209.406-2,Causes for debarment.,,KB 2/USA/DFARS.pdf
SEC-209.406-3,SUBPART-209.4,PART-209,209.406-3,Procedures.,Refer all matters appropriate for consideration by an agency debarring and suspending official as soon as practicable to the appropriate debarring and suspending official identified in 209.403 . Any person may refer a matter to the debarring and suspending official. Follow the procedures at PGI 209.406-3 .,KB 2/USA/DFARS.pdf
SEC-209.407,SUBPART-209.4,PART-209,209.407,Suspension.,,KB 2/USA/DFARS.pdf
SEC-209.407-3,SUBPART-209.4,PART-209,209.407-3,Procedures.,Refer all matters appropriate for consideration by an agency debarring and suspending official as soon as practicable to the appropriate debarring and suspending official identified in 209.403 . Any person may refer a matter to the debarring and suspending official. Follow the procedures at PGI 209.407-3 .,KB 2/USA/DFARS.pdf
SEC-209.409,SUBPART-209.4,PART-209,209.409,Contract clause.,"Use the clause at 252.209-7004, Subcontracting with Firms that are Owned or Controlled by the Government of a Country that is a State Sponsor of Terrorism, in solicitations and contracts with a value of $200,000 or more.",KB 2/USA/DFARS.pdf
SEC-209.470,SUBPART-209.4,PART-209,209.470,Reserved.,,KB 2/USA/DFARS.pdf
SEC-209.471,SUBPART-209.4,PART-209,209.471,Congressional Medal of Honor.,"In accordance with Section 8118 of Pub. L. 105-262, do not award a contract to, extend a contract with, or approve the award of a subcontract to any entity that, within the preceding 15 years, has been convicted under 18 U.S.C. 704 of the unlawful manufacture or sale of the Congressional Medal of Honor. Any entity so convicted will be listed as ineligible on the List of Parties Excluded from Federal Procurement and Nonprocurement Programs published by the General Services Administration.",KB 2/USA/DFARS.pdf
SEC-209.503,SUBPART-209.5,PART-209,209.503,[Reserved],,KB 2/USA/DFARS.pdf
