control_id,control_name,control_text,domain_identifier,pptdf_scope,control_question,relative_weighting,nist_csf_function,is_new_control,is_mcr,is_dsr,control_type
PES-04.1,Working in Secure Areas,Physical security mechanisms exist to allow only authorized personnel access to secure areas. ,PES,Facility,Does the organization allow only authorized personnel access to secure areas? ,10,Protect,No,No,No,SCF
PES-04.2,Searches,"Physical access control mechanisms exist to inspect personnel and their personal effects (e.g., personal property ordinarily worn or carried by the individual, including vehicles) to prevent the unauthorized exfiltration of data and technology assets.",PES,People,"Does the organization inspect personnel and their personal effects (e.g., personal property ordinarily worn or carried by the individual, including vehicles) to prevent the unauthorized exfiltration of data and technology assets?",1,Detect,No,No,No,SCF
PES-04.3,Temporary Storage,"Physical access control mechanisms exist to temporarily store undelivered packages or deliveries in a dedicated, secure area (e.g., security cage, secure room) that is locked, access-controlled and monitored with surveillance cameras and/or security guards.",PES,Facility,"Does the organization temporarily store undelivered packages or deliveries in a dedicated, secure area (e.g., security cage, secure room) that is locked, access-controlled and monitored with surveillance cameras and/or security guards?",2,Protect,No,No,No,SCF
PES-05,Monitoring Physical Access,"Physical access control mechanisms exist to monitor for, detect and respond to physical security incidents.",PES,Process,"Does the organization monitor for, detect and respond to physical security incidents?",7,Detect,No,No,No,SCF
PES-05.1,Intrusion Alarms / Surveillance Equipment ,Physical access control mechanisms exist to monitor physical intrusion alarms and surveillance equipment. ,PES,Facility,Does the organization monitor physical intrusion alarms and surveillance equipment? ,9,Detect,No,No,No,SCF
PES-05.2,Monitoring Physical Access To Information Systems,"Facility security mechanisms exist to monitor physical access to critical information systems or sensitive/regulated data, in addition to the physical access monitoring of the facility.",PES,Process,"Does the organization monitor physical access to critical information systems or sensitive/regulated data, in addition to the physical access monitoring of the facility?",5,Detect,No,No,No,SCF
PES-06,Visitor Control,"Physical access control mechanisms exist to identify, authorize and monitor visitors before allowing access to the facility (other than areas designated as publicly accessible). ",PES,Facility,"Does the organization identify, authorize and monitor visitors before allowing access to the facility (other than areas designated as publicly accessible)? ",9,Protect,No,No,No,SCF
PES-06.1,Distinguish Visitors from On-Site Personnel,"Physical access control mechanisms exist to easily distinguish between onsite personnel and visitors, especially in areas where sensitive/regulated data is accessible. ",PES,Facility,"Does the organization easily distinguish between onsite personnel and visitors, especially in areas where sensitive/regulated data is accessible? ",8,Protect,No,No,No,SCF
PES-06.2,Identification Requirement,Physical access control mechanisms exist to requires at least one(1) form of government-issued or organization-issued photo identification to authenticate individuals before they can gain access to the facility.,PES,Facility,Does the organization require at least one (1) form of government-issued or organization-issued photo identification to authenticate individuals before they can gain access to the facility?,8,Protect,No,No,No,SCF
PES-06.3,Restrict Unescorted Access,"Physical access control mechanisms exist to restrict unescorted access to facilities to personnel with required security clearances, formal access authorizations and validate the need for access. ",PES,People,"Does the organization restrict unescorted access to facilities to personnel with required security clearances, formal access authorizations and validate the need for access? ",10,Protect,No,No,No,SCF
PES-06.4,Automated Records Management & Review,Automated mechanisms exist to facilitate the maintenance and review of visitor access records.,PES,Technology,Does the organization use automated mechanisms to facilitate the maintenance and review of visitor access records?,5,Protect,No,No,No,SCF
PES-06.5,Minimize Visitor Personal Data (PD),Mechanisms exist to minimize the collection of Personal Data (PD) contained in visitor access records.,PES,Data,Does the organization minimize the collection of Personal Data (PD) contained in visitor access records?,3,Protect,No,No,No,SCF
PES-06.6,Visitor Access Revocation,"Mechanisms exist to ensure visitor badges, or other issued identification, are surrendered before visitors leave the facility or are deactivated at a pre-determined time/date of expiration.",PES,Facility,"Does the organization ensure visitor badges, or other issued identification, are surrendered before visitors leave the facility or are deactivated at a pre-determined time/date of expiration?",7,Protect,No,No,No,SCF
PES-07,Supporting Utilities ,Facility security mechanisms exist to protect power equipment and power cabling for the system from damage and destruction. ,PES,Facility,Does the organization protect power equipment and power cabling for the system from damage and destruction? ,9,Protect,No,No,No,SCF
PES-07.1,Automatic Voltage Controls,Facility security mechanisms exist to utilize automatic voltage controls for critical system components. ,PES,Facility,Does the organization utilize automatic voltage controls for critical system components? ,8,Protect,No,No,No,SCF
PES-07.2,Emergency Shutoff,"Facility security mechanisms exist to shut off power in emergency situations by:
(1) Placing emergency shutoff switches or devices in close proximity to systems or system components to facilitate safe and easy access for personnel; and
(2) Protecting emergency power shutoff capability from unauthorized activation.",PES,Facility,"Does the organization shut off power in emergency situations by:
 (1) Placing emergency shutoff switches or devices in close proximity to systems or system components to facilitate safe and easy access for personnel; and
 (2) Protecting emergency power shutoff capability from unauthorized activation?",8,Protect,No,No,No,SCF
PES-07.3,Emergency Power,"Facility security mechanisms exist to supply alternate power, capable of maintaining minimally-required operational capability, in the event of an extended loss of the primary power source.",PES,Facility,"Does the organization supply alternate power, capable of maintaining minimally-required operational capability, in the event of an extended loss of the primary power source?",8,Protect,No,No,No,SCF
PES-07.4,Emergency Lighting,Facility security mechanisms exist to utilize and maintain automatic emergency lighting that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility. ,PES,Facility,Does the organization utilize and maintain automatic emergency lighting that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility? ,7,Protect,No,No,No,SCF
PES-07.5,Water Damage Protection,"Facility security mechanisms exist to protect systems from damage resulting from water leakage by providing master shutoff valves that are accessible, working properly and known to key personnel. ",PES,Facility,"Does the organization protect systems from damage resulting from water leakage by providing master shutoff valves that are accessible, working properly and known to key personnel? ",8,Protect,No,No,No,SCF
PES-07.6,Automation Support for Water Damage Protection,Facility security mechanisms exist to detect the presence of water in the vicinity of critical information systems and alert facility maintenance and IT personnel. ,PES,Facility,Does the organization detect the presence of water in the vicinity of critical information systems and alert facility maintenance and IT personnel? ,5,Protect,No,No,No,SCF
PES-07.7,Redundant Cabling,Mechanisms exist to employ redundant power cabling paths that are physically separated to ensure that power continues to flow in the event one of the cables is cut or otherwise damaged.,PES,Facility,Does the organization employ redundant power cabling paths that are physically separated to ensure that power continues to flow in the event one of the cables is cut or otherwise damaged?,2,Protect,No,No,No,SCF
PES-08,Fire Protection,Facility security mechanisms exist to utilize and maintain fire suppression and detection devices/systems for the system that are supported by an independent energy source. ,PES,Facility,Does the organization utilize and maintain fire suppression and detection devices/systems for the system that are supported by an independent energy source? ,7,Protect,No,No,No,SCF
PES-08.1,Fire Detection Devices,Facility security mechanisms exist to utilize and maintain fire detection devices/systems that activate automatically and notify organizational personnel and emergency responders in the event of a fire. ,PES,Facility,Does the organization utilize and maintain fire detection devices/systems that activate automatically and notify organizational personnel and emergency responders in the event of a fire? ,9,Detect,No,No,No,SCF
PES-08.2,Fire Suppression Devices,Facility security mechanisms exist to utilize fire suppression devices/systems that provide automatic notification of any activation to organizational personnel and emergency responders. ,PES,Facility,Does the organization utilize fire suppression devices/systems that provide automatic notification of any activation to organizational personnel and emergency responders? ,3,Protect,No,No,No,SCF
PES-08.3,Automatic Fire Suppression,Facility security mechanisms exist to employ an automatic fire suppression capability for critical information systems when the facility is not staffed on a continuous basis.,PES,Facility,Does the organization employ an automatic fire suppression capability for critical information systems when the facility is not staffed on a continuous basis?,5,Respond,No,No,No,SCF
PES-09,Temperature & Humidity Controls,Facility security mechanisms exist to maintain and monitor temperature and humidity levels within the facility.,PES,Facility,Does the organization maintain and monitor temperature and humidity levels within the facility?,9,Protect,No,No,No,SCF
PES-09.1,Monitoring with Alarms / Notifications,Facility security mechanisms exist to trigger an alarm or notification of temperature and humidity changes that be potentially harmful to personnel or equipment. ,PES,Process,Does the organization trigger an alarm or notification of temperature and humidity changes that be potentially harmful to personnel or equipment? ,8,Detect,No,No,No,SCF
PES-10,Delivery & Removal ,Physical security mechanisms exist to isolate information processing facilities from points such as delivery and loading areas and other points to avoid unauthorized access. ,PES,Facility,Does the organization isolate information processing facilities from points such as delivery and loading areas and other points to avoid unauthorized access? ,8,Protect,No,No,No,SCF
PES-11,Alternate Work Site,"Physical security mechanisms exist to utilize appropriate management, operational and technical controls at alternate work sites.",PES,Facility,"Does the organization utilize appropriate management, operational and technical controls at alternate work sites?",8,Protect,No,No,No,SCF
PES-12,Equipment Siting & Protection ,Physical security mechanisms exist to locate system components within the facility to minimize potential damage from physical and environmental hazards and to minimize the opportunity for unauthorized access. ,PES,Facility,Does the organization locate system components within the facility to minimize potential damage from physical and environmental hazards and to minimize the opportunity for unauthorized access? ,9,Protect,No,No,No,SCF
PES-12.1,Transmission Medium Security,"Physical security mechanisms exist to protect power and telecommunications cabling carrying data or supporting information services from interception, interference or damage. ",PES,Facility,"Does the organization protect power and telecommunications cabling carrying data or supporting information services from interception, interference or damage? ",9,Protect,No,No,No,SCF
PES-12.2,Access Control for Output Devices,Physical security mechanisms exist to restrict access to printers and other system output devices to prevent unauthorized individuals from obtaining the output. ,PES,Facility,Does the organization restrict access to printers and other system output devices to prevent unauthorized individuals from obtaining the output? ,8,Protect,No,No,No,SCF
PES-13,Information Leakage Due To Electromagnetic Signals Emanations,Facility security mechanisms exist to protect the system from information leakage due to electromagnetic signals emanations. ,PES,Facility,Does the organization protect the system from information leakage due to electromagnetic signals emanations? ,5,Protect,No,No,No,SCF
PES-14,Asset Monitoring and Tracking,Physical security mechanisms exist to employ asset location technologies that track and monitor the location and movement of organization-defined assets within organization-defined controlled areas.,PES,Facility,Does the organization employ asset location technologies that track and monitor the location and movement of organization-defined assets within organization-defined controlled areas?,6,Detect,No,No,No,SCF
PES-15,Electromagnetic Pulse (EMP) Protection,Physical security mechanisms exist to employ safeguards against Electromagnetic Pulse (EMP) damage for systems and system components.,PES,Facility,Does the organization employ safeguards against Electromagnetic Pulse (EMP) damage for systems and system components?,1,Protect,No,No,No,SCF
PES-16,Component Marking,"Physical security mechanisms exist to mark system hardware components indicating the impact or classification level of the information permitted to be processed, stored or transmitted by the hardware component.",PES,Facility,"Does the organization mark system hardware components indicating the impact or classification level of the information permitted to be processed, stored or transmitted by the hardware component?",3,Protect,No,No,No,SCF
PES-17,Proximity Sensor ,Automated mechanisms exist to monitor physical proximity to robotic or autonomous platforms to reduce applied force or stop the operation when sensors indicate a potentially dangerous scenario.,PES,Technology,Does the organization use automated mechanisms to monitor physical proximity to robotic or autonomous platforms to reduce applied force or stop the operation when sensors indicate a potentially dangerous scenario?,9,Protect,No,No,No,SCF
PES-18,On-Site Client Segregation,Mechanisms exist to ensure client-specific Intellectual Property (IP) is isolated from other data when client-specific IP is processed or stored within multi-client workspaces.,PES,Facility,Does the organization ensure client-specific Intellectual Property (IP) is isolated from other data when client-specific IP is processed or stored within multi-client workspaces?,6,Protect,No,No,No,SCF
PES-19,Physical Access Device Inventories,"Mechanisms exist to maintain an accurate inventory of all physical access devices (e.g., RFID cards, access fobs, door keys, etc.).",PES,Facility,"Does the organization maintain an accurate inventory of all physical access devices (e.g., RFID cards, access fobs, door keys, etc.)?",9,Protect,No,No,No,SCF
PRI-01,Data Privacy Program,"Mechanisms exist to facilitate the implementation and operation of data protection controls throughout the data lifecycle to ensure all forms of Personal Data (PD) are processed lawfully, fairly and transparently.",PRI,Process,"Does the organization facilitate the implementation and operation of data protection controls throughout the data lifecycle to ensure all forms of Personal Data (PD) are processed lawfully, fairly and transparently?",10,Govern,No,No,No,SCF
PRI-01.1,Chief Privacy Officer (CPO),"Mechanisms exist to appoints a Chief Privacy Officer (CPO) or similar role, with the authority, mission, accountability and resources to coordinate, develop and implement, applicable data privacy requirements and manage data privacy risks through the organization-wide data privacy program.",PRI,People,"Does the organization have a Chief Privacy Officer (CPO) or similar role, with the authority, mission, accountability and resources to coordinate, develop and implement, applicable data privacy requirements and manage data privacy risks through the organization-wide data privacy program?",3,Identify,No,No,No,SCF
PRI-01.10,Financial Incentives For Personal Data (PD),Mechanisms exist to strictly govern financial incentives offered to data subjects for Personal Data (PD) to ensure compliance with applicable legal and regulatory requirements.,PRI,Process,Does the organization strictly govern financial incentives offered to data subjects for Personal Data (PD) to ensure compliance with applicable legal and regulatory requirements?,3,Protect,No,No,No,SCF
PRI-01.2,Privacy Act Statements,"Mechanisms exist to provide additional formal notice to individuals from whom the information is being collected that includes:
(1) Notice of the authority of organizations to collect Personal Data (PD); 
(2) Whether providing PD is mandatory or optional; 
(3) The principal purpose or purposes for which the PD is to be used; 
(4) The intended disclosures or routine uses of the information; and 
(5) The consequences of not providing all or some portion of the information requested.",PRI,Process,"Does the organization provide additional formal notice to individuals from whom the information is being collected that includes:
 (1) Notice of the authority of organizations to collect Personal Data (PD); 
 (2) Whether providing PD is mandatory or optional; 
 (3) The principal purpose or purposes for which the PD is to be used; 
 (4) The intended disclosures or routine uses of the information; and 
 (5) The consequences of not providing all or some portion of the information requested?",2,Identify,No,No,No,SCF
PRI-01.3,Dissemination of Data Privacy Program Information ,"Mechanisms exist to: 
(1) Ensure that the public has access to information about organizational data privacy activities and can communicate with its Chief Privacy Officer (CPO) or similar role;
(2) Ensure that organizational data privacy practices are publicly available through organizational websites or document repositories; 
(3) Utilize publicly facing email addresses and/or phone lines to enable the public to provide feedback and/or direct questions to data privacy office(s) regarding data privacy practices; and
(4) Inform data subjects when changes are made to the privacy notice and the nature of such changes.",PRI,Process,"Does the organization: 
 (1) Ensure that the public has access to information about organizational data privacy activities and can communicate with its Chief Privacy Officer (CPO) or similar role;
 (2) Ensure that organizational data privacy practices are publicly available through organizational websites or document repositories; 
 (3) Utilize publicly facing email addresses and/or phone lines to enable the public to provide feedback and/or direct questions to data privacy office(s) regarding data privacy practices; and
 (4) Inform data subjects when changes are made to the privacy notice and the nature of such changes?",5,Identify,No,No,No,SCF
PRI-01.4,Data Protection Officer (DPO),"Mechanisms exist to appoint a Data Protection Officer (DPO):
(1) Based on professional qualifications; and
(2) To be involved in all issues related to how Personal Data (PD) is collected, received, processed, stored, transmitted and disposed.",PRI,People,"Does the organization appoint a Data Protection Officer (DPO):
 (1) Based on professional qualifications; and
 (2) To be involved in all issues related to how Personal Data (PD) is collected, received, processed, stored, transmitted and disposed?",7,Identify,No,No,No,SCF
PRI-01.5,Binding Corporate Rules (BCR),"Mechanisms exist to implement and manage Binding Corporate Rules (BCR) (e.g., data sharing agreement) to legally-bind all parties engaged in a joint economic activity that contractually states enforceable rights on data subjects with regard to the processing of their personal data.",PRI,Process,"Does the organization implement and manage Binding Corporate Rules (BCR) (e.g., data sharing agreement) to legally-bind all parties engaged in a joint economic activity that contractually states enforceable rights on data subjects with regard to the processing of their personal data?",5,Identify,No,No,No,SCF
PRI-01.6,Security of Personal Data (PD),Mechanisms exist to ensure Personal Data (PD) is protected by logical and physical security safeguards that are sufficient and appropriately scoped to protect the confidentiality and integrity of the PD.,PRI,Data,Does the organization ensure Personal Data (PD) is protected by logical and physical security safeguards that are sufficient and appropriately scoped to protect the confidentiality and integrity of the PD?,7,Protect,No,No,No,SCF
PRI-01.7,Limiting Personal Data (PD) Disclosures,Mechanisms exist to limit the disclosure of Personal Data (PD) to authorized parties for the sole purpose for which the PD was obtained.,PRI,Data,Does the organization limit the disclosure of Personal Data (PD) to authorized parties for the sole purpose for which the PD was obtained?,7,Protect,No,No,No,SCF
PRI-01.8,Data Fiduciary,"Mechanisms exist to appoint an individual to determine the following criteria about Personal Data (PD):
(1) The purpose why PD is necessary; 
(2) Authorized methods to collect, receive, process, store, transmit and dispose PD; and
(3) Authorized parties PD may be shared with.",PRI,Process,"Does the organization appoint an individual to determine the following criteria about Personal Data (PD):
(1) The purpose why PD is necessary; 
(2) Authorized methods to collect, receive, process, store, transmit and dispose PD; and
(3) Authorized parties PD may be shared with?",7,Protect,No,No,No,SCF
PRI-01.9,Personal Data (PD) Process Manager,"Mechanisms exist to assign accountability to a Personal Data Process Manager, or equivalent role, to ensure Personal Data (PD) is collected, processed, stored, shared, protected and disposed of according to data subject consent.",PRI,People,"Does the organization assign accountability to a Personal Data Process Manager, or equivalent role, to ensure Personal Data (PD) is collected, processed, stored, shared, protected and disposed of according to data subject consent?",5,Protect,No,No,No,SCF
PRI-02,Data Privacy Notice,"Mechanisms exist to:
(1) Make data privacy notice(s) available to individuals upon first interacting with an organization and subsequently as necessary; 
(2) Ensure that data privacy notices are clear and easy-to-understand, expressing relevant information about how Personal Data (PD) is collected, received, processed, stored, transmitted, shared, updated and disposed;
(3) Contain all necessary notice-related criteria required by applicable statutory, regulatory and contractual obligations.
(4) Define the scope of PD processing activities, including the geographic locations and third-party recipients that process the PD within the scope of the data privacy notice;
(5) Periodically, review and update the content of the privacy notice, as necessary; and
(6) Retain prior versions of the privacy notice, in accordance with data retention requirements.
",PRI,Process,"Does the organization:
 (1) Make data privacy notice(s) available to individuals upon first interacting with an organization and subsequently as necessary; 
 (2) Ensure that data privacy notices are clear and easy-to-understand, expressing relevant information about how Personal Data (PD) is collected, received, processed, stored, transmitted, shared, updated and disposed;
 (3) Contain all necessary notice-related criteria required by applicable statutory, regulatory and contractual obligations.
 (4) Define the scope of PD processing activities, including the geographic locations and third-party recipients that process the PD within the scope of the data privacy notice;
 (5) Periodically, review and update the content of the privacy notice, as necessary; and
 (6) Retain prior versions of the privacy notice, in accordance with data retention requirements?",7,Identify,No,No,No,SCF
PRI-02.1,Purpose Specification,"Mechanisms exist to ensure the data privacy notice identifies the purpose(s) for which Personal Data (PD) is collected, received, processed, stored, transmitted, shared.",PRI,Process,"Does the organization ensure the data privacy notice identifies the purpose(s) for which Personal Data (PD) is collected, received, processed, stored, transmitted, shared?",7,Identify,No,No,No,SCF
PRI-02.2,Automated Data Management Processes,"Automated mechanisms exist to adjust data that is able to be collected, received, processed, stored, transmitted, shared, based on updated data subject authorization(s).",PRI,Technology,"Does the organization use automated mechanisms to adjust data that is able to be collected, received, processed, stored, transmitted, shared, based on updated data subject authorization(s)?",1,Identify,No,No,No,SCF
PRI-02.3,Computer Matching Agreements (CMA) ,Mechanisms exist to publish Computer Matching Agreements (CMA) on the organization's public website(s).,PRI,Process,Does the organization publish Computer Matching Agreements (CMA) on its public website(s)?,1,Identify,No,No,No,SCF
PRI-02.4,System of Records Notice (SORN),"Mechanisms exist to draft, publish and keep System of Records Notices (SORN) updated in accordance with regulatory guidance.",PRI,Process,"Does the organization draft, publish and keep System of Records Notices (SORN) updated in accordance with regulatory guidance?",1,Identify,No,No,No,SCF
PRI-02.5,System of Records Notice (SORN) Review Process,Mechanisms exist to review all routine uses of data published in the System of Records Notices (SORN) to ensure continued accuracy and to ensure that routine uses continue to be compatible with the purpose for which the information was collected.,PRI,Process,Does the organization review all routine uses of data published in the System of Records Notices (SORN) to ensure continued accuracy and to ensure that routine uses continue to be compatible with the purpose for which the information was collected?,1,Identify,No,No,No,SCF
PRI-02.6,Privacy Act Exemptions,Mechanisms exist to review all Privacy Act exemptions claimed for the System of Records Notices (SORN) to ensure they remain appropriate and accurate.,PRI,Process,Does the organization review all Privacy Act exemptions claimed for the System of Records Notices (SORN) to ensure they remain appropriate and accurate?,1,Identify,No,No,No,SCF
PRI-02.7,Real-Time or Layered Notice,Mechanisms exist to provide real-time and/or layered notice when Personal Data (PD) is collected that provides data subjects with a summary of key points or more detailed information that is specific to the organization's data privacy notice.,PRI,Process,Does the organization provide real-time and/or layered notice when Personal Data (PD) is collected that provides data subjects with a summary of key points or more detailed information that is specific to its data privacy notice?,2,Identify,No,No,No,SCF
PRI-03,Choice & Consent,"Mechanisms exist to enable data subjects to authorize the collection, processing, storage, sharing, updating and disposal of their Personal Data (PD), where prior to collection the data subject is provided with:
(1) Plain language to illustrate the potential data privacy risks of the authorization; 
(2) A means for users to decline the authorization; and
(3) All necessary choice and consent-related criteria required by applicable statutory, regulatory and contractual obligations.
",PRI,Process,"Does the organization authorize the collection, processing, storage, sharing, updating and disposal of a data subject's Personal Data (PD), where prior to collection the data subject is provided with:
 (1) Plain language to illustrate the potential data privacy risks of the authorization; 
 (2) A means for users to decline the authorization; and
 (3) All necessary choice and consent-related criteria required by applicable statutory, regulatory and contractual obligations?",7,Identify,No,No,No,SCF
PRI-03.1,Tailored Consent,"Mechanisms exist to allow data subjects to modify permission to collect, receive, process, store, transmit, update and/or share selected attributes of their Personal Data (PD).",PRI,Process,"Does the organization allow data subjects to modify permission to collect, receive, process, store, transmit, update and/or share selected attributes of their Personal Data (PD)?",1,Identify,No,No,No,SCF
PRI-03.10,"Cease Processing, Storing and/or Sharing Personal Data (PD)","Mechanisms exist to ensure the organization ceases collecting, receiving, processing, storing, transmitting, updating and/or sharing Personal Data (PD) upon receiving a data subject's consent revocation.",PRI,Process,"Does the organization ensure it ceases collecting, receiving, processing, storing, transmitting, updating and/or sharing Personal Data (PD) upon receiving a data subject's consent revocation?",6,Protect,No,No,No,SCF
PRI-03.11,Communicating Processing Changes,"Mechanisms exist to notify data subjects of processing changes affecting their Personal Data (PD), including:
(1) Erasure of PD;
(2) Remediation of incorrect PD; and/or
(3) Processing restrictions affecting their PD.",PRI,Process,"Does the organization notify data subjects of processing changes affecting their Personal Data (PD), including:
 (1) Erasure of PD;
 (2) Remediation of incorrect PD; and/or
 (3) Processing restrictions affecting their PD?",5,Protect,No,No,No,SCF
PRI-03.2,Just-In-Time Notice & Updated Consent,"Mechanisms exist to present data subjects with a new or updated consent request to process, store and/or share Personal Data (PD) in conjunction with the data action, when:
(1) The original circumstances under which an individual gave consent have changed; or
(2) A significant amount of time has passed since an individual gave consent.",PRI,Process,"Does the organization present data subjects with a new or updated consent request to process, store and/or share Personal Data (PD) in conjunction with the data action, when:
 (1) The original circumstances under which an individual gave consent have changed; or
 (2) A significant amount of time has passed since an individual gave consent/",1,Identify,No,No,No,SCF
PRI-03.3,"Prohibition of Selling, Processing and/or Sharing Personal Data (PD)","Mechanisms exist to prevent the sale, processing and/or sharing of Personal Data (PD) when:
(1) Instructed by the data subject; or
(2) The data subject is a minor, where selling and/or sharing PD is legally prohibited.",PRI,Data,"Does the organization prevent the sale, processing and/or sharing of Personal Data (PD) when:
 (1) Instructed by the data subject; or
 (2) The data subject is a minor, where selling and/or sharing PD is legally prohibited?",5,Identify,No,No,No,SCF
PRI-03.4,Revoke Consent,"Mechanisms exist to allow data subjects to revoke consent to collect, receive, process, store, transmit, update and/or share their Personal Data (PD).",PRI,Data,"Does the organization allow data subjects to revoke consent to collect, receive, process, store, transmit, update and/or share their Personal Data (PD)?",3,Respond,No,No,No,SCF
PRI-03.5,Product or Service Delivery Restrictions,"Mechanisms exist to prevent discrimination against a data subject for exercising their legal rights pertaining to modifying or revoking consent, including prohibiting:
(1) Refusing products and/or services;
(2) Charging different rates for goods and/or services; and
(3) Providing different levels of quality.",PRI,Process,"Does the organization prevent discrimination against a data subject for exercising their legal rights pertaining to modifying or revoking consent, including prohibiting:
 (1) Refusing products and/or services;
 (2) Charging different rates for goods and/or services; and
 (3) Providing different levels of quality?",7,Identify,No,No,No,SCF
PRI-03.6,Authorized Agent,"Mechanisms exist to allow data subjects to authorize another person or entity, acting on the data subject's behalf, to make Personal Data (PD) processing decisions.",PRI,Process,"Does the organization allow data subjects to authorize another person or entity, acting on the data subject's behalf, to make Personal Data (PD) processing decisions?",6,Protect,No,No,No,SCF
PRI-03.7,Active Participation By Data Subjects,"Mechanisms exist to compel data subjects to select the level of consent deemed appropriate by the data subject for the relevant business purpose (e.g., opt-in, opt-out, accept all cookies, etc.).",PRI,Process,"Does the organization compel data subjects to select the level of consent deemed appropriate by the data subject for the relevant business purpose (e.g., opt-in, opt-out, accept all cookies, etc.)?",3,Protect,No,No,No,SCF
PRI-03.8,Global Privacy Control (GPC),"Automated mechanisms exist to provide data subjects with functionality to exercise pre-selected opt-out preferences (e.g., opt-out signal).",PRI,Technology,"Does the organization use automated mechanisms to provide data subjects with functionality to exercise pre-selected opt-out preferences (e.g., opt-out signal)?",5,Protect,No,No,No,SCF
PRI-03.9,Continued Use of Personal Data (PD),"Mechanisms exist to govern the continued use of Personal Data (PD) as it is collected, received, processed, stored, transmitted and/or shared until:
(1) Disposal of PD occurs when there is no longer a legitimate business purpose;
(2) Disposal of PD occurs when the data retention timeline for the use case is met; and/or
(3) Continued use of PD is prohibited upon withdrawal of data subject consent.",PRI,Process,"Does the organization govern the continued use of Personal Data (PD) as it is collected, received, processed, stored, transmitted and/or shared until:
 (1) Disposal of PD occurs when there is no longer a legitimate business purpose;
 (2) Disposal of PD occurs when the data retention timeline for the use case is met; and/or
 (3) Continued use of PD is prohibited upon withdrawal of data subject consent?",5,Protect,No,No,No,SCF
PRI-04,Restrict Collection To Identified Purpose,"Mechanisms exist to minimize the collection of Personal Data (PD) to only what is adequate, relevant and limited to the purposes identified in the data privacy notice, including protections against collecting PD from minors without appropriate parental or legal guardian consent.",PRI,Data,"Does the organization minimize the collection of Personal Data (PD) to only what is adequate, relevant and limited to the purposes identified in the data privacy notice, including protections against collecting PD from minors without appropriate parental or legal guardian consent?",7,Identify,No,No,No,SCF
PRI-04.1,"Authority To Collect, Process, Store & Share Personal Data (PD)","Mechanisms exist to determine and document the legal authority that permits the organization to collect, receive, process, store, transmit, update and/or share Personal Data (PD), either generally or in support of a specific business process.",PRI,Process,"Does the organization determine and document the legal authority that permits the organization to collect, receive, process, store, transmit, update and/or share Personal Data (PD), either generally or in support of a specific business process?",7,Identify,No,No,No,SCF
PRI-04.2,Primary Sources,"Mechanisms exist to ensure information is directly collected from the data subject, whenever possible.",PRI,Process,"Does the organization ensure information is directly collected from the data subject, whenever possible?",7,Identify,No,No,No,SCF
PRI-04.3,Identifiable Image Collection,"Mechanisms exist to restrict collecting, receiving, processing, storing, transmitting and/or sharing of photographic and/or video surveillance image collection that can identify individuals to legitimate business needs.",PRI,Process,"Does the organization restrict collecting, receiving, processing, storing, transmitting and/or sharing of photographic and/or video surveillance image collection that can identify individuals to legitimate business needs?",7,Identify,No,No,No,SCF
PRI-04.4,Acquired Personal Data (PD),"Mechanisms exist to promptly inform data subjects of the utilization purpose when their Personal Data (PD) is acquired and not received directly from the data subject, except where that utilization purpose was disclosed in advance to the data subject.",PRI,Process,"Does the organization promptly inform data subjects of the utilization purpose when their Personal Data (PD) is acquired and not received directly from the data subject, except where that utilization purpose was disclosed in advance to the data subject?",6,Identify,No,No,No,SCF
PRI-04.5,Validate Collected Personal Data (PD),"Mechanisms exist to ensure that the data subject, or authorized representative, validate Personal Data (PD) during the collection process.",PRI,Data,"Does the organization ensure that the data subject, or authorized representative, validate Personal Data (PD) during the collection process?",1,Identify,No,No,No,SCF
PRI-04.6,Re-Validate Collected Personal Data (PD),"Mechanisms exist to ensure that the data subject, or authorized representative, re-validate that Personal Data (PD) acquired during the collection process is still accurate.",PRI,Data,"Does the organization ensure that the data subject, or authorized representative, re-validate that Personal Data (PD) acquired during the collection process is still accurate?",1,Identify,No,No,No,SCF
PRI-04.7,Personal Data (PD) Collection Methods,"Mechanisms exist to ensure that Personal Data (PD) collection methods are:
(1) In accordance with applicable statutory and/or regulatory requirements;
(2) Appropriate for the circumstances of the data subject;
(3) Unambiguous; and
(4) Secure.",PRI,Process,"Does the organization ensure that Personal Data (PD) collection methods are:
 (1) In accordance with applicable statutory and/or regulatory requirements;
 (2) Appropriate for the circumstances of the data subject;
 (3) Unambiguous; and
 (4) Secure?",3,Protect,No,No,No,SCF
PRI-05,Personal Data (PD) Retention & Disposal,"Mechanisms exist to: 
(1) Retain Personal Data (PD), including metadata, for an organization-defined time period to fulfill the purpose(s) identified in the notice or as required by law;
(2) Dispose of, destroys, erases, and/or anonymizes the PD, regardless of the method of storage; and
(3) Use organization-defined techniques or methods to ensure secure deletion or destruction of PD (including originals, copies and archived records).",PRI,Data,"Does the organization: 
 (1) Retain Personal Data (PD), including metadata, for an organization-defined time period to fulfill the purpose(s) identified in the notice or as required by law;
 (2) Dispose of, destroys, erases, and/or anonymizes the PD, regardless of the method of storage; and
 (3) Use organization-defined techniques or methods to ensure secure deletion or destruction of PD (including originals, copies and archived records)?",8,Identify,No,No,No,SCF
