clause_id,article_id,clause_type,marker,text,source_line,source_document
Art94-P2,Art94,paragraph,paragraph 2,"The Secretariat and the Guarantor Authorities, as appropriate, may obtain any evidence they deem necessary, with no limitations other than those established in the applicable legislation.",1716,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art96-I,Art96,fraction,I.,Personal data is classified as confidential without meeting the characteristics indicated in the applicable legal provisions;,1724,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art96-II,Art96,fraction,II.,Declare the nonexistence of the personal data;,1727,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art96-III,Art96,fraction,III.,The person responsible is declared incompetent;,1728,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art96-IV,Art96,fraction,IV.,Incomplete personal data is provided;,1729,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art96-V,Art96,fraction,V.,Personal data is provided that does not correspond to what was requested;,1730,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art96-VI,Art96,fraction,VI.,"Access, rectification, cancellation or opposition of personal data is denied;",1731,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art96-VII,Art96,fraction,VII.,Failure to respond to a request for the exercise of ARCO rights within the time limits established in this Law and other applicable provisions on the matter;,1732,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art96-VIII,Art96,fraction,VIII.,"Personal data is delivered or made available in a manner or format other than that requested, or in an incomprehensible format;",1734,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art96-IX,Art96,fraction,IX.,"The data subject is dissatisfied with the costs of reproduction, shipping or delivery times of the personal data;",1736,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art96-X,Art96,fraction,X.,"The exercise of ARCO rights is hindered, despite having been notified of their origin;",1740,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art96-XI,Art96,fraction,XI.,"A request for the exercise of ARCO rights is not processed, and",1743,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art96-XII,Art96,fraction,XII.,In other cases provided for by applicable legislation.,1744,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art97-I,Art97,fraction,I.,The responsible area to whom the request for the exercise of ARCO rights was submitted;,1760,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art97-II,Art97,fraction,II.,"The name of the person appealing or his/her representative and, where applicable, the third party concerned, as well as the address or means indicated for receiving notifications;",1762,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art97-III,Art97,fraction,III.,"The date on which the response was notified to the owner, or, in the absence of a response, the date on which the request for the exercise of ARCO rights was submitted;",1764,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art97-IV,Art97,fraction,IV.,"The act being appealed and the points being requested, as well as the reasons or motives for disagreement;",1767,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art97-V,Art97,fraction,V.,"If applicable, a copy of the contested response and the corresponding notification, and",1768,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art97-VI,Art97,fraction,VI.,"Documents proving the identity of the holder and, where applicable, the personality and identity of his or her representative.",1769,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art97-P2,Art97,paragraph,paragraph 2,"The appeal for review may be accompanied by evidence and other elements that the holder considers appropriate to submit to the judgment of the Secretariat or, where appropriate, the Guarantor Authorities.",1771,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art97-P3,Art97,paragraph,paragraph 3,In no case will it be necessary for the holder to ratify the appeal for review filed.,1773,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art98-P2,Art98,paragraph,paragraph 2,"If an agreement is reached, it will be recorded in writing and will be binding. The appeal for review will be dismissed, and the Secretariat or, where appropriate, the Guarantor Authorities must verify compliance with the respective agreement.",1776,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art99-I,Art99,fraction,I.,"The parties shall be required to express, by any means, their willingness to reach an agreement within a period of no more than seven days from the date of notification of said agreement. This agreement shall contain a summary of the appeal and the response of the responsible party, if any, indicating the common elements and points of controversy. The conciliation may be held in person, remotely, electronically, or by any other means determined, as appropriate. In any case, the conciliation must be documented by any means that allows its existence to be proven. The conciliation stage is exempt when the holder is a minor and any of the rights contemplated in the General Law on the Rights of Girls, Boys and Children has been violated. Adolescents and other applicable legal provisions, unless they have duly accredited legal representation;",1784,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art99-II,Art99,fraction,II.,"Once the expression of the will to reconcile has been received from both parties, the Secretariat or the Guaranteeing Authority, as appropriate, will indicate the place or means, day and time for the holding of a conciliation hearing in which an attempt will be made to reconcile the interests between the owner and the responsible party. This hearing must be held within ten days of receiving the aforementioned expression. The Secretariat or the Guarantor Authority, in its capacity as conciliator, may, at any time during the conciliation stage, require the parties to submit, within a maximum period of five days, any evidence it deems necessary for the conciliation. The conciliator may suspend the hearing for one occasion when she deems appropriate, or at the request of both parties. If the hearing is suspended, the conciliator will set a date and time for its resumption within the following five days. Minutes shall be kept of every conciliation hearing, recording the outcome. If the responsible party or the person in charge, or their respective representatives, do not sign the minutes, this will not affect their validity, and such refusal must be recorded.",1798,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art99-III,Art99,fraction,III.,"If either party fails to attend the conciliation hearing and justifies their absence within three days, they will be summoned to a second conciliation hearing within five days. In case If either party does not attend the latter, the appeal for review will continue. If either party fails to attend the conciliation hearing without justification, the procedure will continue;",1814,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art99-IV,Art99,fraction,IV.,"If there is no agreement at the conciliation hearing, the appeal for review will continue;",1834,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art99-V,Art99,fraction,V.,"If an agreement is reached, it will be recorded in writing and will be binding. The appeal for review will be dismissed, and the Secretariat or, where appropriate, the Guarantor Authorities must verify compliance with the respective agreement.",1836,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art99-VI,Art99,fraction,VI.,"Compliance with the agreement will conclude the review appeal; otherwise, the Secretariat or the Guaranteeing Authority will resume the procedure.",1840,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art100-P2,Art100,paragraph,paragraph 2,The period referred to in the preceding paragraph shall be suspended during the period of compliance with the conciliation agreement.,1846,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art102-P2,Art102,paragraph,paragraph 2,"The holder will have a period not to exceed five days, starting from the day following notification of the warning, to correct the omissions, with the warning that, if the requirement is not complied with, the appeal for review will be dismissed.",1862,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art102-P3,Art102,paragraph,paragraph 3,"The prevention will have the effect of interrupting the period of time that the Secretariat and the Guarantor Authorities have to resolve the appeal, so it will begin to be computed from the day after its resolution.",1866,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art103-I,Art103,fraction,I.,Dismiss or dismiss the appeal for review as inadmissible;,1870,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art103-II,Art103,fraction,II.,Confirm the response of the person in charge;,1873,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art103-III,Art103,fraction,III.,"Revoke or modify the response of the controller, or",1875,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art103-IV,Art103,fraction,IV.,"Order the delivery of personal data, in case of omission by the controller.",1877,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art103-P2,Art103,paragraph,paragraph 2,"The resolutions shall establish, where applicable, the deadlines and timeframes for compliance and the procedures to ensure their execution. Those responsible must inform the Secretariat or, where appropriate, the Guarantee Authorities of compliance with their resolutions.",1882,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art103-P3,Art103,paragraph,paragraph 3,"In the absence of a resolution by the Secretariat, or where appropriate, by the guarantor Authorities, it will be understood the response of the person in charge has been confirmed.",1886,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art103-P4,Art103,paragraph,paragraph 4,"When the Secretariat or, where appropriate, the Guarantor Authorities determine during the substantiation of the review appeal that probable liability may have been incurred for failure to comply with the obligations provided for in this Law and other applicable legal provisions on the matter, they must inform the internal control body or the competent authority so that it may initiate, where appropriate, the respective liability procedure.",1889,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art104-I,Art104,fraction,I.,It is untimely because the period established in article 86 of this Law has elapsed;,1910,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art104-II,Art104,fraction,II.,The holder or his representative does not duly prove his identity and personality of the latter;,1912,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art104-III,Art104,fraction,III.,"The Secretariat or, where appropriate, the Guarantor Authorities have previously made a final decision on the subject matter thereof;",1916,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art104-IV,Art104,fraction,IV.,None of the grounds for appeal for review provided for in Article 96 of this Law are updated;,1918,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art104-V,Art104,fraction,V.,"Any appeal or means of defense filed by the appellant or, where appropriate, by the interested third party, against the contested act before the competent courts is being processed. Secretariat or the Guarantor Authorities, as appropriate;",1921,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art104-VI,Art104,fraction,VI.,"The appellant modifies or expands his/her request in the appeal for review, solely with respect to the new content, or",1924,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art104-VII,Art104,fraction,VII.,The appellant does not prove legal interest.,1926,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art104-P2,Art104,paragraph,paragraph 2,"Dismissal does not imply the preclusion of the right of the holder to file a complaint with the Secretariat or the Guarantor Authorities, as appropriate, a new appeal for review.",1929,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art105-I,Art105,fraction,I.,The appellant expressly withdraws;,1932,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art105-II,Art105,fraction,II.,The appellant dies;,1935,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art105-III,Art105,fraction,III.,"Once admitted, any cause of inadmissibility is updated under the terms of this Law;",1936,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art105-IV,Art105,fraction,IV.,"The person responsible modifies or revokes his response in such a way that it becomes without substance, or",1937,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art105-V,Art105,fraction,V.,I ran out of matter.,1938,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art107-P2,Art107,paragraph,paragraph 2,The holders may challenge these resolutions before the judges and courts specialized in personal data matters established by the Federal Judicial Branch through the amparo trial.,1944,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art108-P2,Art108,paragraph,paragraph 2,"The appeal must be filed within seven days of the date on which the guarantor authority notifies the obligated party of the decision. The Supreme Court of Justice of the Nation shall immediately, if appropriate, suspend the execution of the decision, and within five days of the filing of the appeal, it shall decide whether it is admissible or inadmissible.",1952,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art110-P2,Art110,paragraph,paragraph 2,"At all times, Ministers must have access to classified information to determine its nature, as required. Access will be granted in accordance with the legal provisions applicable to the safeguarding of information by obliged entities.",1980,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art112-P2,Art112,paragraph,paragraph 2,"In the event that the resolution is revoked, the Secretariat must act in accordance with the terms ordered by the Supreme Court. Court of Justice of the Nation.",1990,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art113-P2,Art113,paragraph,paragraph 2,"The Secretariat may issue guiding criteria for the Guarantor Authorities, which will be established by reiteration when resolving three consecutive similar cases in the same sense, arising from resolutions that have become final.",2002,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art114-P2,Art114,paragraph,paragraph 2,Every criterion issued by the Secretariat must contain a control key for proper identification.,2009,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art115-P2,Art115,paragraph,paragraph 2,"In the exercise of their oversight and verification functions, the Secretariat's staff or, where applicable, the Guarantor Authorities shall be required to maintain confidentiality regarding the information to which they have access by virtue of the corresponding verification.",2021,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art115-P3,Art115,paragraph,paragraph 3,"The person responsible may not deny access to the documentation requested for verification or to its personal databases, nor may it invoke the confidentiality or reserve of the information.",2025,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art116-I,Art116,fraction,I.,"Ex officio when the Secretariat or the guarantor Authorities have evidence that gives rise to a well-founded and motivated presumption of the existence of violations of the corresponding laws, or",2029,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art116-II,Art116,fraction,II.,"By filing a complaint by the owner when they consider that they have been affected by acts of the controller that may be contrary to the provisions of this Law and other applicable legal provisions or, where appropriate, by any person when they have knowledge of alleged breaches of the obligations provided for in this Law and other applicable provisions on the matter.",2032,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art116-P2,Art116,paragraph,paragraph 2,"The right to file a complaint expires one year after the day following the occurrence of the acts or omissions that are the subject of the complaint. When the acts or omissions are successive, the period begins to run from the business day following the last act.",2051,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art116-P3,Art116,paragraph,paragraph 3,Verification will not be carried out and will not be admitted in the cases where the appeal for review provided for in this Law is admissible.,2056,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art116-P4,Art116,paragraph,paragraph 4,"Prior to the respective verification, the Secretariat or the guarantor Authorities may carry out investigations prior, in order to have elements to establish and motivate the respective start agreement.",2059,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art117-I,Art117,fraction,I.,"The name of the person making the complaint or, where applicable, his or her representative;",2065,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art117-II,Art117,fraction,II.,The address or means of receiving notifications from the person making the complaint;,2067,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art117-III,Art117,fraction,III.,The statement of facts on which the complaint is based and the elements available to prove your claim;,2068,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art117-IV,Art117,fraction,IV.,"The person reported responsible and his address or, where appropriate, the data for his identification and/or location, and",2072,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art117-V,Art117,fraction,V.,"The signature of the reporting person or, where applicable, their representative. If they cannot sign, a fingerprint will suffice.",2076,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art117-P2,Art117,paragraph,paragraph 2,"The complaint may be submitted in free writing or through formats, electronic means or any other means established for this purpose by the Secretariat or the guarantor Authorities, as appropriate.",2078,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art117-P3,Art117,paragraph,paragraph 3,"Once the complaint has been received, the Secretariat and the Guarantor Authorities, as appropriate, must accuse receipt thereof. The corresponding agreement will be notified to the reporting person.",2080,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art118-P2,Art118,paragraph,paragraph 2,"For verification purposes in national security and public security instances, the resolution shall require a reinforced rationale and motivation for the cause of the procedure, and the information shall be secured for the exclusive use of the authority and for the purposes established in Article 119 of this Law.",2088,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art118-P3,Art118,paragraph,paragraph 3,The verification procedure must have a maximum duration of fifty days.,2091,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art118-P4,Art118,paragraph,paragraph 4,"The Secretariat or the guarantor authorities may order precautionary measures if, based on the verification, they find imminent or irreparable harm to the protection of personal data, provided that they do not impede the performance of the functions or the security of the databases of the obligated subjects.",2093,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art118-P5,Art118,paragraph,paragraph 5,These measures may only have a corrective purpose and will be temporary until then the obligated subjects carry out the recommendations made by the Secretariat or the Guarantor Authorities as appropriate.,2096,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art120-P2,Art120,paragraph,paragraph 2,"The audit report must assess the adequacy of the measures and controls implemented by the responsible party, identify any deficiencies, and propose additional corrective actions or recommendations, as appropriate.",2107,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art122-I,Art122,fraction,I.,"Public reprimand, or",2134,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art122-II,Art122,fraction,II.,"The fine, equivalent to the amount of one hundred and fifty to one thousand five hundred times the daily value of the Unit of Measurement and Update.",2136,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art122-P2,Art122,paragraph,paragraph 2,Non-compliance by obliged subjects will be disseminated on the transparency obligations portals of the Secretariat and the guarantor authorities and considered in the evaluations they carry out.,2138,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art122-P3,Art122,paragraph,paragraph 3,"If failure to comply with the decisions of the Secretariat or the guarantor authorities implies the alleged commission of a crime or one of the acts described in Article 132 of this Law, the facts must be reported to the competent authority. Financial coercion measures may not be covered by public funds.",2140,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art123-P2,Art123,paragraph,paragraph 2,"Once the deadline has elapsed and compliance has not been met, the competent authority in matters of administrative responsibilities.",2148,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art126-I,Art126,fraction,I.,"The seriousness of the fault of the responsible party, determined by elements such as the damage caused, the indications of intentionality, the duration of the non-compliance with the determinations of the Secretariat or the guarantor Authorities, and the impact on the exercise of their powers;",2157,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art126-II,Art126,fraction,II.,"The economic condition of the offender, and",2161,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art126-III,Art126,fraction,III.,Recidivism.,2162,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art126-P2,Art126,paragraph,paragraph 2,"The Secretariat or the Guarantor Authorities shall establish, through general guidelines, the powers of the areas responsible for assessing the seriousness of non-compliance with their determinations and for the notification and execution of enforcement measures that they apply and implement, in accordance with the elements developed in this Chapter.",2165,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art127-P2,Art127,paragraph,paragraph 2,"A repeat offender will be considered to be someone who, having committed an infraction that has been sanctioned, commits another one. of the same type or nature.",2172,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-I,Art132,fraction,I.,"Acting with negligence, fraud or bad faith during the processing of requests for the exercise of ARCO rights;",2208,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-II,Art132,fraction,II.,"Failure to comply with the deadlines for responding to requests for the exercise of ARCO rights or to enforce the right in question, as provided for in this Law;",2213,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-III,Art132,fraction,III.,"Use, remove, disclose, hide, alter, mutilate, destroy or render useless, in whole or in part and in an improper manner, personal data that is in your custody or to which you have access or knowledge due to your employment, position or commission;",2216,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-IV,Art132,fraction,IV.,Intentionally processing personal data in violation of the principles and duties established in this Law;,2220,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-V,Art132,fraction,V.,"Failure to have a privacy notice, or omitting from it any of the elements referred to in Article 21 of this Law, as the case may be, and other provisions that are applicable in the matter;",2225,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-VI,Art132,fraction,VI.,Fraudulently or negligently classifying personal data as confidential without meeting the criteria specified in the applicable legal provisions. The sanction will only be imposed when a prior ruling has become final regarding the criteria for classifying personal data;,2229,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-VII,Art132,fraction,VII.,Failure to comply with the duty of confidentiality established in Article 36 of this Law;,2235,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-VIII,Art132,fraction,VIII.,"Failure to establish security measures in accordance with the provisions of Articles 25, 26 and 27 of this Law;",2237,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-IX,Art132,fraction,IX.,"Present violations of personal data due to the lack of implementation of security measures in accordance with articles 25, 26 and 27 of this Law;",2242,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-X,Art132,fraction,X.,Carry out the transfer of personal data in violation of the provisions of this Law;,2245,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-XI,Art132,fraction,XI.,Obstructing the acts of verification of the authority;,2247,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-XII,Art132,fraction,XII.,Creating personal databases in violation of the provisions of Article 5 of this Law;,2249,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-XIII,Art132,fraction,XIII.,"Failure to comply with the resolutions issued by the Secretariat or the guarantor Authorities, and",2251,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-XIV,Art132,fraction,XIV.,"Failing to submit the annual report and other reports referred to in Article 40, Section VI of the General Law on Transparency and Access to Public Information, or submitting them late.",2253,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-P2,Art132,paragraph,paragraph 2,"The causes of liability provided for in sections I, II, IV, VI, X, XII and XIV of this article, as well as the recurrence of the conduct provided for in the rest of its sections, will be considered serious for the purposes of their administrative sanction.",2259,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-P3,Art132,paragraph,paragraph 3,"If the alleged violation was committed by a member of a political party, the investigation and, where appropriate, sanction will be the responsibility of the competent electoral authority.",2263,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132-P4,Art132,paragraph,paragraph 4,Financial sanctions may not be covered with public resources.,2266,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art134-P2,Art134,paragraph,paragraph 2,"These responsibilities will be determined autonomously, through the procedures provided for in the applicable laws, and any sanctions imposed by the competent authorities will also be executed independently.",2286,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art134-P3,Art134,paragraph,paragraph 3,"For such purposes, the Secretariat or the guarantor authorities may report to the competent authorities any act or omission that violates this Law and provide the evidence they deem relevant, in accordance with the applicable laws.",2290,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art135-P2,Art135,paragraph,paragraph 2,"In the case of potential violations related to public trusts or funds, the Secretariat or the competent guarantor authority must notify the internal control body or equivalent of the corresponding obligated subject so that it can implement the appropriate administrative procedures.",2299,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
