article_id,number,chapter_id,title_id,chapeau,full_text,source_line,source_document
Art116,116,T10-C19,T10,Verification may be initiated:,"Verification may be initiated: I. Ex officio when the Secretariat or the guarantor Authorities have evidence that gives rise to a well-founded and motivated presumption of the existence of violations of the corresponding laws, or II. By filing a complaint by the owner when they consider that they have been affected by acts of the controller that may be contrary to the provisions of this Law and other applicable legal provisions or, where appropriate, by any person when they have knowledge of alleged breaches of the obligations provided for in this Law and other applicable provisions on the matter. The right to file a complaint expires one year after the day following the occurrence of the acts or omissions that are the subject of the complaint. When the acts or omissions are successive, the period begins to run from the business day following the last act. Verification will not be carried out and will not be admitted in the cases where the appeal for review provided for in this Law is admissible. Prior to the respective verification, the Secretariat or the guarantor Authorities may carry out investigations prior, in order to have elements to establish and motivate the respective start agreement.",2028,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art117,117,T10-C19,T10,"For the filing of a complaint, no greater requirements may be requested than those that are The following are described below:","For the filing of a complaint, no greater requirements may be requested than those that are The following are described below: I. The name of the person making the complaint or, where applicable, his or her representative; II. The address or means of receiving notifications from the person making the complaint; III. The statement of facts on which the complaint is based and the elements available to prove your claim; IV. The person reported responsible and his address or, where appropriate, the data for his identification and/or location, and V. The signature of the reporting person or, where applicable, their representative. If they cannot sign, a fingerprint will suffice. The complaint may be submitted in free writing or through formats, electronic means or any other means established for this purpose by the Secretariat or the guarantor Authorities, as appropriate. Once the complaint has been received, the Secretariat and the Guarantor Authorities, as appropriate, must accuse receipt thereof. The corresponding agreement will be notified to the reporting person.",2062,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art118,118,T10-C19,T10,"Verification shall begin with a written order that establishes and justifies the appropriateness of the action by the Secretariat or the guarantor Authorities, which aims to request from the responsible party the necessary documentation and information related to the alleged violation and/or to carry out visits to the offices or facilities of the responsible party or, where appropriate, to the place where the respective personal databases are located.","Verification shall begin with a written order that establishes and justifies the appropriateness of the action by the Secretariat or the guarantor Authorities, which aims to request from the responsible party the necessary documentation and information related to the alleged violation and/or to carry out visits to the offices or facilities of the responsible party or, where appropriate, to the place where the respective personal databases are located. For verification purposes in national security and public security instances, the resolution shall require a reinforced rationale and motivation for the cause of the procedure, and the information shall be secured for the exclusive use of the authority and for the purposes established in Article 119 of this Law. The verification procedure must have a maximum duration of fifty days. The Secretariat or the guarantor authorities may order precautionary measures if, based on the verification, they find imminent or irreparable harm to the protection of personal data, provided that they do not impede the performance of the functions or the security of the databases of the obligated subjects. These measures may only have a corrective purpose and will be temporary until then the obligated subjects carry out the recommendations made by the Secretariat or the Guarantor Authorities as appropriate.",2082,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art119,119,T10-C19,T10,"The verification procedure shall conclude with the resolution issued by the Secretariat or the guarantor Authorities, which shall establish the measures to be adopted by the responsible party within the period determined by the Secretariat.","The verification procedure shall conclude with the resolution issued by the Secretariat or the guarantor Authorities, which shall establish the measures to be adopted by the responsible party within the period determined by the Secretariat.",2098,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art120,120,T10-C19,T10,"Those responsible may voluntarily submit to audits by the Secretariat or the guarantor authorities, as appropriate, for the purpose of verifying the adaptation, adequacy and effectiveness of the controls, measures and mechanisms implemented for compliance with this Law and other applicable legal provisions.","Those responsible may voluntarily submit to audits by the Secretariat or the guarantor authorities, as appropriate, for the purpose of verifying the adaptation, adequacy and effectiveness of the controls, measures and mechanisms implemented for compliance with this Law and other applicable legal provisions. The audit report must assess the adequacy of the measures and controls implemented by the responsible party, identify any deficiencies, and propose additional corrective actions or recommendations, as appropriate.",2102,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art121,121,T11-C20,T11,"In order to comply with the resolutions issued by the Secretariat or the guarantor Authorities, as appropriate, the provisions of Chapter V of Title Eight of the General Law on Transparency and Access to Public Information must be observed.","In order to comply with the resolutions issued by the Secretariat or the guarantor Authorities, as appropriate, the provisions of Chapter V of Title Eight of the General Law on Transparency and Access to Public Information must be observed.",2128,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art122,122,T11-C20,T11,The Secretariat or the guarantor Authorities may impose the following enforcement measures for ensure compliance with its decisions:,"The Secretariat or the guarantor Authorities may impose the following enforcement measures for ensure compliance with its decisions: I. Public reprimand, or II. The fine, equivalent to the amount of one hundred and fifty to one thousand five hundred times the daily value of the Unit of Measurement and Update. Non-compliance by obliged subjects will be disseminated on the transparency obligations portals of the Secretariat and the guarantor authorities and considered in the evaluations they carry out. If failure to comply with the decisions of the Secretariat or the guarantor authorities implies the alleged commission of a crime or one of the acts described in Article 132 of this Law, the facts must be reported to the competent authority. Financial coercion measures may not be covered by public funds.",2132,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art123,123,T11-C20,T11,"If, despite the execution of the enforcement measures provided for in the previous article, the resolution is not complied with, the hierarchical superior shall be required to comply so that, within five days following notification of the resolution, he or she shall compel the superior to comply without delay.","If, despite the execution of the enforcement measures provided for in the previous article, the resolution is not complied with, the hierarchical superior shall be required to comply so that, within five days following notification of the resolution, he or she shall compel the superior to comply without delay. Once the deadline has elapsed and compliance has not been met, the competent authority in matters of administrative responsibilities.",2145,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art124,124,T11-C20,T11,"The enforcement measures referred to in this Chapter must be applied by the Secretariat and the Guarantor Authorities, either on their own or with the support of the competent authority.","The enforcement measures referred to in this Chapter must be applied by the Secretariat and the Guarantor Authorities, either on their own or with the support of the competent authority.",2150,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art125,125,T11-C20,T11,"The fines set by the Secretariat and the Guarantor Authorities shall be enforced by the Tax Administration Service or the Finance Secretariats of the Federal Entities, as appropriate, through the procedures established in the applicable legal provisions.","The fines set by the Secretariat and the Guarantor Authorities shall be enforced by the Tax Administration Service or the Finance Secretariats of the Federal Entities, as appropriate, through the procedures established in the applicable legal provisions.",2152,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art126,126,T11-C20,T11,"In order to qualify the enforcement measures established in this Chapter, the Secretariat and the guarantor Authorities must consider:","In order to qualify the enforcement measures established in this Chapter, the Secretariat and the guarantor Authorities must consider: I. The seriousness of the fault of the responsible party, determined by elements such as the damage caused, the indications of intentionality, the duration of the non-compliance with the determinations of the Secretariat or the guarantor Authorities, and the impact on the exercise of their powers; II. The economic condition of the offender, and III. Recidivism. The Secretariat or the Guarantor Authorities shall establish, through general guidelines, the powers of the areas responsible for assessing the seriousness of non-compliance with their determinations and for the notification and execution of enforcement measures that they apply and implement, in accordance with the elements developed in this Chapter.",2155,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art127,127,T11-C20,T11,"In case of repeat offense, the Secretariat or the Guarantor Authorities may impose a fine. equivalent to up to double.","In case of repeat offense, the Secretariat or the Guarantor Authorities may impose a fine. equivalent to up to double. A repeat offender will be considered to be someone who, having committed an infraction that has been sanctioned, commits another one. of the same type or nature.",2170,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art128,128,T11-C20,T11,"Enforcement measures must be applied and implemented within a maximum period of fifteen days, counted from the moment the offender is notified.","Enforcement measures must be applied and implemented within a maximum period of fifteen days, counted from the moment the offender is notified.",2174,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art129,129,T11-C20,T11,Public reprimand will be imposed by the Secretariat or the guarantor Authorities and will be executed by the immediate superior of the offender.,Public reprimand will be imposed by the Secretariat or the guarantor Authorities and will be executed by the immediate superior of the offender.,2176,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art130,130,T11-C20,T11,"The Secretariat or the Guarantor Authorities may require the offender to provide the information necessary to determine his/her economic condition, being warned that, in the event of not providing the same, the fines will be quantified based on the elements available, understood as those that are found in public records, those contained in information media or their own Internet pages and, in general, any that demonstrates their status, with the Secretariat or the Guarantor Authorities being empowered to request any documentation deemed essential for such purpose from the competent authorities.","The Secretariat or the Guarantor Authorities may require the offender to provide the information necessary to determine his/her economic condition, being warned that, in the event of not providing the same, the fines will be quantified based on the elements available, understood as those that are found in public records, those contained in information media or their own Internet pages and, in general, any that demonstrates their status, with the Secretariat or the Guarantor Authorities being empowered to request any documentation deemed essential for such purpose from the competent authorities.",2178,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art131,131,T11-C20,T11,"The imposition of enforcement measures may be appealed before the judges and courts specializing in personal data matters established by the Judicial Branch of the Federation or, where appropriate, before the corresponding Judicial Branch in the Federal Entities.","The imposition of enforcement measures may be appealed before the judges and courts specializing in personal data matters established by the Judicial Branch of the Federation or, where appropriate, before the corresponding Judicial Branch in the Federal Entities.",2199,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art132,132,T11-C21,T11,"The following shall be grounds for sanctions for failure to comply with the obligations established in the matter of the present Law, the following:","The following shall be grounds for sanctions for failure to comply with the obligations established in the matter of the present Law, the following: I. Acting with negligence, fraud or bad faith during the processing of requests for the exercise of ARCO rights; II. Failure to comply with the deadlines for responding to requests for the exercise of ARCO rights or to enforce the right in question, as provided for in this Law; III. Use, remove, disclose, hide, alter, mutilate, destroy or render useless, in whole or in part and in an improper manner, personal data that is in your custody or to which you have access or knowledge due to your employment, position or commission; IV. Intentionally processing personal data in violation of the principles and duties established in this Law; V. Failure to have a privacy notice, or omitting from it any of the elements referred to in Article 21 of this Law, as the case may be, and other provisions that are applicable in the matter; VI. Fraudulently or negligently classifying personal data as confidential without meeting the criteria specified in the applicable legal provisions. The sanction will only be imposed when a prior ruling has become final regarding the criteria for classifying personal data; VII. Failure to comply with the duty of confidentiality established in Article 36 of this Law; VIII. Failure to establish security measures in accordance with the provisions of Articles 25, 26 and 27 of this Law; IX. Present violations of personal data due to the lack of implementation of security measures in accordance with articles 25, 26 and 27 of this Law; X. Carry out the transfer of personal data in violation of the provisions of this Law; XI. Obstructing the acts of verification of the authority; XII. Creating personal databases in violation of the provisions of Article 5 of this Law; XIII. Failure to comply with the resolutions issued by the Secretariat or the guarantor Authorities, and XIV. Failing to submit the annual report and other reports referred to in Article 40, Section VI of the General Law on Transparency and Access to Public Information, or submitting them late. The causes of liability provided for in sections I, II, IV, VI, X, XII and XIV of this article, as well as the recurrence of the conduct provided for in the rest of its sections, will be considered serious for the purposes of their administrative sanction. If the alleged violation was committed by a member of a political party, the investigation and, where appropriate, sanction will be the responsibility of the competent electoral authority. Financial sanctions may not be covered with public resources.",2206,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art133,133,T11-C21,T11,"For the conduct referred to in the previous article, the competent authority will be notified to to impose or execute the sanction.","For the conduct referred to in the previous article, the competent authority will be notified to to impose or execute the sanction.",2279,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art134,134,T11-C21,T11,"Liabilities arising from the corresponding administrative procedures, in accordance with the provisions of Article 132 of this Law, are independent of those of a civil, criminal or any other nature that may arise from the same facts.","Liabilities arising from the corresponding administrative procedures, in accordance with the provisions of Article 132 of this Law, are independent of those of a civil, criminal or any other nature that may arise from the same facts. These responsibilities will be determined autonomously, through the procedures provided for in the applicable laws, and any sanctions imposed by the competent authorities will also be executed independently. For such purposes, the Secretariat or the guarantor authorities may report to the competent authorities any act or omission that violates this Law and provide the evidence they deem relevant, in accordance with the applicable laws.",2282,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art135,135,T11-C21,T11,"In the event of non-compliance by political parties, the Secretariat or the competent guarantor Authority shall notify, as appropriate, the National Electoral Institute or the local public electoral bodies of the competent Federal Entities so that they may resolve the matter, without prejudice to the sanctions established for political parties in the applicable laws.","In the event of non-compliance by political parties, the Secretariat or the competent guarantor Authority shall notify, as appropriate, the National Electoral Institute or the local public electoral bodies of the competent Federal Entities so that they may resolve the matter, without prejudice to the sanctions established for political parties in the applicable laws. In the case of potential violations related to public trusts or funds, the Secretariat or the competent guarantor authority must notify the internal control body or equivalent of the corresponding obligated subject so that it can implement the appropriate administrative procedures.",2294,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art136,136,T11-C21,T11,"In cases where the alleged offender is a public servant, the Secretariat or the Guaranteeing Authority must send to the competent authority, along with the corresponding complaint, a file containing all the elements that support the alleged administrative responsibility.","In cases where the alleged offender is a public servant, the Secretariat or the Guaranteeing Authority must send to the competent authority, along with the corresponding complaint, a file containing all the elements that support the alleged administrative responsibility. The authority that is aware of the matter must report on the conclusion of the procedure and, where appropriate, on the execution of the sanction to the Secretariat or the Guarantor Authority, as appropriate. In order to carry out the procedure referred to in this article, the Secretariat or the corresponding Guarantee Authority must prepare the following: I. Complaint addressed to the comptroller's office, internal control body or equivalent, with a precise description of the acts or omissions that, in its opinion, affect the proper application of this document. Law and that could constitute a potential liability, and II. File containing all the evidence considered relevant to support the existence of possible liability, and which proves the causal link between the disputed facts and the evidence presented. The complaint and the file must be submitted to the Comptroller's Office, internal oversight body, or equivalent within fifteen days of the Secretariat or the corresponding Guarantor Authority becoming aware of the facts.",2303,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art137,137,T11-C21,T11,The guarantor authority must report non-compliance with the determinations it issues and that involve the alleged commission of a crime before the competent authority.,The guarantor authority must report non-compliance with the determinations it issues and that involve the alleged commission of a crime before the competent authority. Article Three and Article Four.- ………,2327,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
