id,control_id,level,text
IMP-10.b-L3,10.b,Level 3 (Certified),"Applications that are not developed using secure coding guidelines undergo automatic or manual input validation checks during testing, and annually thereafter. Input validation checks performed on applications include: dual input or other input checks, such as boundary checking or limiting fields to specific ranges of input data, to detect the following errors: out-of-range values, invalid characters in data fields, missing or incomplete data, exceeding upper and lower data volume limits, and unauthorized or inconsistent control data; periodic review of the content of key fields or data files to confirm their validity and integrity; procedures for responding to validation errors; procedures for testing the plausibility of the input data; verifying the identity of an individual opening or updating an account; defining the responsibilities of all personnel involved in the data input process; and creating a log of the activities involved in the data input process."
IMP-10.c-L1,10.c,Level 1 (Validated),The organization: develops and documents system and information integrity policy and procedures; disseminates the system and information integrity policy and procedures to appropriate areas within the organization; and reviews and updates defined system and information integrity requirements no less than annually.
IMP-10.c-L2,10.c,Level 2 (Validated),"Data integrity controls address: the use of add, modify, and delete functions to implement changes to data; the procedures to prevent programs running in the wrong order or running after failure of prior processing; the use of appropriate programs to recover from failures to ensure the correct processing of data; and protection against attacks using buffer overruns/overflows.
A checklist for validation checking is prepared. Validation activities are documented and results are kept secure. Validation checking includes: session or batch controls, to reconcile data file balances after transaction updates; balancing controls, to check opening balances against previous closing balances, namely: run-to-run controls, file update totals, and program-to-program controls; validation of system-generated input data; checks on the integrity, authenticity or any other security feature of data or software downloaded, or uploaded, between central and remote computers; hash totals of records and files; checks to ensure that application programs are run at the correct time; checks to ensure that programs are run in the correct order and terminate in case of a failure, and that further processing is halted until the problem is resolved; creating an automated log of the activities involved in the processing."
IMP-10.c-CMS,10.c,Level CMS,"The organization employs automated tools that provide notification to designated individuals (defined in the applicable security plan) upon discovering discrepancies during integrity verification.
The information system automatically implements security safeguards (defined in the applicable security plan) when integrity violations are discovered and automated tools provide notification upon the discovery of discrepancies during integrity verification."
IMP-10.c-HICP,10.c,Level HICP,The organization use an incident response orchestration tool to execute established incident response playbooks.
IMP-10.d-L1,10.d,Level 1 (Validated),The information system provides mechanisms to protect the authenticity of communications sessions.
IMP-10.d-L2,10.d,Level 2 (Validated),"Cryptographic controls are implemented to ensure message authentication and integrity for covered information applications using a secure HMAC algorithm (e.g., SHA-2 or greater)."
IMP-10.d-HICP,10.d,Level HICP,"Cryptographic controls are implemented to ensure message authentication and integrity of emails.
The organization implements a federated Single Sign On (SSO) solution for the authentication of all users."
IMP-10.e-L1,10.e,Level 1 (Validated),"When doing system development (e.g., applications, databases), output validation: is manually or automatically performed; includes plausibility checks to test whether the output data is reasonable; includes reconciliation control counts to ensure processing of all data; includes providing sufficient information for a reader (e.g., to ensure that the client/customer they are serving matches the information retrieved, or subsequent processing system to determine the accuracy, completeness, precision, and classification of the information); includes procedures for responding to output validation tests; includes defining the responsibilities of all personnel involved in the data output process; includes creating an automated log of activities in the data output validation process."
IMP-10.f-L1,10.f,Level 1 (Validated),"Encryption is used to protect covered and/or confidential information transported by mobile or removable media and across communication lines. Encryption procedures supporting the encryption policy address the required level of protection (e.g., the type and strength of the encryption algorithm required), and specifications for the effective implementation throughout the organization (e.g., which solution is used for which business processes)."
IMP-10.f-L2,10.f,Level 2 (Validated),"When implementing the organization’s cryptographic policy and procedures, the regulations and national restrictions that apply to the use of cryptographic techniques in different parts of the world and to the issues of trans-border flow of encrypted information are adhered to."
IMP-10.f-PCI,10.f,Level PCI,"The organization maintains and updates at least annually a documented description of the cryptographic architecture that includes: details of all algorithms, protocols, and keys used for the protection of sensitive data (i.e., cardholder data), including key strength and expiry date; description of the key usage for each key; inventory of any hardware security modules (HSMs) and other secure cryptographic devices (SCDs) used for key management; active monitoring of industry trends regarding continued viability of all cryptographic cipher suites and protocols in use; and a documented strategy to respond to anticipated changes in cryptographic vulnerabilities."
IMP-10.f-NYDOH,10.f,Level NYDOH,"If encryption is used as an access control mechanism, the organization utilizes a level of encryption that meets CMS approved (FIPS 140-2 compliant and a NIST validated module) encryption standards."
IMP-10.g-L1,10.g,Level 1 (Validated),"All cryptographic keys are protected against modification, loss, and destruction. Secret/private keys, including split-keys, are protected against unauthorized disclosure. Equipment used to generate, store, and archive keys is physically protected."
IMP-10.g-L2,10.g,Level 2 (Validated),"Encryption keys are not stored in the cloud (i.e., at the cloud provider in question). Encryption keys are maintained by the cloud consumer or trusted key management provider. Key management and key usage is separated.
The organization’s key management system is consistent with federal or industry- recognized guidelines and best practices relating to: verifying user identity prior to generating new certificates or keys; generating keys for different cryptographic systems and different applications; generating and obtaining public key certificates; distributing keys to intended users, including how keys are activated when received; storing keys in the fewest possible locations, including how authorized users obtain access to keys; changing or updating keys including rules on when keys are changed and how this will be done as deemed necessary and recommended by the associated application; and at least annually; revoking keys including how keys are withdrawn or deactivated (e.g., when keys have been compromised or suspected to have been compromised or when a user leaves an organization, in which case keys are also archived); recovering keys that are lost or corrupted as part of business continuity management (e.g., for recovery of encrypted information); archiving keys (e.g., for information archived or backed up); destroying keys; and logging and auditing of key management related activities. The organization securely manages secret and private keys, including the authenticity of public keys using public key certificates issued by a trusted Certification Authority (CA) that is a recognized organization with suitable controls and procedures in place to provide the required degree of trust."
IMP-10.g-CMS,10.g,Level CMS,"The organization produces, controls, and distributes symmetric cryptographic keys using NIST FIPS-compliant key management technology and processes."
IMP-10.g-PCI,10.g,Level PCI,"The organization stores secret and private keys used to encrypt/decrypt cardholder data in one (or more) of the following forms at all times: encrypted with a key-encrypting key that is at least as strong as the data-encrypting key, and that is stored separately from the data-encrypting key; within a secure cryptographic device (such as a hardware (host) security module (HSM) or PTS-approved point-of-interaction device); and as at least two full-length key components or key shares, in accordance with an industry- accepted method.
The organization ensures cryptographic key custodians formally acknowledge, in writing or electronically, that they understand and accept their key-custodian responsibilities as documented in key management policies and procedures."
IMP-10.g-NIS2,10.g,Level NIS2,"The organization’s key management system is consistent with federal or industry- recognized guidelines and enforces set activation and deactivation dates for keys, allowing the keys to be created, but only used during an authorized period of time."
IMP-10.h-L1,10.h,Level 1 (Validated),"Vendor supplied software used in operational systems is maintained at a level supported by the supplier and uses the latest version of Web browsers on operational systems to take advantage of the latest security functions. The organization maintains information systems according to a current baseline configuration and configures system security parameters to prevent misuse.
The organization is required to deploy application allow listing technology that allows systems to run software only if it is authorized to execute (allow listed) and prevents execution of all other software on the system in accordance with the allow list and rules authorizing the terms and conditions of software program usage."
IMP-10.h-L2,10.h,Level 2 (Validated),"The updating of operational software, applications, and program libraries is performed by authorized administrators. Operational systems only hold approved programs or executable code (i.e., no development code or compilers). Any decision to upgrade to a new release takes into account the business requirements for the change, the security impacts of the release (e.g., the introduction of new security functionality or the number and severity of security problems affecting this version), and privacy impacts of the release.
If systems or system components in production are no longer supported by the developer, vendor, or manufacturer, the organization shows evidence of a formal migration plan approved by management to replace the system or system components."
IMP-10.h-L3,10.h,Level 3 (Certified),"The organization identifies unauthorized software on the information system, employs an allow-all, deny-by-exception policy to prohibit the execution of known unauthorized software on the information system, and reviews and updates the list of unauthorized software periodically but no less than annually."
IMP-10.h-CIS,10.h,Level CIS,"The organization is required to uninstall or disable unnecessary browser and email client plugins and/or add-on applications that are not absolutely necessary for the functionality of the application. Each plugin utilizes an application/URL allow listing and only allows the use of the application for pre-approved domains.
The organization ensures that only currently supported software is designated as authorized in the software inventory for enterprise assets, documents an exception detailing mitigating controls and residual risk acceptance if software is unsupported, yet necessary for the fulfillment of the enterprise’s mission, employs a deny-all, permit-by- exception policy to allow the execution of authorized software programs on the information system, confirms that unauthorized software is either removed from use on enterprise assets or receives a documented exception, and reviews and updates the list of authorized software programs at least monthly, or more frequently."
IMP-10.h-CMS,10.h,Level CMS,"The organization identifies defined software programs authorized to execute on the information system, employs a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the information system, reviews and updates the list of authorized software programs no less often than every 72-hours, and receives automated updates from a trusted source.
The organization responds to unauthorized changes to information system and components by alerting responsible actors (e.g., person, organization), restoring to the approved configuration, and halting system processing as warranted."
IMP-10.h-NYDOH,10.h,Level NYDOH,"The information system prohibits user installation of software without explicit privileged status.
The organization provides justification and documents approval for the continued use of unsupported system components required to satisfy mission/business needs."
IMP-10.i-L1,10.i,Level 1 (Validated),"The use of operational databases containing covered and/or confidential information for non-production (e.g., testing) purposes is avoided; however, if covered and/or confidential information is used for testing purposes, all sensitive details and content is removed or modified beyond recognition (i.e., de-identified) before use."
IMP-10.i-L2,10.i,Level 2 (Validated),"The organization protects operational data when used for testing purposes by applying the same access control procedures to test application systems as apply to operational application systems, requiring formal management authorization for instances where operational information is copied to a non-production application system, and erasing operational information and test accounts from a test application system immediately after the testing is complete.
The organization protects operational data when used for testing purposes by applying the same security controls to non-production (test) environments as production environments, documenting all instances where covered information is used in non- production environments, and logging the copying, use, and erasure of operational information to provide an audit trail."
IMP-10.i-PCI,10.i,Level PCI,"The organization ensures live PANs are not used in pre-production environments, except where those environments are included in the CDE and protected in accordance with all applicable PCI DSS requirements."
IMP-10.i-NYDOH,10.i,Level NYDOH,"If production data is used for testing: it is only when a business case is documented and approved, in writing, by the information owner; all security measures, including but not limited to access controls, system configurations, and logging requirements for the production data are applied to the test environment; and the data is deleted as soon as the testing is completed; or sensitive data is masked or overwritten with fictional information."
IMP-10.j-L1,10.j,Level 1 (Validated),"Access to program source code and associated items (such as designs, specifications, verification plans and validation plans) are strictly controlled, in order to prevent the introduction of unauthorized functionality and to avoid unintentional changes."
IMP-10.j-L2,10.j,Level 2 (Validated),"Program source code is stored in a central location, specifically in program source libraries. The following requirements are implemented to control access to such program source libraries in order to reduce the potential for corruption of computer programs: program source libraries are not held in operational systems; the program source code and the program source libraries are managed according to established procedures; access to program source libraries is strictly limited to that which is needed to perform a job function; the updating of program source libraries and associated items, and the issuing of program sources to programmers is only performed after appropriate authorization has been received; program listings are held in a secure environment; an audit log is maintained of all accesses to program source libraries; and maintenance and copying of program source libraries is subject to strict change control procedures."
IMP-10.k-L1,10.k,Level 1 (Validated),"The organization formally addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance for configuration management."
IMP-10.k-L2,10.k,Level 2 (Validated),"Independent acceptance testing proportional to the importance and nature of the system is performed (both for in-house and for outsourced developments) to ensure the system works as expected and only as expected.
Managers responsible for application systems are responsible for the security of the project or support environment and ensuring that all proposed system changes are reviewed to check that they do not compromise the security of either the system or the operating environment. Further, project and support environments are strictly controlled."
IMP-10.k-L3,10.k,Level 3 (Certified),"The organization ensures changes do not compromise existing security requirements/controls, that support programmers are given access only to those parts of the system necessary for their work, and that formal agreement and approval for any change is obtained. Change control includes: ensuring changes are submitted by authorized users; maintaining a record of agreed authorization levels; reviewing controls and integrity procedures to ensure that they will not be compromised by the changes; identifying all software, information, database entities, and hardware that require amendment; obtaining formal approval for detailed proposals requesting changes before work commences; documenting unit, system, and user acceptance testing procedures in an environment segregated from development and production; ensuring all system components are tested and approved (operating system, utility, applications) prior to promotion to production; documenting rollback procedures for failed changes; ensuring authorized users accept changes prior to implementation based on the results on the completion of each change of testing the changes; ensuring that the system documentation set is updated and that old documentation is archived or disposed of; maintaining a version control for all software updates; maintaining an audit trail of all change requests and approvals; testing for mobile device, operating system, and application compatibility issues via a documented application validation process; and ensuring that operating documentation and user procedures are changed as necessary to remain appropriate. If a change that is not listed on the organizations approved baseline is discovered, an alert is generated and reviewed by the organization.
The organization develops, documents, and maintains under configuration control, a current baseline configuration of the information system. The organization reviews and updates the baseline configuration of the information system: at least once every six months; when required due to critical security patches, upgrades, emergency changes (e.g., unscheduled changes, system crashes, replacement of critical hardware components), and major system changes/upgrades; and as an integral part of information system component installations and upgrades. Supporting baseline configuration documentation reflects ongoing implementation of operational configuration baseline updates, either directly or by policy."
IMP-10.k-CMS,10.k,Level CMS,"HHS-specific minimum security configurations are used for the following Operating System (OS) and Applications: HHS approved Windows Standards; Blackberry Server; Websense. The organization uses the following CMS hierarchy for implementing security configuration guidelines when an HHS-specific minimum security configuration does not exist, and to resolve configuration conflicts among multiple security guidelines: USGCB; NIST NCP; Tier IV, then Tier III, Tier II, and Tier I, in descending order; Defense Information Systems Agency (DISA) Security Technical Implementation Guides (STIG); National Security Agency (NSA) STIGs; if formal government-authored checklists do not exist, then organizations are encouraged to use vendor or industry group, i.e., the Center for Internet Security (CIS), checklists. In situations where no guidance exists, coordinate with CMS for guidance. CMS collaborates within CMS and the HHS Cybersecurity Program, and other organizations through the HHS Continuous Monitoring and Risk Scoring (CMRS) working group to: (a) establish baseline configurations and communicate industry and vendor best practices; and (b) ensure deployed configurations are supported for security updates. All deviations from existing USGCB, NCP, DISA and/or NSA configurations must be documented.
The organization employs automated mechanisms to enforce access restrictions and support auditing of the enforcement actions."
IMP-10.k-HIX,10.k,Level HIX,"The organization analyzes changes to an information system in a separate test environment before implementation in an operational environment, looking for security impacts due to flaws, weaknesses, incompatibility, or intentional malice. Processing or storing of personally identifiable information (PII) in test environments is prohibited."
IMP-10.k-PCI,10.k,Level PCI,"Upon completion of a significant change, all relevant PCI DSS requirements are implemented on all new or changed systems and networks, and documentation is updated as applicable.
The organization builds secure images for workstations, servers and other system types from their secure configuration baselines and uses these images to build all new systems it deploys. Any existing systems that must be rebuilt (e.g., due to compromise) are rebuilt from the organizations secure images. Master images, including regular updates and exceptions, are formally managed by the organization’s change management processes to ensure that only authorized changes are possible."
IMP-10.k-NYDOH,10.k,Level NYDOH,"The organization requires the developer of the information system, system component, or information system service to: perform configuration management during system, component, or service development, implementation, and operation; document, manage, and control the integrity of changes to configuration items under configuration management; implement only organization-approved changes to the system, component, or service; document approved changes to the system, component, or service and the potential security impacts of such changes; and track security flaws and flaw resolution within the system, component, or service, and report findings to defined personnel or roles (defined in the applicable system security plan)."
IMP-10.l-L1,10.l,Level 1 (Validated),"Where software development is outsourced, formal contracts are in place to address: licensing arrangements; code ownership; intellectual property rights; certification of the quality and accuracy of the work; rights of access for the audit of the quality and accuracy of work; escrow arrangements; quality and security functionality requirements for the developed code; and security testing and evaluation prior to installation."
IMP-10.l-L2,10.l,Level 2 (Validated),"The development of all outsourced software is supervised and monitored by the organization. Where software development is outsourced, the development process is monitored by the organization and includes monitoring of security requirements, independent security review of the outsourced environment by a certified individual, certified security training for outsourced software developers, and code reviews."
IMP-10.l-CMS,10.l,Level CMS,"The organization protects against supply chain threats by employing leading practices and methodologies such as, wherever possible, selecting components that have been previously reviewed by other government entities, e.g., National Information Assurance Partnership (NIAP), as part of a comprehensive, defense-in-breadth information security strategy)."
IMP-10.m-L1,10.m,Level 1 (Validated),"Once a potential technical vulnerability has been identified, the organization identifies the associated risks and the actions to be taken. Further, the organization performs the necessary actions to correct identified technical vulnerabilities in a timely manner.
Only necessary and secure services, protocols, daemons, etc., required for the function of the system are enabled. Security features are implemented for any required services, protocols or daemons that are considered to be insecure (e.g., use secured technologies such as SSH, S-FTP, TLS v1.2 or later, or IPsec VPN to protect insecure services such as NetBIOS, file-sharing, Telnet, FTP, etc.)."
IMP-10.m-L2,10.m,Level 2 (Validated),"The configuration standard for all system components (workstations, databases, servers, applications, routers, switches, wireless access points) are hardened to address, to the extent practical, all known security vulnerabilities. In particular, laptops, workstations, and servers are configured so they will not auto-run content from removable media (e.g., USB tokens–thumb drives, USB hard drives, CDs/DVDs, FireWire devices, external serial advanced technology attachment devices, and mounted network shares). The organization’s configuration standards are consistent with industry-accepted system hardening standards (e.g., CIS, ISO, NIST, SANS).
The organization defines and establishes the roles and responsibilities associated with technical vulnerability management, including vulnerability monitoring, vulnerability risk assessment, patching, asset tracking, and any coordination responsibilities required. The organization also establishes a process to identify and assign a risk ranking to newly discovered security vulnerabilities which considers the CVSS score, classification of the vendor supplied patch, and/or the classification and criticality of the affected system."
IMP-10.m-L3,10.m,Level 3 (Certified),"The organization conducts an enterprise security posture review as needed, but no less than once within every 365 days, in accordance with organizational information security procedures.
The organization’s vulnerability scanning tools are regularly updated with all relevant information system vulnerabilities or it updates its list of vulnerabilities based on a subscription to one or more vulnerability intelligence services to stay aware of emerging exposures."
IMP-10.m-CIS,10.m,Level CIS,"The organization installs the latest stable version of any security-related updates on all network devices.
Vulnerability scanning must be performed in authenticated mode either with local agents running on each endpoint to analyze the security configuration or with remote scanners that are given administrative rights on the system being tested. A dedicated account, which is tied to specific machines at specific IP addresses and not used for any other administrative activities, is used to for authenticated vulnerability scans. Only authorized employees have access to vulnerability management tools and/or the management interface. Roles are applied to each user of vulnerability management tools and/or the management interface."
IMP-10.m-CMS,10.m,Level CMS,"The organization corrects identified information system flaws on production equipment within 10 business days and all others within 30 calendar days.
A risk-based decision is documented through the configuration management process in the form of written authorization from the CMS CIO or his/her designated representative (e.g., the system data owner or CMS CISO) if a security patch is not applied to a security-based system or network."
IMP-10.m-HIX,10.m,Level HIX,"The organization mitigates legitimate high-risk vulnerabilities within 30 days and moderate risk vulnerabilities within 90 days.
The organization requires the developer of the information system, system component, or information system service to employ static code analysis tools to identify common flaws, document the results of the analysis as part of its authorization package, and update the report in any reauthorization action."
IMP-10.m-PCI,10.m,Level PCI,"The organization performs quarterly internal vulnerability scans and rescans, which may be automated, manual, or a combination thereof, as needed, until all “high-risk” vulnerabilities are resolved in accordance with the organizations vulnerability rankings. Scans are performed by qualified and independent personnel. The organization performs quarterly external vulnerability scans, external vulnerability scans via an Approved Scanning Vendor (ASV) approved by the Payment Card Industry Security Standards Council (PCI SSC), rescans as needed, until passing scans are achieved, internal scans, and external scans. The organization rescans as needed, after any significant change. Scans are performed by qualified and independent personnel.
The organization implements a methodology for penetration testing that: is based on industry-accepted penetration testing approaches (e.g., NIST SP 800-115); includes coverage for the entire card data environment (CDE) perimeter and critical systems; includes testing from both inside and outside the network; includes testing to validate any segmentation and scope-reduction controls; defines application-layer penetration tests to include, at a minimum, the vulnerabilities identified in PCI DSS v4; defines network-layer penetration tests to include components that support network functions as well as operating systems; includes review and consideration of threats and vulnerabilities experienced in the last 12 months; and specifies retention of penetration testing results and remediation activities results for at least 12 months."
IMP-10.m-NYDOH,10.m,Level NYDOH,"The organization identifies vulnerabilities exploited during a security incident and implements security safeguards to reduce risk and vulnerability exploit exposure, including isolating or disconnecting systems.
All systems must be scanned for vulnerabilities before being installed in production and periodically thereafter."
IMP-10.m-HICP,10.m,Level HICP,"The organization monitors command and control (C2) traffic for indicators of an attack.
The organization uses specialized vulnerability scanners to interrogate running web applications to check for vulnerabilities in the application design. Vulnerabilities identified during the scan are tracked to resolution."
IMP-10.m-NIS2,10.m,Level NIS2,The organization ensures vulnerabilities are disclosed in accordance with the applicable national coordinated vulnerability disclosure policy.
IMP-11.a-L1,11.a,Level 1 (Validated),"A point of contact is established for the reporting of information security events. It is ensured that this point of contact is known throughout the organization, is always available and is able to provide adequate and timely response. The organization also maintains a list of third-party contact information (e.g., the email addresses of their information security officers), which can be used to report a security incident."
IMP-11.a-L2,11.a,Level 2 (Validated),"Formal information security event reporting procedures to support the corporate direction (policy) are established, set out the action to be taken on receipt of a report of an information security event, set out the treating of breach as discovered, set out the timeliness of reporting and response, set out the time required for system administrators and other personnel to report anomalous events to the incident handling team, set out the mechanisms for such reporting, and set out the kind of information that is included in the incident notification. Formal information security event reporting also includes notifying internal stakeholders (in accordance with all legal or regulatory requirements for involving them in computer incidents), notifying external stakeholders (in accordance with all legal or regulatory requirements for involving them in computer incidents), notifying the appropriate Community Emergency Response Team, and notifying law enforcement agencies (in accordance with all legal or regulatory requirements for involving them in computer incidents). Given the importance of Information Security Incident Handling, a policy is established to set the direction of management. Employees and other workforce members, including third-parties, are able to freely report security weaknesses (real and perceived) without fear of repercussion.
The organization has implemented an insider threat program that includes a cross- discipline insider threat incident handling team."
IMP-11.a-L3,11.a,Level 3 (Certified),"A duress alarm is provided whereby a person under duress can indicate such problems. The procedures for responding to duress alarms reflect the high-risk situation such alarms are indicating.
An information security assessment is made either on all incidents or on a sample, to further validate the effectiveness or otherwise of established controls and of the risk assessment that lead to them."
IMP-11.a-CMS,11.a,Level CMS,The organization requires personnel to report suspected security incidents to the organizational incident response capability within the timeframe established in the current CMS Incident Handling and Breach Notification Standard.
IMP-11.a-GDPR,11.a,Level GDPR,"In the case of a personal data breach, the controller notifies the appropriate supervisory authority without undue delay and, where feasible, not later than 72 hours after having become aware of it, unless the personal data breach is unlikely to result in a risk to the rights and liberties (freedoms) of natural persons. Such notification is provided all at once or, if in phases, without further undue delay, at least describe the nature of the personal data breach including where possible, the categories and approximate number of data subjects concerned, and the categories and approximate number of personal data records concerned, at least communicate the name and contact details of the data protection officer or other contact point where more information can be obtained, at least describe the likely consequences of the personal data breach, and at least describe the measures taken or proposed to be taken by the controller to address the personal data breach, including, where appropriate, measures to mitigate its possible adverse effects. Where the notification to the supervisory authority is not made within 72 hours, it is accompanied by reasons for the delay.
The organization, acting as a data processor, notifies the data controller without undue delay after becoming aware of a personal data breach."
IMP-11.a-HIX,11.a,Level HIX,The organization follows CMS Incident Reporting requirements for reporting incidents to oversight organizations.
IMP-11.a-PCI,11.a,Level PCI,"The organization designates specific personnel to be available on a 24 hours, seven days a week (24/7) basis to respond to alerts."
IMP-11.a-HIPAA,11.a,Level HIPAA,"In the event of a breach that must be reported to affected individuals, the organization notifies affected individuals through written notification by first-class mail, electronic mail (per a previously established and valid agreement), via next of kin if the organization knows the individual(s) is/are deceased, or a substitute form of notice reasonably calculated to reach the individual(s) as required by law. In any case deemed by the organization to require urgency because of possible imminent misuse of unsecured PHI, the covered entity provides information to individuals by telephone or other means, as appropriate, in addition to the initial notice.
The organization’s notifications to individuals affected by security events are written in plain language."
IMP-11.a-CCPA,11.a,Level CCPA,Businesses notify consumers if there is unauthorized access to the consumer’s non- encrypted or non-redacted personal information due to the business’s lack of sufficient security controls.
IMP-11.a-NYDOH,11.a,Level NYDOH,"The organization develops an incident response plan that: provides the organization with a roadmap for implementing its incident response capability; describes the structure and organization of the incident response capability; provides a high-level approach for how the incident response capability fits into the overall organization; meets the unique requirements of the organization, which relate to mission, size, structure, and functions; defines reportable incidents; provides metrics for measuring the incident response capability within the organization; defines the resources and management support needed to effectively maintain and mature an incident response capability; and is reviewed and approved by the applicable Incident Response Team Leader. The organization distributes copies of the incident response plan to CMS Chief Information Security Officer, CMS Chief Information Officer, Information System Security Officer, CMS Office of the Inspector General/Computer Crimes Unit, all personnel within the organization Incident Response Team, all personnel within the PII Breach Response Team, all personnel within the organization Operations Centers. The organization: reviews the incident response plan within every 365 days; updates the incident response plan to address system/organizational changes or problems encountered during plan implementation, execution, or testing; communicates incident response plan changes to the designated organizational elements; protects the incident response plan from unauthorized disclosure and modification.
The organization reports findings to defined personnel or roles (defined in the applicable system security plan)."
IMP-11.a-PHIPA,11.a,Level PHIPA,"The organization provides notice to the individual and designated government authorities when personal health information about an individual that is in the organization's custody or control is stolen, lost, or if it is used or disclosed without authority.
The organization, acting as a prescribed organization, notifies the Commissioner, in writing, immediately after becoming aware that PHI that is accessible by means of the electronic health record, has been made available, released, viewed, handled or otherwise dealt with by the organization or a third party retained by the organization, in a manner that is not in accordance with PHIPA."
IMP-11.b-L1,11.b,Level 1 (Validated),"The organization has an easy-to-use, available, and widely accessible mechanism for all employees, contractors, and third-party users to report incident and event information, including violations of workforce rules of behavior and acceptable use agreement, to their management and/or directly to their service provider as quickly as possible in order to prevent information security incidents."
IMP-11.c-L1,11.c,Level 1 (Validated),"The organization tests and/or exercises its incident response capability regularly.
The organization implements an incident handling capability for security incidents that includes detection and analysis, containment, eradication, and recovery (including public relations and reputation management). Components of the incident handling capability include: a policy (setting corporate direction); procedures defining roles and responsibilities; incident handling procedures (business and technical); communication; reporting and retention; and references the organization’s vulnerability management program elements (e.g., IPS, IDS, forensics, vulnerability assessments, validation)."
IMP-11.c-L2,11.c,Level 2 (Validated),"The organization implements a formal incident response program, which includes the definition of specific phases for incident response and accounts for and prepares the organization for a variety of incidents (e.g., system failure or loss of service, malicious code, denial of service, errors, unauthorized disclosures of covered and/or confidential information, system misuse, unauthorized WAPs, and identity theft). In addition to normal contingency plans, the program also covers: analysis and identification of the cause of the incident; containment; increased monitoring of system use; and planning and implementation of corrective action to prevent recurrence.
The organization assigns a single point of contact for the organization responsible for sharing information and coordinating responses, and has the authority to direct actions required in all phases of the incident response process."
IMP-11.c-L3,11.c,Level 3 (Certified),"The organization provides an incident response support resource who is an integral part of the organization’s incident response capability and offers advice and assistance to users of information systems for the handling and reporting of security incidents. Weaknesses and vulnerabilities in the information system are reported to appropriate organizational officials in a timely manner to prevent security incidents.
The organization: promptly reports incident information to appropriate authorities; and communicates with outside parties regarding the incident. This includes reporting incidents to organizations such as the National Cybersecurity and Communications Integration Center (NCCIC)/United States Computer Emergency Readiness Team (US- CERT), contacting law enforcement, and fielding inquiries from the media. The types of incident information reported, the content and timeliness of the reports, and the list of designated reporting is consistent with applicable laws, Executive Orders, directives, policies, regulations, standards, and guidance."
IMP-11.c-CIS,11.c,Level CIS,"The organization plans and conducts routine incident response exercises and scenarios for the workforce involved in the incident response to maintain awareness and comfort in responding to real world threats, and exercises test communication channels, decision making, and incident responders technical capabilities using tools and data available to them."
IMP-11.c-CMS,11.c,Level CMS,"The organization employs automated mechanisms to assist in the tracking of security incidents.
The organization distributes copies of the incident response plan to the CMS Chief Information Security Officer, CMS Chief Information Officer, Information System Security Officer, CMS Office of the Inspector General/Computer Crimes Unit, all personnel within the organization Incident Response Team, all personnel within the PII Breach Response Team, and all personnel within the organization Operations Centers. The organization communicates incident response plan changes through the distribution of information to the organizational elements listed above."
IMP-11.c-PCI,11.c,Level PCI,"The organization ensures incident response procedures are in place, to be initiated upon the detection of stored PAN anywhere it is not expected. Incident response procedures include determining what to do if PAN is discovered outside the CDE, including its retrieval, secure deletion, and/or migration into the currently defined CDE, as applicable, identifying whether sensitive authentication data is stored with PAN, determining where the account data came from and how it ended up where it was not expected, and remediating data leaks or process gaps that resulted in the account data being where it was not expected."
IMP-11.c-HIPAA,11.c,Level HIPAA,"For the purposes of determining when external parties must be notified, the organization treats security events as discovered on the first day in which the security event is or would have been known by the organization through exercising reasonable due diligence."
IMP-11.c-NYDOH,11.c,Level NYDOH,"The organization employs automated mechanisms to assist in the reporting of security incidents.
The organization tracks and documents all physical incidents, information security incidents, and privacy incidents."
IMP-11.c-HICP,11.c,Level HICP,The organization has documented in its incident management program the steps to be followed in the event of malware downloaded on a computer and upon receipt of a phishing attack.
IMP-11.d-L1,11.d,Level 1 (Validated),"The information gained from the evaluation of information security incidents is used to identify recurring or high-impact incidents, and update the incident response and recovery strategy.
The organization incorporates lessons learned from ongoing incident handling activities and industry developments into incident response procedures, and training and testing exercises. The organization implements the resulting changes to incident response procedures, training exercises, and testing exercises accordingly."
