scf_control_id,scf_control_name,scf_domain,external_control_id,external_framework,external_framework_version,external_framework_full_name,relationship_type,strength,justification,date_established,notes
CPL-01.2,Compliance Scope,Compliance,A3.2.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-01.2,Compliance Scope,Compliance,A3.2.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-02,Cybersecurity & Data Protection Controls Oversight ,Compliance,12.11,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-02,Cybersecurity & Data Protection Controls Oversight ,Compliance,12.11.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-02,Cybersecurity & Data Protection Controls Oversight ,Compliance,10.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-02,Cybersecurity & Data Protection Controls Oversight ,Compliance,10.7.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-02,Cybersecurity & Data Protection Controls Oversight ,Compliance,10.7.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-02,Cybersecurity & Data Protection Controls Oversight ,Compliance,10.7.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-03,Cybersecurity & Data Protection Assessments ,Compliance,10.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-03,Cybersecurity & Data Protection Assessments ,Compliance,10.7.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-03,Cybersecurity & Data Protection Assessments ,Compliance,10.7.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-03,Cybersecurity & Data Protection Assessments ,Compliance,10.7.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-03,Cybersecurity & Data Protection Assessments ,Compliance,11.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-03,Cybersecurity & Data Protection Assessments ,Compliance,12.4.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-03.2,Functional Review Of Cybersecurity & Data Protection Controls ,Compliance,1.2.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-03.2,Functional Review Of Cybersecurity & Data Protection Controls ,Compliance,10.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-03.2,Functional Review Of Cybersecurity & Data Protection Controls ,Compliance,10.7.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-03.2,Functional Review Of Cybersecurity & Data Protection Controls ,Compliance,10.7.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-03.2,Functional Review Of Cybersecurity & Data Protection Controls ,Compliance,10.7.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-03.2,Functional Review Of Cybersecurity & Data Protection Controls ,Compliance,11.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CPL-03.2,Functional Review Of Cybersecurity & Data Protection Controls ,Compliance,12.4.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-01,Use of Cryptographic Controls ,Cryptographic Protections ,2.2.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-01,Use of Cryptographic Controls ,Cryptographic Protections ,4.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-01,Use of Cryptographic Controls ,Cryptographic Protections ,2.2.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-01,Use of Cryptographic Controls ,Cryptographic Protections ,3.3.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-01,Use of Cryptographic Controls ,Cryptographic Protections ,8.3.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-01,Use of Cryptographic Controls ,Cryptographic Protections ,12.3.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-01.5,Cryptographic Cipher Suites and Protocols Inventory,Cryptographic Protections ,12.3.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-02,Cryptographic Module Authentication,Cryptographic Protections ,8.2.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-02,Cryptographic Module Authentication,Cryptographic Protections ,2.2.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-02,Cryptographic Module Authentication,Cryptographic Protections ,3.6.1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-02,Cryptographic Module Authentication,Cryptographic Protections ,3.6.1.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-03,Transmission Confidentiality ,Cryptographic Protections ,4.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-03,Transmission Confidentiality ,Cryptographic Protections ,4.2.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-03,Transmission Confidentiality ,Cryptographic Protections ,4.2.1.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-03,Transmission Confidentiality ,Cryptographic Protections ,8.3.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-03,Transmission Confidentiality ,Cryptographic Protections ,A2.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-03,Transmission Confidentiality ,Cryptographic Protections ,A2.1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-03,Transmission Confidentiality ,Cryptographic Protections ,A2.1.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-04,Transmission Integrity ,Cryptographic Protections ,3.4,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-04,Transmission Integrity ,Cryptographic Protections ,3.4.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-04,Transmission Integrity ,Cryptographic Protections ,4.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-04,Transmission Integrity ,Cryptographic Protections ,9.8.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-04,Transmission Integrity ,Cryptographic Protections ,3.7.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-05,Encrypting Data At Rest ,Cryptographic Protections ,3.4,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-05,Encrypting Data At Rest ,Cryptographic Protections ,3.4.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-05,Encrypting Data At Rest ,Cryptographic Protections ,3.3.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-05,Encrypting Data At Rest ,Cryptographic Protections ,3.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-05,Encrypting Data At Rest ,Cryptographic Protections ,3.5.1.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-05,Encrypting Data At Rest ,Cryptographic Protections ,3.5.1.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-05,Encrypting Data At Rest ,Cryptographic Protections ,8.3.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-05,Encrypting Data At Rest ,Cryptographic Protections ,9.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-05.1,Storage Media,Cryptographic Protections ,9.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-06,Non-Console Administrative Access,Cryptographic Protections ,2.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-06,Non-Console Administrative Access,Cryptographic Protections ,2.2.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-07,Wireless Access Authentication & Encryption ,Cryptographic Protections ,4.1.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-07,Wireless Access Authentication & Encryption ,Cryptographic Protections ,2.3.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-07,Wireless Access Authentication & Encryption ,Cryptographic Protections ,2.3.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-07,Wireless Access Authentication & Encryption ,Cryptographic Protections ,4.2.1.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-08.1,Availability,Cryptographic Protections ,3.6.4,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-08.1,Availability,Cryptographic Protections ,3.6.5,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-08.1,Availability,Cryptographic Protections ,3.6.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.5,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.5.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.5.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.5.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.5.4,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6.4,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6.5,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6.6,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6.7,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6.8,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.5.1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6.1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6.1.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6.1.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.6.1.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.7.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.7.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.7.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.7.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.7.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.7.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.7.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.7.6,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,3.7.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09,Cryptographic Key Management ,Cryptographic Protections ,4.2.1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09.3,Cryptographic Key Loss or Change,Cryptographic Protections ,3.6.4,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09.3,Cryptographic Key Loss or Change,Cryptographic Protections ,3.6.5,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09.3,Cryptographic Key Loss or Change,Cryptographic Protections ,2.3.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09.3,Cryptographic Key Loss or Change,Cryptographic Protections ,3.6.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09.3,Cryptographic Key Loss or Change,Cryptographic Protections ,3.7.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09.4,Control & Distribution of Cryptographic Keys,Cryptographic Protections ,3.6.6,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09.4,Control & Distribution of Cryptographic Keys,Cryptographic Protections ,3.6.7,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09.4,Control & Distribution of Cryptographic Keys,Cryptographic Protections ,3.6.8,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09.4,Control & Distribution of Cryptographic Keys,Cryptographic Protections ,3.6.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CRY-09.6,Third-Party Cryptographic Keys,Cryptographic Protections ,3.7.9,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-01,Data Protection ,Data Classification & Handling ,9.7,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-01,Data Protection ,Data Classification & Handling ,9.7.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-01,Data Protection ,Data Classification & Handling ,9.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-01,Data Protection ,Data Classification & Handling ,9.4.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-01.1,Data Stewardship ,Data Classification & Handling ,9.4.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-01.2,Sensitive / Regulated Data Protection,Data Classification & Handling ,3.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-01.2,Sensitive / Regulated Data Protection,Data Classification & Handling ,3.5.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-02,Data & Asset Classification ,Data Classification & Handling ,9.6.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-02,Data & Asset Classification ,Data Classification & Handling ,9.4.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-03.1,Disclosure of Information,Data Classification & Handling ,7.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-03.2,Masking Displayed Data ,Data Classification & Handling ,3.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-03.2,Masking Displayed Data ,Data Classification & Handling ,3.4.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-06,Media Storage,Data Classification & Handling ,9.5,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
DCH-06,Media Storage,Data Classification & Handling ,9.5.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
