control_id,control_name,source_framework,source_framework_version,source_framework_full_name,control_text,control_type
9.1.3,PCI DSS Control 9.1.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.1.3 from Payment Card Industry Data Security Standard v3.2,External
9.10,PCI DSS Control 9.10,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.10 from Payment Card Industry Data Security Standard v3.2,External
9.2,PCI DSS Control 9.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.2 from Payment Card Industry Data Security Standard v3.2,External
9.3,PCI DSS Control 9.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.3 from Payment Card Industry Data Security Standard v3.2,External
9.4,PCI DSS Control 9.4,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.4 from Payment Card Industry Data Security Standard v3.2,External
9.4.1,PCI DSS Control 9.4.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.4.1 from Payment Card Industry Data Security Standard v3.2,External
9.4.2,PCI DSS Control 9.4.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.4.2 from Payment Card Industry Data Security Standard v3.2,External
9.4.3,PCI DSS Control 9.4.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.4.3 from Payment Card Industry Data Security Standard v3.2,External
9.4.4,PCI DSS Control 9.4.4,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.4.4 from Payment Card Industry Data Security Standard v3.2,External
9.5,PCI DSS Control 9.5,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.5 from Payment Card Industry Data Security Standard v3.2,External
9.5.1,PCI DSS Control 9.5.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.5.1 from Payment Card Industry Data Security Standard v3.2,External
9.6,PCI DSS Control 9.6,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.6 from Payment Card Industry Data Security Standard v3.2,External
9.6.1,PCI DSS Control 9.6.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.6.1 from Payment Card Industry Data Security Standard v3.2,External
9.6.2,PCI DSS Control 9.6.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.6.2 from Payment Card Industry Data Security Standard v3.2,External
9.6.3,PCI DSS Control 9.6.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.6.3 from Payment Card Industry Data Security Standard v3.2,External
9.7,PCI DSS Control 9.7,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.7 from Payment Card Industry Data Security Standard v3.2,External
9.7.1,PCI DSS Control 9.7.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.7.1 from Payment Card Industry Data Security Standard v3.2,External
9.8,PCI DSS Control 9.8,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.8 from Payment Card Industry Data Security Standard v3.2,External
9.8.1,PCI DSS Control 9.8.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.8.1 from Payment Card Industry Data Security Standard v3.2,External
9.8.2,PCI DSS Control 9.8.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.8.2 from Payment Card Industry Data Security Standard v3.2,External
9.9,PCI DSS Control 9.9,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.9 from Payment Card Industry Data Security Standard v3.2,External
9.9.1,PCI DSS Control 9.9.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.9.1 from Payment Card Industry Data Security Standard v3.2,External
9.9.2,PCI DSS Control 9.9.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.9.2 from Payment Card Industry Data Security Standard v3.2,External
9.9.3,PCI DSS Control 9.9.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 9.9.3 from Payment Card Industry Data Security Standard v3.2,External
1.1,PCI DSS Control 1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.1 from Payment Card Industry Data Security Standard v4.0.1,External
1.1.1,PCI DSS Control 1.1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.1.1 from Payment Card Industry Data Security Standard v4.0.1,External
1.1.2,PCI DSS Control 1.1.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.1.2 from Payment Card Industry Data Security Standard v4.0.1,External
1.2,PCI DSS Control 1.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.2 from Payment Card Industry Data Security Standard v4.0.1,External
1.2.1,PCI DSS Control 1.2.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.2.1 from Payment Card Industry Data Security Standard v4.0.1,External
1.2.2,PCI DSS Control 1.2.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.2.2 from Payment Card Industry Data Security Standard v4.0.1,External
1.2.3,PCI DSS Control 1.2.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.2.3 from Payment Card Industry Data Security Standard v4.0.1,External
1.2.4,PCI DSS Control 1.2.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.2.4 from Payment Card Industry Data Security Standard v4.0.1,External
1.2.5,PCI DSS Control 1.2.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.2.5 from Payment Card Industry Data Security Standard v4.0.1,External
1.2.6,PCI DSS Control 1.2.6,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.2.6 from Payment Card Industry Data Security Standard v4.0.1,External
1.2.7,PCI DSS Control 1.2.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.2.7 from Payment Card Industry Data Security Standard v4.0.1,External
1.2.8,PCI DSS Control 1.2.8,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.2.8 from Payment Card Industry Data Security Standard v4.0.1,External
1.3,PCI DSS Control 1.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.3 from Payment Card Industry Data Security Standard v4.0.1,External
1.3.1,PCI DSS Control 1.3.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.3.1 from Payment Card Industry Data Security Standard v4.0.1,External
1.3.2,PCI DSS Control 1.3.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.3.2 from Payment Card Industry Data Security Standard v4.0.1,External
1.3.3,PCI DSS Control 1.3.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.3.3 from Payment Card Industry Data Security Standard v4.0.1,External
1.4,PCI DSS Control 1.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.4 from Payment Card Industry Data Security Standard v4.0.1,External
1.4.1,PCI DSS Control 1.4.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.4.1 from Payment Card Industry Data Security Standard v4.0.1,External
1.4.2,PCI DSS Control 1.4.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.4.2 from Payment Card Industry Data Security Standard v4.0.1,External
1.4.3,PCI DSS Control 1.4.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.4.3 from Payment Card Industry Data Security Standard v4.0.1,External
1.4.4,PCI DSS Control 1.4.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.4.4 from Payment Card Industry Data Security Standard v4.0.1,External
1.4.5,PCI DSS Control 1.4.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.4.5 from Payment Card Industry Data Security Standard v4.0.1,External
1.5,PCI DSS Control 1.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.5 from Payment Card Industry Data Security Standard v4.0.1,External
1.5.1,PCI DSS Control 1.5.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 1.5.1 from Payment Card Industry Data Security Standard v4.0.1,External
10.1,PCI DSS Control 10.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.1 from Payment Card Industry Data Security Standard v4.0.1,External
10.1.1,PCI DSS Control 10.1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.1.1 from Payment Card Industry Data Security Standard v4.0.1,External
10.1.2,PCI DSS Control 10.1.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.1.2 from Payment Card Industry Data Security Standard v4.0.1,External
10.2,PCI DSS Control 10.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.2 from Payment Card Industry Data Security Standard v4.0.1,External
10.2.1,PCI DSS Control 10.2.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.2.1 from Payment Card Industry Data Security Standard v4.0.1,External
10.2.1.1,PCI DSS Control 10.2.1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.2.1.1 from Payment Card Industry Data Security Standard v4.0.1,External
10.2.1.2,PCI DSS Control 10.2.1.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.2.1.2 from Payment Card Industry Data Security Standard v4.0.1,External
10.2.1.3,PCI DSS Control 10.2.1.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.2.1.3 from Payment Card Industry Data Security Standard v4.0.1,External
10.2.1.4,PCI DSS Control 10.2.1.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.2.1.4 from Payment Card Industry Data Security Standard v4.0.1,External
10.2.1.5,PCI DSS Control 10.2.1.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.2.1.5 from Payment Card Industry Data Security Standard v4.0.1,External
10.2.1.6,PCI DSS Control 10.2.1.6,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.2.1.6 from Payment Card Industry Data Security Standard v4.0.1,External
10.2.1.7,PCI DSS Control 10.2.1.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.2.1.7 from Payment Card Industry Data Security Standard v4.0.1,External
10.2.2,PCI DSS Control 10.2.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.2.2 from Payment Card Industry Data Security Standard v4.0.1,External
10.3,PCI DSS Control 10.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.3 from Payment Card Industry Data Security Standard v4.0.1,External
10.3.1,PCI DSS Control 10.3.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.3.1 from Payment Card Industry Data Security Standard v4.0.1,External
10.3.2,PCI DSS Control 10.3.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.3.2 from Payment Card Industry Data Security Standard v4.0.1,External
10.3.3,PCI DSS Control 10.3.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.3.3 from Payment Card Industry Data Security Standard v4.0.1,External
10.3.4,PCI DSS Control 10.3.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.3.4 from Payment Card Industry Data Security Standard v4.0.1,External
10.4,PCI DSS Control 10.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.4 from Payment Card Industry Data Security Standard v4.0.1,External
10.4.1,PCI DSS Control 10.4.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.4.1 from Payment Card Industry Data Security Standard v4.0.1,External
10.4.1.1,PCI DSS Control 10.4.1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.4.1.1 from Payment Card Industry Data Security Standard v4.0.1,External
10.4.2,PCI DSS Control 10.4.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.4.2 from Payment Card Industry Data Security Standard v4.0.1,External
10.4.2.1,PCI DSS Control 10.4.2.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.4.2.1 from Payment Card Industry Data Security Standard v4.0.1,External
10.4.3,PCI DSS Control 10.4.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.4.3 from Payment Card Industry Data Security Standard v4.0.1,External
10.5,PCI DSS Control 10.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.5 from Payment Card Industry Data Security Standard v4.0.1,External
10.5.1,PCI DSS Control 10.5.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.5.1 from Payment Card Industry Data Security Standard v4.0.1,External
10.6,PCI DSS Control 10.6,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.6 from Payment Card Industry Data Security Standard v4.0.1,External
10.6.1,PCI DSS Control 10.6.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.6.1 from Payment Card Industry Data Security Standard v4.0.1,External
10.6.2,PCI DSS Control 10.6.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.6.2 from Payment Card Industry Data Security Standard v4.0.1,External
10.6.3,PCI DSS Control 10.6.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.6.3 from Payment Card Industry Data Security Standard v4.0.1,External
10.7,PCI DSS Control 10.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.7 from Payment Card Industry Data Security Standard v4.0.1,External
10.7.1,PCI DSS Control 10.7.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.7.1 from Payment Card Industry Data Security Standard v4.0.1,External
10.7.2,PCI DSS Control 10.7.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.7.2 from Payment Card Industry Data Security Standard v4.0.1,External
10.7.3,PCI DSS Control 10.7.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 10.7.3 from Payment Card Industry Data Security Standard v4.0.1,External
11.1,PCI DSS Control 11.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.1 from Payment Card Industry Data Security Standard v4.0.1,External
11.1.1,PCI DSS Control 11.1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.1.1 from Payment Card Industry Data Security Standard v4.0.1,External
11.1.2,PCI DSS Control 11.1.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.1.2 from Payment Card Industry Data Security Standard v4.0.1,External
11.2,PCI DSS Control 11.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.2 from Payment Card Industry Data Security Standard v4.0.1,External
11.2.1,PCI DSS Control 11.2.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.2.1 from Payment Card Industry Data Security Standard v4.0.1,External
11.2.2,PCI DSS Control 11.2.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.2.2 from Payment Card Industry Data Security Standard v4.0.1,External
11.3,PCI DSS Control 11.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.3 from Payment Card Industry Data Security Standard v4.0.1,External
11.3.1,PCI DSS Control 11.3.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.3.1 from Payment Card Industry Data Security Standard v4.0.1,External
11.3.1.1,PCI DSS Control 11.3.1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.3.1.1 from Payment Card Industry Data Security Standard v4.0.1,External
11.3.1.2,PCI DSS Control 11.3.1.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.3.1.2 from Payment Card Industry Data Security Standard v4.0.1,External
11.3.1.3,PCI DSS Control 11.3.1.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.3.1.3 from Payment Card Industry Data Security Standard v4.0.1,External
11.3.2,PCI DSS Control 11.3.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.3.2 from Payment Card Industry Data Security Standard v4.0.1,External
11.3.2.1,PCI DSS Control 11.3.2.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.3.2.1 from Payment Card Industry Data Security Standard v4.0.1,External
11.4,PCI DSS Control 11.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.4 from Payment Card Industry Data Security Standard v4.0.1,External
11.4.1,PCI DSS Control 11.4.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.4.1 from Payment Card Industry Data Security Standard v4.0.1,External
11.4.2,PCI DSS Control 11.4.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.4.2 from Payment Card Industry Data Security Standard v4.0.1,External
11.4.3,PCI DSS Control 11.4.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.4.3 from Payment Card Industry Data Security Standard v4.0.1,External
11.4.4,PCI DSS Control 11.4.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.4.4 from Payment Card Industry Data Security Standard v4.0.1,External
11.4.5,PCI DSS Control 11.4.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.4.5 from Payment Card Industry Data Security Standard v4.0.1,External
11.4.6,PCI DSS Control 11.4.6,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.4.6 from Payment Card Industry Data Security Standard v4.0.1,External
11.4.7,PCI DSS Control 11.4.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.4.7 from Payment Card Industry Data Security Standard v4.0.1,External
11.5,PCI DSS Control 11.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.5 from Payment Card Industry Data Security Standard v4.0.1,External
11.5.1,PCI DSS Control 11.5.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.5.1 from Payment Card Industry Data Security Standard v4.0.1,External
11.5.1.1,PCI DSS Control 11.5.1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.5.1.1 from Payment Card Industry Data Security Standard v4.0.1,External
11.5.2,PCI DSS Control 11.5.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.5.2 from Payment Card Industry Data Security Standard v4.0.1,External
11.6,PCI DSS Control 11.6,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.6 from Payment Card Industry Data Security Standard v4.0.1,External
11.6.1,PCI DSS Control 11.6.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 11.6.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.1,PCI DSS Control 12.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.1.1,PCI DSS Control 12.1.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.1.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.1.2,PCI DSS Control 12.1.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.1.2 from Payment Card Industry Data Security Standard v4.0.1,External
12.1.3,PCI DSS Control 12.1.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.1.3 from Payment Card Industry Data Security Standard v4.0.1,External
12.1.4,PCI DSS Control 12.1.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.1.4 from Payment Card Industry Data Security Standard v4.0.1,External
12.10,PCI DSS Control 12.10,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.10 from Payment Card Industry Data Security Standard v4.0.1,External
12.10.1,PCI DSS Control 12.10.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.10.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.10.2,PCI DSS Control 12.10.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.10.2 from Payment Card Industry Data Security Standard v4.0.1,External
12.10.3,PCI DSS Control 12.10.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.10.3 from Payment Card Industry Data Security Standard v4.0.1,External
12.10.4,PCI DSS Control 12.10.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.10.4 from Payment Card Industry Data Security Standard v4.0.1,External
12.10.4.1,PCI DSS Control 12.10.4.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.10.4.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.10.5,PCI DSS Control 12.10.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.10.5 from Payment Card Industry Data Security Standard v4.0.1,External
12.10.6,PCI DSS Control 12.10.6,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.10.6 from Payment Card Industry Data Security Standard v4.0.1,External
12.10.7,PCI DSS Control 12.10.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.10.7 from Payment Card Industry Data Security Standard v4.0.1,External
12.2,PCI DSS Control 12.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.2 from Payment Card Industry Data Security Standard v4.0.1,External
12.2.1,PCI DSS Control 12.2.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.2.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.3,PCI DSS Control 12.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.3 from Payment Card Industry Data Security Standard v4.0.1,External
12.3.1,PCI DSS Control 12.3.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.3.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.3.2,PCI DSS Control 12.3.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.3.2 from Payment Card Industry Data Security Standard v4.0.1,External
12.3.3,PCI DSS Control 12.3.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.3.3 from Payment Card Industry Data Security Standard v4.0.1,External
12.3.4,PCI DSS Control 12.3.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.3.4 from Payment Card Industry Data Security Standard v4.0.1,External
12.4,PCI DSS Control 12.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.4 from Payment Card Industry Data Security Standard v4.0.1,External
12.4.1,PCI DSS Control 12.4.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.4.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.4.2,PCI DSS Control 12.4.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.4.2 from Payment Card Industry Data Security Standard v4.0.1,External
12.4.2.1,PCI DSS Control 12.4.2.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.4.2.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.5,PCI DSS Control 12.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.5 from Payment Card Industry Data Security Standard v4.0.1,External
12.5.1,PCI DSS Control 12.5.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.5.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.5.2,PCI DSS Control 12.5.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.5.2 from Payment Card Industry Data Security Standard v4.0.1,External
12.5.2.1,PCI DSS Control 12.5.2.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.5.2.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.5.3,PCI DSS Control 12.5.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.5.3 from Payment Card Industry Data Security Standard v4.0.1,External
12.6,PCI DSS Control 12.6,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.6 from Payment Card Industry Data Security Standard v4.0.1,External
12.6.1,PCI DSS Control 12.6.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.6.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.6.2,PCI DSS Control 12.6.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.6.2 from Payment Card Industry Data Security Standard v4.0.1,External
12.6.3,PCI DSS Control 12.6.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.6.3 from Payment Card Industry Data Security Standard v4.0.1,External
12.6.3.1,PCI DSS Control 12.6.3.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.6.3.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.6.3.2,PCI DSS Control 12.6.3.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.6.3.2 from Payment Card Industry Data Security Standard v4.0.1,External
12.7,PCI DSS Control 12.7,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.7 from Payment Card Industry Data Security Standard v4.0.1,External
12.7.1,PCI DSS Control 12.7.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.7.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.8,PCI DSS Control 12.8,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.8 from Payment Card Industry Data Security Standard v4.0.1,External
12.8.1,PCI DSS Control 12.8.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.8.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.8.2,PCI DSS Control 12.8.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.8.2 from Payment Card Industry Data Security Standard v4.0.1,External
12.8.3,PCI DSS Control 12.8.3,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.8.3 from Payment Card Industry Data Security Standard v4.0.1,External
12.8.4,PCI DSS Control 12.8.4,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.8.4 from Payment Card Industry Data Security Standard v4.0.1,External
12.8.5,PCI DSS Control 12.8.5,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.8.5 from Payment Card Industry Data Security Standard v4.0.1,External
12.9,PCI DSS Control 12.9,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.9 from Payment Card Industry Data Security Standard v4.0.1,External
12.9.1,PCI DSS Control 12.9.1,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.9.1 from Payment Card Industry Data Security Standard v4.0.1,External
12.9.2,PCI DSS Control 12.9.2,PCI DSS,v4.0.1,Payment Card Industry Data Security Standard v4.0.1,Control 12.9.2 from Payment Card Industry Data Security Standard v4.0.1,External
