enhancement_id,control_id,enhancement_number,enhancement_name,enhancement_text,discussion,related_controls,status,source_document
SA-9(6),SA-9,6,ORGANIZATION-CONTROLLED CRYPTOGRAPHIC KEYS,Maintain exclusive control of cryptographic keys for encrypted material stored or transmitted through an external system.,Maintaining exclusive control of cryptographic keys in an external system prevents decryption of organizational data by external system staff. Organizational control of cryptographic keys can be implemented by encrypting and decrypting data inside the organization as data is sent to and received from the external system or by employing a component that permits encryption and decryption functions to be local to the external system but allows exclusive organizational access to the encryption keys.,"SC-12, SC-13, SI-4.",Active,NIST SP 800-53r5
SA-9(7),SA-9,7,ORGANIZATION-CONTROLLED INTEGRITY CHECKING,Provide the capability to check the integrity of information while it resides in the external system.,Storage of organizational information in an external system could limit visibility into the security status of its data. The ability of the organization to verify and validate the integrity of its stored data without transferring it out of the external system provides such visibility.,SI-7.,Active,NIST SP 800-53r5
SA-9(8),SA-9,8,PROCESSING AND STORAGE LOCATION — U.S. JURISDICTION,Restrict the geographic location of information processing and data storage to facilities located within in the legal jurisdictional boundary of the United States.,"The geographic location of information processing and data storage can have a direct impact on the ability of organizations to successfully execute their mission and business functions. A compromise or breach of high impact information and systems can have severe or catastrophic adverse impacts on organizational assets and operations, individuals, other organizations, and the Nation. Restricting the processing and storage of high-impact information to facilities within the legal jurisdictional boundary of the United States provides greater control over such processing and storage.","SA-5, SR-4.",Active,NIST SP 800-53r5
SA-10(1),SA-10,1,SOFTWARE AND FIRMWARE INTEGRITY VERIFICATION,"Require the developer of the system, system component, or system service to enable integrity verification of software and firmware components.","Software and firmware integrity verification allows organizations to detect unauthorized changes to software and firmware components using developer-provided tools, techniques, and mechanisms. The integrity checking mechanisms can also address counterfeiting of software and firmware components. Organizations verify the integrity of software and firmware components, for example, through secure one-way hashes provided by developers. Delivered software and firmware components also include any updates to such components.","SI-7, SR-11.",Active,NIST SP 800-53r5
SA-10(2),SA-10,2,ALTERNATIVE CONFIGURATION MANAGEMENT PROCESSES,Provide an alternate configuration management process using organizational personnel in the absence of a dedicated developer configuration management team.,"Alternate configuration management processes may be required when organizations use commercial off-the-shelf information technology products. Alternate configuration management processes include organizational personnel who review and approve proposed changes to systems, system components, and system services and conduct security and privacy impact analyses prior to the implementation of changes to systems, components, or services.",None.,Active,NIST SP 800-53r5
SA-10(3),SA-10,3,HARDWARE INTEGRITY VERIFICATION,"Require the developer of the system, system component, or system service to enable integrity verification of hardware components.","Hardware integrity verification allows organizations to detect unauthorized changes to hardware components using developer-provided tools, techniques, methods, and mechanisms. Organizations may verify the integrity of hardware components with hard-to-copy labels, verifiable serial numbers provided by developers, and by requiring the use of anti-tamper technologies. Delivered hardware components also include hardware and firmware updates to such components.",SI-7.,Active,NIST SP 800-53r5
SA-10(4),SA-10,4,TRUSTED GENERATION,"Require the developer of the system, system component, or system service to employ tools for comparing newly generated versions of security-relevant hardware descriptions, source code, and object code with previous versions.","The trusted generation of descriptions, source code, and object code addresses authorized changes to hardware, software, and firmware components between versions during development. The focus is on the efficacy of the configuration management process by the developer to ensure that newly generated versions of security-relevant hardware descriptions, source code, and object code continue to enforce the security policy for the system, system component, or system service. In contrast, SA-10(1) and SA-10(3) allow organizations to detect unauthorized changes to hardware, software, and firmware components using tools, techniques, or mechanisms provided by developers.",None.,Active,NIST SP 800-53r5
SA-10(5),SA-10,5,MAPPING INTEGRITY FOR VERSION CONTROL,"Require the developer of the system, system component, or system service to maintain the integrity of the mapping between the master build data describing the current version of security-relevant hardware, software, and firmware and the on-site master copy of the data for the current version.","Mapping integrity for version control addresses changes to hardware, software, and firmware components during both initial development and system development life cycle updates. Maintaining the integrity between the master copies of security-relevant hardware, software, and firmware (including designs, hardware drawings, source code) and the equivalent data in master copies in operational environments is essential to ensuring the availability of organizational systems that support critical mission and business functions.",None.,Active,NIST SP 800-53r5
SA-10(6),SA-10,6,TRUSTED DISTRIBUTION,"Require the developer of the system, system component, or system service to execute procedures for ensuring that security-relevant hardware, software, and firmware updates distributed to the organization are exactly as specified by the master copies.","The trusted distribution of security-relevant hardware, software, and firmware updates help to ensure that the updates are correct representations of the master copies maintained by the developer and have not been tampered with during distribution.",None.,Active,NIST SP 800-53r5
SA-10(7),SA-10,7,SECURITY AND PRIVACY REPRESENTATIVES,Require [Assignment: organization-defined security and privacy representatives] to be included in the [Assignment: organization-defined configuration change management and control process].,"Information security and privacy representatives can include system security officers, senior agency information security officers, senior agency officials for privacy, and system privacy officers. Representation by personnel with information security and privacy expertise is important because changes to system configurations can have unintended side effects, some of which may be security- or privacy-relevant. Detecting such changes early in the process can help avoid unintended, negative consequences that could ultimately affect the security and privacy posture of systems. The configuration change management and control process in this control enhancement refers to the change management and control process defined by organizations in SA-10b.",None.,Active,NIST SP 800-53r5
SA-11(1),SA-11,1,STATIC CODE ANALYSIS,"Require the developer of the system, system component, or system service to employ static code analysis tools to identify common flaws and document the results of the analysis.","Static code analysis provides a technology and methodology for security reviews and includes checking for weaknesses in the code as well as for the incorporation of libraries or other included code with known vulnerabilities or that are out-of-date and not supported. Static code analysis can be used to identify vulnerabilities and enforce secure coding practices. It is most effective when used early in the development process, when each code change can automatically be scanned for potential weaknesses. Static code analysis can provide clear remediation guidance and identify defects for developers to fix. Evidence of the correct implementation of static analysis can include aggregate defect density for critical defect types, evidence that defects were inspected by developers or security professionals, and evidence that defects were remediated. A high density of ignored findings, commonly referred to as false positives, indicates a potential problem with the analysis process or the analysis tool. In such cases, organizations weigh the validity of the evidence against evidence from other sources.",None.,Active,NIST SP 800-53r5
SA-11(2),SA-11,2,THREAT MODELING AND VULNERABILITY ANALYSES,"Require the developer of the system, system component, or system service to perform threat modeling and vulnerability analyses during development and the subsequent testing and evaluation of the system, component, or service that: (a) Uses the following contextual information: [Assignment: organization-defined information concerning impact, environment of operations, known or assumed threats, and acceptable risk levels]; (b) Employs the following tools and methods: [Assignment: organization-defined tools and methods]; (c) Conducts the modeling and analyses at the following level of rigor: [Assignment: organization-defined breadth and depth of modeling and analyses]; and (d) Produces evidence that meets the following acceptance criteria: [Assignment: organization-defined acceptance criteria].","Systems, system components, and system services may deviate significantly from the functional and design specifications created during the requirements and design stages of the system development life cycle. Therefore, updates to threat modeling and vulnerability analyses of those systems, system components, and system services during development and prior to delivery are critical to the effective operation of those systems, components, and services. Threat modeling and vulnerability analyses at this stage of the system development life cycle ensure that design and implementation changes have been accounted for and that vulnerabilities created because of those changes have been reviewed and mitigated. Related controls: PM-15, RA-3, RA-5.",,Active,NIST SP 800-53r5
SA-11(3),SA-11,3,INDEPENDENT VERIFICATION OF ASSESSMENT PLANS AND EVIDENCE,(a) Require an independent agent satisfying [Assignment: organization-defined independence criteria] to verify the correct implementation of the developer security and privacy assessment plans and the evidence produced during testing and evaluation; and (b) Verify that the independent agent is provided with sufficient information to complete the verification process or granted the authority to obtain such information.,"Independent agents have the qualifications—including the expertise, skills, training, certifications, and experience—to verify the correct implementation of developer security and privacy assessment plans.","AT-3, RA-5.",Active,NIST SP 800-53r5
SA-11(4),SA-11,4,MANUAL CODE REVIEWS,"Require the developer of the system, system component, or system service to perform a manual code review of [Assignment: organization-defined specific code] using the following processes, procedures, and/or techniques: [Assignment: organization-defined processes, procedures, and/or techniques].","Manual code reviews are usually reserved for the critical software and firmware components of systems. Manual code reviews are effective at identifying weaknesses that require knowledge of the application’s requirements or context that, in most cases, is unavailable to automated analytic tools and techniques, such as static and dynamic analysis. The benefits of manual code review include the ability to verify access control matrices against application controls and review detailed aspects of cryptographic implementations and controls.",None.,Active,NIST SP 800-53r5
SA-11(5),SA-11,5,PENETRATION TESTING,"Require the developer of the system, system component, or system service to perform penetration testing: (a) At the following level of rigor: [Assignment: organization-defined breadth and depth of testing]; and (b) Under the following constraints: [Assignment: organization-defined constraints].","Penetration testing is an assessment methodology in which assessors, using all available information technology product or system documentation and working under specific constraints, attempt to circumvent the implemented security and privacy features of information technology products and systems. Useful information for assessors who conduct penetration testing includes product and system design specifications, source code, and administrator and operator manuals. Penetration testing can include white-box, gray-box, or black-box testing with analyses performed by skilled professionals who simulate adversary actions. The objective of penetration testing is to discover vulnerabilities in systems, system components, and services that result from implementation errors, configuration faults, or other operational weaknesses or deficiencies. Penetration tests can be performed in conjunction with automated and manual code reviews to provide a greater level of analysis than would ordinarily be possible. When user session information and other personally identifiable information is captured or recorded during penetration testing, such information is handled appropriately to protect privacy.","CA-8, PM-14, PM-25, PT-2, SA-3, SI-2, SI-6.",Active,NIST SP 800-53r5
SA-11(6),SA-11,6,ATTACK SURFACE REVIEWS,"Require the developer of the system, system component, or system service to perform attack surface reviews.","Attack surfaces of systems and system components are exposed areas that make those systems more vulnerable to attacks. Attack surfaces include any accessible areas where weaknesses or deficiencies in the hardware, software, and firmware components provide opportunities for adversaries to exploit vulnerabilities. Attack surface reviews ensure that developers analyze the design and implementation changes to systems and mitigate attack vectors generated as a result of the changes. The correction of identified flaws includes deprecation of unsafe functions.",SA-15.,Active,NIST SP 800-53r5
SA-11(7),SA-11,7,VERIFY SCOPE OF TESTING AND EVALUATION,"Require the developer of the system, system component, or system service to verify that the scope of testing and evaluation provides complete coverage of the required controls at the following level of rigor: [Assignment: organization-defined breadth and depth of testing and evaluation].","Verifying that testing and evaluation provides complete coverage of required controls can be accomplished by a variety of analytic techniques ranging from informal to formal. Each of these techniques provides an increasing level of assurance that corresponds to the degree of formality of the analysis. Rigorously demonstrating control coverage at the highest levels of assurance can be achieved using formal modeling and analysis techniques, including correlation between control implementation and corresponding test cases.",SA-15.,Active,NIST SP 800-53r5
SA-11(8),SA-11,8,DYNAMIC CODE ANALYSIS,"Require the developer of the system, system component, or system service to employ dynamic code analysis tools to identify common flaws and document the results of the analysis.","Dynamic code analysis provides runtime verification of software programs using tools capable of monitoring programs for memory corruption, user privilege issues, and other potential security problems. Dynamic code analysis employs runtime tools to ensure that security functionality performs in the way it was designed. A type of dynamic analysis, known as fuzz testing, induces program failures by deliberately introducing malformed or random data into software programs. Fuzz testing strategies are derived from the intended use of applications and the functional and design specifications for the applications. To understand the scope of dynamic code analysis and the assurance provided, organizations may also consider conducting code coverage analysis (i.e., checking the degree to which the code has been tested using metrics such as percent of subroutines tested or percent of program statements called during execution of the test suite) and/or concordance analysis (i.e., checking for words that are out of place in software code, such as non-English language words or derogatory terms).",None.,Active,NIST SP 800-53r5
SA-11(9),SA-11,9,INTERACTIVE APPLICATION SECURITY TESTING,"Require the developer of the system, system component, or system service to employ interactive application security testing tools to identify flaws and document the results.","Interactive (also known as instrumentation-based) application security testing is a method of detecting vulnerabilities by observing applications as they run during testing. The use of instrumentation relies on direct measurements of the actual running applications and uses access to the code, user interaction, libraries, frameworks, backend connections, and configurations to directly measure control effectiveness. When combined with analysis techniques, interactive application security testing can identify a broad range of potential vulnerabilities and confirm control effectiveness. Instrumentation-based testing works in real time and can be used continuously throughout the system development life cycle.",None.,Active,NIST SP 800-53r5
SA-12(1),SA-12,1,ACQUISITION STRATEGIES / TOOLS / METHODS,[Withdrawn: Moved to SR-5.],,,Withdrawn,NIST SP 800-53r5
SA-12(2),SA-12,2,SUPPLIER REVIEWS,[Withdrawn: Moved to SR-6.],,,Withdrawn,NIST SP 800-53r5
SA-12(3),SA-12,3,TRUSTED SHIPPING AND WAREHOUSING,[Withdrawn: Incorporated into SR-3.],,,Withdrawn,NIST SP 800-53r5
SA-12(4),SA-12,4,DIVERSITY OF SUPPLIERS,[Withdrawn: Moved to SR-3(1).],,,Withdrawn,NIST SP 800-53r5
SA-12(5),SA-12,5,LIMITATION OF HARM,[Withdrawn: Moved to SR-3(2).],,,Withdrawn,NIST SP 800-53r5
SA-12(6),SA-12,6,MINIMIZING PROCUREMENT TIME,[Withdrawn: Incorporated into SR-5(1).],,,Withdrawn,NIST SP 800-53r5
SA-12(7),SA-12,7,ASSESSMENTS PRIOR TO SELECTION / ACCEPTANCE / UPDATE,[Withdrawn: Moved to SR-5(2).],,,Withdrawn,NIST SP 800-53r5
SA-12(8),SA-12,8,USE OF ALL-SOURCE INTELLIGENCE,[Withdrawn: Incorporated into RA-3(2).],,,Withdrawn,NIST SP 800-53r5
SA-12(9),SA-12,9,OPERATIONS SECURITY,[Withdrawn: Moved to SR-7.],,,Withdrawn,NIST SP 800-53r5
SA-12(10),SA-12,10,VALIDATE AS GENUINE AND NOT ALTERED,[Withdrawn: Moved to SR-4(3).],,,Withdrawn,NIST SP 800-53r5
SA-12(11),SA-12,11,"PENETRATION TESTING / ANALYSIS OF ELEMENTS, PROCESSES, AND ACTORS",[Withdrawn: Moved to SR-6(1).],,,Withdrawn,NIST SP 800-53r5
SA-12(12),SA-12,12,INTER-ORGANIZATIONAL AGREEMENTS,[Withdrawn: Moved to SR-8.],,,Withdrawn,NIST SP 800-53r5
SA-12(13),SA-12,13,CRITICAL INFORMATION SYSTEM COMPONENTS,[Withdrawn: Incorporated into MA-6 and RA-9.],,,Withdrawn,NIST SP 800-53r5
SA-12(14),SA-12,14,IDENTITY AND TRACEABILITY,[Withdrawn: Moved to SR-4(1) and SR-4(2).],,,Withdrawn,NIST SP 800-53r5
SA-12(15),SA-12,15,PROCESSES TO ADDRESS WEAKNESSES OR DEFICIENCIES,[Withdrawn: Incorporated into SR-3.],,,Withdrawn,NIST SP 800-53r5
SA-14(1),SA-14,1,CRITICAL COMPONENTS WITH NO VIABLE ALTERNATIVE SOURCING,[Withdrawn: Incorporated into SA-20.],,,Withdrawn,NIST SP 800-53r5
SA-15(1),SA-15,1,QUALITY METRICS,"Require the developer of the system, system component, or system service to: (a) Define quality metrics at the beginning of the development process; and (b) Provide evidence of meeting the quality metrics [Selection (one or more): [Assignment: organization-defined frequency]; [Assignment: organization-defined program review milestones]; upon delivery].","Organizations use quality metrics to establish acceptable levels of system quality. Metrics can include quality gates, which are collections of completion criteria or sufficiency standards that represent the satisfactory execution of specific phases of the system development project. For example, a quality gate may require the elimination of all compiler warnings or a determination that such warnings have no impact on the effectiveness of required security or privacy capabilities. During the execution phases of development projects, quality gates provide clear, unambiguous indications of progress. Other metrics apply to the entire development project. Metrics can include defining the severity thresholds of vulnerabilities in accordance with organizational risk tolerance, such as requiring no known vulnerabilities in the delivered system with a Common Vulnerability Scoring System (CVSS) severity of medium or high.",None.,Active,NIST SP 800-53r5
SA-15(2),SA-15,2,SECURITY AND PRIVACY TRACKING TOOLS,"Require the developer of the system, system component, or system service to select and employ security and privacy tracking tools for use during the development process.","System development teams select and deploy security and privacy tracking tools, including vulnerability or work item tracking systems that facilitate assignment, sorting, filtering, and tracking of completed work items or tasks associated with development processes.",SA-11.,Active,NIST SP 800-53r5
SA-15(3),SA-15,3,CRITICALITY ANALYSIS,"Require the developer of the system, system component, or system service to perform a criticality analysis: (a) At the following decision points in the system development life cycle: [Assignment: organization-defined decision points in the system development life cycle]; and (b) At the following level of rigor: [Assignment: organization-defined breadth and depth of criticality analysis].","Criticality analysis performed by the developer provides input to the criticality analysis performed by organizations. Developer input is essential to organizational criticality analysis because organizations may not have access to detailed design documentation for system components that are developed as commercial off-the-shelf products. Such design documentation includes functional specifications, high-level designs, low-level designs, source code, and hardware schematics. Criticality analysis is important for organizational systems that are designated as high value assets. High value assets can be moderate- or high-impact systems due to heightened adversarial interest or potential adverse effects on the federal enterprise. Developer input is especially important when organizations conduct supply chain criticality analyses.",RA-9.,Active,NIST SP 800-53r5
SA-15(4),SA-15,4,THREAT MODELING AND VULNERABILITY ANALYSIS,[Withdrawn: Incorporated into SA-11(2).],,,Withdrawn,NIST SP 800-53r5
SA-15(5),SA-15,5,ATTACK SURFACE REDUCTION,"Require the developer of the system, system component, or system service to reduce attack surfaces to [Assignment: organization-defined thresholds].","Attack surface reduction is closely aligned with threat and vulnerability analyses and system architecture and design. Attack surface reduction is a means of reducing risk to organizations by giving attackers less opportunity to exploit weaknesses or deficiencies (i.e., potential vulnerabilities) within systems, system components, and system services. Attack surface reduction includes implementing the concept of layered defenses, applying the principles of least privilege and least functionality, applying secure software development practices, deprecating unsafe functions, reducing entry points available to unauthorized users, reducing the amount of code that executes, and eliminating application programming interfaces (APIs) that are vulnerable to attacks.","AC-6, CM-7, RA-3, SA-11.",Active,NIST SP 800-53r5
SA-15(6),SA-15,6,CONTINUOUS IMPROVEMENT,"Require the developer of the system, system component, or system service to implement an explicit process to continuously improve the development process.","Developers of systems, system components, and system services consider the effectiveness and efficiency of their development processes for meeting quality objectives and addressing the security and privacy capabilities in current threat environments.",None.,Active,NIST SP 800-53r5
SA-15(7),SA-15,7,AUTOMATED VULNERABILITY ANALYSIS,"Require the developer of the system, system component, or system service [Assignment: organization-defined frequency] to: (a) Perform an automated vulnerability analysis using [Assignment: organization-defined tools]; (b) Determine the exploitation potential for discovered vulnerabilities; (c) Determine potential risk mitigations for delivered vulnerabilities; and (d) Deliver the outputs of the tools and results of the analysis to [Assignment: organization-defined personnel or roles].","Automated tools can be more effective at analyzing exploitable weaknesses or deficiencies in large and complex systems, prioritizing vulnerabilities by severity, and providing recommendations for risk mitigations.","RA-5, SA-11.",Active,NIST SP 800-53r5
SA-15(8),SA-15,8,REUSE OF THREAT AND VULNERABILITY INFORMATION,"Require the developer of the system, system component, or system service to use threat modeling and vulnerability analyses from similar systems, components, or services to inform the current development process.","Analysis of vulnerabilities found in similar software applications can inform potential design and implementation issues for systems under development. Similar systems or system components may exist within developer organizations. Vulnerability information is available from a variety of public and private sector sources, including the NIST National Vulnerability Database.",None.,Active,NIST SP 800-53r5
SA-15(9),SA-15,9,USE OF LIVE DATA,[Withdrawn: Incorporated into SA-3(2).],,,Withdrawn,NIST SP 800-53r5
SA-15(10),SA-15,10,INCIDENT RESPONSE PLAN,"Require the developer of the system, system component, or system service to provide, implement, and test an incident response plan.","The incident response plan provided by developers may provide information not readily available to organizations and be incorporated into organizational incident response plans. Developer information may also be extremely helpful, such as when organizations respond to vulnerabilities in commercial off-the-shelf products.",IR-8.,Active,NIST SP 800-53r5
SA-15(11),SA-15,11,ARCHIVE SYSTEM OR COMPONENT,Require the developer of the system or system component to archive the system or component to be released or delivered together with the corresponding evidence supporting the final security and privacy review.,"Archiving system or system components requires the developer to retain key development artifacts, including hardware specifications, source code, object code, and relevant documentation from the development process that can provide a readily available configuration baseline for system and component upgrades or modifications.",CM-2.,Active,NIST SP 800-53r5
SA-15(12),SA-15,12,MINIMIZE PERSONALLY IDENTIFIABLE INFORMATION,Require the developer of the system or system component to minimize the use of personally identifiable information in development and test environments.,Organizations can minimize the risk to an individual’s privacy by using techniques such as de-identification or synthetic data. Limiting the use of personally identifiable information in development and test environments helps reduce the level of privacy risk created by a system.,"PM-25, SA-3, SA-8.",Active,NIST SP 800-53r5
SA-17(1),SA-17,1,FORMAL POLICY MODEL,"Require the developer of the system, system component, or system service to: (a) Produce, as an integral part of the development process, a formal policy model describing the [Assignment: organization-defined elements of organizational security and privacy policy] to be enforced; and (b) Prove that the formal policy model is internally consistent and sufficient to enforce the defined elements of the organizational security and privacy policy when implemented.","Formal models describe specific behaviors or security and privacy policies using formal languages, thus enabling the correctness of those behaviors and policies to be formally proven. Not all components of systems can be modeled. Generally, formal specifications are scoped to the behaviors or policies of interest, such as nondiscretionary access control policies. Organizations choose the formal modeling language and approach based on the nature of the behaviors and policies to be described and the available tools.","AC-3, AC-4, AC-25.",Active,NIST SP 800-53r5
SA-17(2),SA-17,2,SECURITY-RELEVANT COMPONENTS,"Require the developer of the system, system component, or system service to: (a) Define security-relevant hardware, software, and firmware; and (b) Provide a rationale that the definition for security-relevant hardware, software, and firmware is complete.","The security-relevant hardware, software, and firmware represent the portion of the system, component, or service that is trusted to perform correctly to maintain required security properties.","AC-25, SA-5.",Active,NIST SP 800-53r5
SA-17(3),SA-17,3,FORMAL CORRESPONDENCE,"Require the developer of the system, system component, or system service to: (a) Produce, as an integral part of the development process, a formal top-level specification that specifies the interfaces to security-relevant hardware, software, and firmware in terms of exceptions, error messages, and effects; (b) Show via proof to the extent feasible with additional informal demonstration as necessary, that the formal top-level specification is consistent with the formal policy model; (c) Show via informal demonstration, that the formal top-level specification completely covers the interfaces to security-relevant hardware, software, and firmware; (d) Show that the formal top-level specification is an accurate description of the implemented security-relevant hardware, software, and firmware; and (e) Describe the security-relevant hardware, software, and firmware mechanisms not addressed in the formal top-level specification but strictly internal to the security-relevant hardware, software, and firmware.","Correspondence is an important part of the assurance gained through modeling. It demonstrates that the implementation is an accurate transformation of the model, and that any additional code or implementation details that are present have no impact on the behaviors or policies being modeled. Formal methods can be used to show that the high-level security properties are satisfied by the formal system description, and that the formal system description is correctly implemented by a description of some lower level, including a hardware description. Consistency between the formal top-level specification and the formal policy models is generally not amenable to being fully proven. Therefore, a combination of formal and informal methods may be needed to demonstrate such consistency. Consistency between the formal top-level specification and the actual implementation may require the use of an informal demonstration due to limitations on the applicability of formal methods to prove that the specification accurately reflects the implementation. Hardware, software, and firmware mechanisms internal to security-relevant components include mapping registers and direct memory input and output.","AC-3, AC-4, AC-25, SA-4, SA-5.",Active,NIST SP 800-53r5
SA-17(4),SA-17,4,INFORMAL CORRESPONDENCE,"Require the developer of the system, system component, or system service to: (a) Produce, as an integral part of the development process, an informal descriptive top-level specification that specifies the interfaces to security-relevant hardware, software, and firmware in terms of exceptions, error messages, and effects; (b) Show via [Selection: informal demonstration; convincing argument with formal methods as feasible] that the descriptive top-level specification is consistent with the formal policy model; (c) Show via informal demonstration, that the descriptive top-level specification completely covers the interfaces to security-relevant hardware, software, and firmware; (d) Show that the descriptive top-level specification is an accurate description of the interfaces to security-relevant hardware, software, and firmware; and (e) Describe the security-relevant hardware, software, and firmware mechanisms not addressed in the descriptive top-level specification but strictly internal to the security-relevant hardware, software, and firmware.","Correspondence is an important part of the assurance gained through modeling. It demonstrates that the implementation is an accurate transformation of the model, and that additional code or implementation detail has no impact on the behaviors or policies being modeled. Consistency between the descriptive top-level specification (i.e., high-level/low-level design) and the formal policy model is generally not amenable to being fully proven. Therefore, a combination of formal and informal methods may be needed to show such consistency. Hardware, software, and firmware mechanisms strictly internal to security-relevant hardware, software, and firmware include mapping registers and direct memory input and output.","AC-3, AC-4, AC-25, SA-4, SA-5.",Active,NIST SP 800-53r5
SA-17(5),SA-17,5,CONCEPTUALLY SIMPLE DESIGN,"Require the developer of the system, system component, or system service to: (a) Design and structure the security-relevant hardware, software, and firmware to use a complete, conceptually simple protection mechanism with precisely defined semantics; and (b) Internally structure the security-relevant hardware, software, and firmware with specific regard for this mechanism.","The principle of reduced complexity states that the system design is as simple and small as possible (see SA-8(7)). A small and simple design is easier to understand and analyze and is also less prone to error (see AC-25, SA-8(13)). The principle of reduced complexity applies to any aspect of a system, but it has particular importance for security due to the various analyses performed to obtain evidence about the emergent security property of the system. For such analyses to be successful, a small and simple design is essential. Application of the principle of reduced complexity contributes to the ability of system developers to understand the correctness and completeness of system security functions and facilitates the identification of potential vulnerabilities. The corollary of reduced complexity states that the simplicity of the system is directly related to the number of vulnerabilities it will contain. That is, simpler systems contain fewer vulnerabilities. An important benefit of reduced complexity is that it is easier to understand whether the security policy has been captured in the system design and that fewer vulnerabilities are likely to be introduced during engineering development. An additional benefit is that any such conclusion about correctness, completeness, and existence of vulnerabilities can be reached with a higher degree of assurance in contrast to conclusions reached in situations where the system design is inherently more complex.","AC-25, SA-8, SC-3.",Active,NIST SP 800-53r5
SA-17(6),SA-17,6,STRUCTURE FOR TESTING,"Require the developer of the system, system component, or system service to structure security-relevant hardware, software, and firmware to facilitate testing.","Applying the security design principles in [SP 800-160-1] promotes complete, consistent, and comprehensive testing and evaluation of systems, system components, and services. The thoroughness of such testing contributes to the evidence produced to generate an effective assurance case or argument as to the trustworthiness of the system, system component, or service.","SA-5, SA-11.",Active,NIST SP 800-53r5
SA-17(7),SA-17,7,STRUCTURE FOR LEAST PRIVILEGE,"Require the developer of the system, system component, or system service to structure security-relevant hardware, software, and firmware to facilitate controlling access with least privilege.","The principle of least privilege states that each component is allocated sufficient privileges to accomplish its specified functions but no more (see SA-8(14)). Applying the principle of least privilege limits the scope of the component’s actions, which has two desirable effects. First, the security impact of a failure, corruption, or misuse of the system component results in a minimized security impact. Second, the security analysis of the component is simplified. Least privilege is a pervasive principle that is reflected in all aspects of the secure system design. Interfaces used to invoke component capability are available to only certain subsets of the user population, and component design supports a sufficiently fine granularity of privilege decomposition. For example, in the case of an audit mechanism, there may be an interface for the audit manager, who configures the audit settings; an interface for the audit operator, who ensures that audit data is safely collected and stored; and, finally, yet another interface for the audit reviewer, who only has a need to view the audit data that has been collected but no need to perform operations on that data. In addition to its manifestations at the system interface, least privilege can be used as a guiding principle for the internal structure of the system itself. One aspect of internal least privilege is to construct modules so that only the elements encapsulated by the module are directly operated upon by the functions within the module. Elements external to a module that may be affected by the module’s operation are indirectly accessed through interaction (e.g., via a function call) with the module that contains those elements. Another aspect of internal least privilege is that the scope of a given module or component includes only those system elements that are necessary for its functionality, and the access modes to the elements (e.g., read, write) are minimal.","AC-5, AC-6, SA-8.",Active,NIST SP 800-53r5
SA-17(8),SA-17,8,ORCHESTRATION,"Design [Assignment: organization-defined critical systems or system components] with coordinated behavior to implement the following capabilities: [Assignment: organization-defined capabilities, by system or component].","Security resources that are distributed, located at different layers or in different system elements, or are implemented to support different aspects of trustworthiness can interact in unforeseen or incorrect ways. Adverse consequences can include cascading failures, interference, or coverage gaps. Coordination of the behavior of security resources (e.g., by ensuring that one patch is installed across all resources before making a configuration change that assumes that the patch is propagated) can avert such negative interactions.",None.,Active,NIST SP 800-53r5
SA-17(9),SA-17,9,DESIGN DIVERSITY,Use different designs for [Assignment: organization-defined critical systems or system components] to satisfy a common set of requirements or to provide equivalent functionality.,"Design diversity is achieved by supplying the same requirements specification to multiple developers, each of whom is responsible for developing a variant of the system or system component that meets the requirements. Variants can be in software design, in hardware design, or in both hardware and a software design. Differences in the designs of the variants can result from developer experience (e.g., prior use of a design pattern), design style (e.g., when decomposing a required function into smaller tasks, determining what constitutes a separate task and how far to decompose tasks into sub-tasks), selection of libraries to incorporate into the variant, and the development environment (e.g., different design tools make some design patterns easier to visualize). Hardware design diversity includes making different decisions about what information to keep in analog form and what information to convert to digital form, transmitting the same information at different times, and introducing delays in sampling (temporal diversity). Design diversity is commonly used to support fault tolerance.",None.,Active,NIST SP 800-53r5
SA-18(1),SA-18,1,MULTIPLE PHASES OF SYSTEM DEVELOPMENT LIFE CYCLE,[Withdrawn: Moved to SR-9(1).],,,Withdrawn,NIST SP 800-53r5
SA-18(2),SA-18,2,INSPECTION OF SYSTEMS OR COMPONENTS,[Withdrawn: Moved to SR-10.],,,Withdrawn,NIST SP 800-53r5
SA-19(1),SA-19,1,ANTI-COUNTERFEIT TRAINING,[Withdrawn: Moved to SR-11(1).],,,Withdrawn,NIST SP 800-53r5
SA-19(2),SA-19,2,CONFIGURATION CONTROL FOR COMPONENT SERVICE AND REPAIR,[Withdrawn: Moved to SR-11(2).],,,Withdrawn,NIST SP 800-53r5
SA-19(3),SA-19,3,COMPONENT DISPOSAL,[Withdrawn: Moved to SR-12.],,,Withdrawn,NIST SP 800-53r5
SA-19(4),SA-19,4,ANTI-COUNTERFEIT SCANNING,[Withdrawn: Moved to SR-11(3).],,,Withdrawn,NIST SP 800-53r5
SA-21(1),SA-21,1,VALIDATION OF SCREENING,[Withdrawn: Incorporated into SA-21.],,,Withdrawn,NIST SP 800-53r5
SA-22(1),SA-22,1,ALTERNATIVE SOURCES FOR CONTINUED SUPPORT,[Withdrawn: Incorporated into SA-22.],,,Withdrawn,NIST SP 800-53r5
