subarticle_id,subarticle_number,article_id,article_number,reference,text,source_document
A42-5,5,A42,42,Article 42(5),"Fairness in data processing underscores the commitment to impartiality and equity. Discrimination based on gender, ethnicity, religion, physical ability or any other characteristic is strictly prohibited. Every individual is entitled to equal protection, fostering an inclusive digital landscape.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A42-6,6,A42,42,Article 42(6),"Responsible data management involves the implementation of robust security measures to protect against unauthorised access, breaches, or any form of misuse. It requires the continuous evaluation and enhancement of data protection protocols to adapt to evolving technological landscapes.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A42-7,7,A42,42,Article 42(7),"Emphasising the dignity of the human person, data controllers and processors must acknowledge the intrinsic value of every individual's data. The extraction, processing, or utilisation of data must not compromise the autonomy, freedom, or integrity of any person.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A42-8,8,A42,42,Article 42(8),"Any data collection or processing that may result in harm, discrimination, or violation of individual rights is strictly prohibited. Safeguards should be in place to prevent the creation of profiles or the application of algorithms that could lead to prejudiced outcomes.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A42-9,9,A42,42,Article 42(9),"In cases where data is shared with third parties, explicit consent must be obtained from the data subject. The purpose, scope, and duration of such data sharing must be clearly communicated, and individuals should retain the right to revoke consent at any time.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A42-10,10,A42,42,Article 42(10),"Continuous education and awareness programs should be implemented to keep individuals informed about their digital rights, empowering them to exercise control over their personal data.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A42-11,11,A42,42,Article 42(11),"The principles outlined in this article reflect a commitment to building a digital ecosystem that respects the fundamental rights of individuals. By prioritising data ethics, we aim to create a responsible and trustworthy digital environment that values and protects the privacy and dignity of every human person.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-1,1,A43,43,Article 43(1),Organisational Policy on Ownership of Data – taking the following into consideration:,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-2,2,A43,43,Article 43(2),Demonstrable Transparency and Accountability – taking the following into consideration:,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-3,3,A43,43,Article 43(3),Informational Autonomy or Informational Self-Determination – taking the following into consideration:,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-4,4,A43,43,Article 43(4),Fairness of Intention – taking the following into consideration:,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-5,5,A43,43,Article 43(5),Appreciation of Outcomes – taking the following into consideration:,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A44-1,1,A44,44,Article 44(1),"A data controller or a data processor who deploys or intends to deploy Emerging Technologies (ETs) such as Artificial Intelligence, Internet of Things and Blockchain for the purposes of processing personal data shall take into consideration:","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A44-2,2,A44,44,Article 44(2),A data controller or a data processor who deploys or intends to deploy ETs for the purposes of processing personal data is expected to set forth technical and organisational parameters for the processing in order to calibrate the capabilities of its ET tools in accordance with the threshold of data processing permitted by law – particularly taking into account the:,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A44-3,3,A44,44,Article 44(3),The technical and organisational parameters are to be documented and filed with the Commission as part of NDP Act CAR.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A44-4,4,A44,44,Article 44(4),A data controller or data processor under the circumstances contemplated by this Article shall:,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A44-5,5,A44,44,Article 44(5),"In this Article, the ""suitability"" or the ""possibility"" of a safeguard or an act implies an obligation on the part of a data controller or a data processor to take reasonable technical and organisational measures in guaranteeing fair and accountable use of data – taking into consideration data ethics and regulatory audits.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A45-1,1,A45,45,Article 45(1),"In line with Section 5(b) of the NDP Act, the Commission shall foster the development of personal data protection technologies, in accordance with recognised international best practices and applicable international law; accordingly, the Commission shall accord priority to ETs which strengthen data privacy.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A45-2,2,A45,45,Article 45(2),"In furtherance of Section 1(h) of the NDP Act towards strengthening the legal foundations of the national digital economy and guaranteeing the participation of Nigeria in the regional and global economies through the beneficial and trusted use of personal data, the Commission shall take into account the utilitarian value of ETs in achieving sustainable development through lawful processing of personal data.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A45-3,3,A45,45,Article 45(3),"A data controller who intends to process personal data in the circumstances contemplated by Article 45 (2), may benchmark with global consensus on ETs such as the United Nations Resolution on Artificial Intelligence. Accordingly, data controllers and data processors shall, among other self-correcting measures, refrain from or cease the use of ET systems that are impossible to operate in compliance with international human rights law or that pose undue risks to the enjoyment of human rights.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A46-1,1,A46,46,Article 46(1),"Part VIII of the NDP Act provides for cross-border data transfer. By virtue of Section 63 of the NDP Act, the provisions of Part VIII of the NDP Act shall be the overarching, governing provision in all matters pertaining to cross-border transfer of personal data from Nigeria.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A46-2,2,A46,46,Article 46(2),"Pending the issuance of Guidelines on cross-border data transfer, the explanatory note in Schedule 3 of this NDP Act-GAID shall be used for the evaluation of countries for the purposes of determining their level of adequacy and for other grounds of cross-border data transfer recognised under the NDP Act.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A46-3,3,A46,46,Article 46(3),"In respect of safeguards for data subjects' rights in a country, the Commission shall take into account the enforcement of fundamental rights in general and the decisions of courts which seek to advance fundamental freedoms in such jurisdictions being considered for adequacy decisions.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A47-1,1,A47,47,Article 47(1),Capacity building is mandatory as an organisational measure of data privacy and protection.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A47-2,2,A47,47,Article 47(2),"In furtherance of Section 5(e)-(f) of the NDP Act and taking into account the high technical skill required, the Commission shall foster capacity building and professional development in data protection and privacy.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A47-3,3,A47,47,Article 47(3),All employees and other persons who are engaged by the data controller or data processor shall be trained and sensitised periodically on emerging developments in data processing and to such an extent that is reasonably relevant to their job descriptions respectively.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A47-4,4,A47,47,Article 47(4),"The Commission may develop a mechanism in place for the training, and the award of certifications on Data Privacy and Protection.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A48-1,1,A48,48,Article 48(1),"Without prejudice to binding precedents of courts, a data subject has a right to seek redress of the violation of his or her data privacy rights – in line with Section 46 of the 1999 Constitution.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A48-2,2,A48,48,Article 48(2),"Access to justice for the purposes of national adequacy of data protection includes proximity and access to courts of justice particularly in the context of civil liberties and fundamental freedoms. Accordingly, regardless of the parties involved and the material context of data processing, a data subject may seek redress for the violation of his or her right to privacy at the closest Federal or State High Court in line with settled precedents of the Supreme Court of Nigeria and extant Fundamental Rights Enforcement Procedure Rules.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A49-1,1,A49,49,Article 49(1),Evidence by a data controller or a data processor relating to compliance with the NDP Act or any regulatory instrument issued by the Commission shall be evaluated in the context they directly relate to.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A49-2,2,A49,49,Article 49(2),"Compliance in relation to registration, filing of annual CAR, submission of DPIA or cross-border transfer instruments approved by the Commission shows commitment to accountability and prima facie good faith in data processing. It does not replace the need to provide concrete evidence in defence of any complaint of violation relating to other provisions of the NDP Act.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A49-3,3,A49,49,Article 49(3),"The Commission, in furtherance of Section 48(6)(f) of the NDP Act shall take compliance in terms of accountability as a partial fulfilment of cooperation.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A50-1,1,A50,50,Article 50(1),The need to safeguard the rights and freedoms of a data subject as guaranteed under Section 37 by the 1999 Constitution shall be the overriding consideration in considering whether a data controller or a data processor has fulfilled any obligation within a stipulated time or within a reasonable or an appropriate time.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A50-2,2,A50,50,Article 50(2),"Where the NDP Act or any regulatory instrument did not make an obligation to be timebound, it is expected that such obligation shall be discharged taking into account the urgency of such obligation to the realisation of the rights and interests of the data subjects that are immediately connected to them, and, also, taking into account that if such obligation is not performed within a definite time frame which may be provided by the data subject, the rights and interests of the data subject may likely be abridged or defeated.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A50-3,3,A50,50,Article 50(3),"In circumstances requiring storage limitation, where no time-bound obligation has been provided by law, the storage time for the purpose of data processing shall lapse not later than six (6) calendar months when the original purpose of the processing has been accomplished.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A50-4,4,A50,50,Article 50(4),"Notwithstanding Article 50(3), a data controller may store personal data with appropriate technical and organisational measures for the purposes of defence of a legal claim; provided that such personal data shall not be used under any other circumstance without the consent of the data subject.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A51-1,1,A51,51,Article 51(1),"The Commission may at any time issue supplementary regulations and directives for the purposes of amending this NDP Act-GAID, accordingly a data controller or a data processor shall comply with the provisions of the supplementary instrument as may be issued by the Commission.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A51-2,2,A51,51,Article 51(2),"Where necessary, the Commission may issue directives or guidance which may be annexed as schedules to this NDP Act-GAID.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A51-3,3,A51,51,Article 51(3),"In the event of a conflict between this NDP Act-GAID and a supplementary regulation or directive, the provisions of the supplementary regulation or directive shall prevail.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A52-1,1,A52,52,Article 52(1),"The Commission may use its discretion to review any administrative or financial obligation under this NDP Act-GAID or which falls within the discretion of the Commission if such obligations cannot be fulfilled, taking into account any one of the following grounds:","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A52-2,2,A52,52,Article 52(2),A data controller or a data processor or an intervener who seeks a review under this Article shall specifically demonstrate how any ground for review stated in Article 52(1) applies to a data controller or a data processor or to an intervener.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A52-3,3,A52,52,Article 52(3),"Application for a review under this Article shall be made in writing to the National Commissioner and Chief Executive Officer of the Commission and it shall be supported by a verifying affidavit stating, among others:","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A52-4,4,A52,52,Article 52(4),"The Commission shall within forty-five (45) days upon the receipt of the application, verify the claims of the applicant stating whether or not the application is meritorious or request for further information and further and better affidavit where the circumstances warrant.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A52-5,5,A52,52,Article 52(5),Nothing in this NDP Act-GAID shall result in the grant of a waiver to the detriment of the rights and interests of a data subject.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
