control_id,control_name,source_framework,source_framework_version,source_framework_full_name,control_text
PR.PS-03,NIST CSF Control PR.PS-03,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control PR.PS-03 from NIST Cybersecurity Framework v2.0
PR.PS-04,NIST CSF Control PR.PS-04,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control PR.PS-04 from NIST Cybersecurity Framework v2.0
PR.PS-05,NIST CSF Control PR.PS-05,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control PR.PS-05 from NIST Cybersecurity Framework v2.0
PR.PS-06,NIST CSF Control PR.PS-06,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control PR.PS-06 from NIST Cybersecurity Framework v2.0
RC,NIST CSF Control RC,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RC from NIST Cybersecurity Framework v2.0
RC.CO,NIST CSF Control RC.CO,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RC.CO from NIST Cybersecurity Framework v2.0
RC.CO-03,NIST CSF Control RC.CO-03,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RC.CO-03 from NIST Cybersecurity Framework v2.0
RC.CO-04,NIST CSF Control RC.CO-04,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RC.CO-04 from NIST Cybersecurity Framework v2.0
RC.RP,NIST CSF Control RC.RP,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RC.RP from NIST Cybersecurity Framework v2.0
RC.RP-01,NIST CSF Control RC.RP-01,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RC.RP-01 from NIST Cybersecurity Framework v2.0
RC.RP-02,NIST CSF Control RC.RP-02,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RC.RP-02 from NIST Cybersecurity Framework v2.0
RC.RP-03,NIST CSF Control RC.RP-03,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RC.RP-03 from NIST Cybersecurity Framework v2.0
RC.RP-04,NIST CSF Control RC.RP-04,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RC.RP-04 from NIST Cybersecurity Framework v2.0
RC.RP-05,NIST CSF Control RC.RP-05,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RC.RP-05 from NIST Cybersecurity Framework v2.0
RC.RP-06,NIST CSF Control RC.RP-06,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RC.RP-06 from NIST Cybersecurity Framework v2.0
RS,NIST CSF Control RS,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS from NIST Cybersecurity Framework v2.0
RS.AN,NIST CSF Control RS.AN,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.AN from NIST Cybersecurity Framework v2.0
RS.AN-03,NIST CSF Control RS.AN-03,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.AN-03 from NIST Cybersecurity Framework v2.0
RS.AN-06,NIST CSF Control RS.AN-06,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.AN-06 from NIST Cybersecurity Framework v2.0
RS.AN-07,NIST CSF Control RS.AN-07,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.AN-07 from NIST Cybersecurity Framework v2.0
RS.AN-08,NIST CSF Control RS.AN-08,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.AN-08 from NIST Cybersecurity Framework v2.0
RS.CO,NIST CSF Control RS.CO,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.CO from NIST Cybersecurity Framework v2.0
RS.CO-02,NIST CSF Control RS.CO-02,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.CO-02 from NIST Cybersecurity Framework v2.0
RS.CO-03,NIST CSF Control RS.CO-03,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.CO-03 from NIST Cybersecurity Framework v2.0
RS.MA,NIST CSF Control RS.MA,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.MA from NIST Cybersecurity Framework v2.0
RS.MA-01,NIST CSF Control RS.MA-01,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.MA-01 from NIST Cybersecurity Framework v2.0
RS.MA-02,NIST CSF Control RS.MA-02,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.MA-02 from NIST Cybersecurity Framework v2.0
RS.MA-03,NIST CSF Control RS.MA-03,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.MA-03 from NIST Cybersecurity Framework v2.0
RS.MA-04,NIST CSF Control RS.MA-04,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.MA-04 from NIST Cybersecurity Framework v2.0
RS.MA-05,NIST CSF Control RS.MA-05,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.MA-05 from NIST Cybersecurity Framework v2.0
RS.MI,NIST CSF Control RS.MI,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.MI from NIST Cybersecurity Framework v2.0
RS.MI-01,NIST CSF Control RS.MI-01,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.MI-01 from NIST Cybersecurity Framework v2.0
RS.MI-02,NIST CSF Control RS.MI-02,NIST CSF,v2.0,NIST Cybersecurity Framework v2.0,Control RS.MI-02 from NIST Cybersecurity Framework v2.0
CM.AW-P1,NIST Privacy Framework Control CM.AW-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CM.AW-P1 from NIST Privacy Framework v1.0
CM.AW-P2,NIST Privacy Framework Control CM.AW-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CM.AW-P2 from NIST Privacy Framework v1.0
CM.AW-P3,NIST Privacy Framework Control CM.AW-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CM.AW-P3 from NIST Privacy Framework v1.0
CM.AW-P4,NIST Privacy Framework Control CM.AW-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CM.AW-P4 from NIST Privacy Framework v1.0
CM.AW-P5,NIST Privacy Framework Control CM.AW-P5,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CM.AW-P5 from NIST Privacy Framework v1.0
CM.AW-P6,NIST Privacy Framework Control CM.AW-P6,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CM.AW-P6 from NIST Privacy Framework v1.0
CM.AW-P7,NIST Privacy Framework Control CM.AW-P7,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CM.AW-P7 from NIST Privacy Framework v1.0
CM.AW-P8,NIST Privacy Framework Control CM.AW-P8,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CM.AW-P8 from NIST Privacy Framework v1.0
CM.PO-P1,NIST Privacy Framework Control CM.PO-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CM.PO-P1 from NIST Privacy Framework v1.0
CM.PO-P2,NIST Privacy Framework Control CM.PO-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CM.PO-P2 from NIST Privacy Framework v1.0
CT.DM-P1,NIST Privacy Framework Control CT.DM-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DM-P1 from NIST Privacy Framework v1.0
CT.DM-P10,NIST Privacy Framework Control CT.DM-P10,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DM-P10 from NIST Privacy Framework v1.0
CT.DM-P2,NIST Privacy Framework Control CT.DM-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DM-P2 from NIST Privacy Framework v1.0
CT.DM-P3,NIST Privacy Framework Control CT.DM-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DM-P3 from NIST Privacy Framework v1.0
CT.DM-P4,NIST Privacy Framework Control CT.DM-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DM-P4 from NIST Privacy Framework v1.0
CT.DM-P5,NIST Privacy Framework Control CT.DM-P5,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DM-P5 from NIST Privacy Framework v1.0
CT.DM-P6,NIST Privacy Framework Control CT.DM-P6,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DM-P6 from NIST Privacy Framework v1.0
CT.DM-P7,NIST Privacy Framework Control CT.DM-P7,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DM-P7 from NIST Privacy Framework v1.0
CT.DM-P8,NIST Privacy Framework Control CT.DM-P8,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DM-P8 from NIST Privacy Framework v1.0
CT.DM-P9,NIST Privacy Framework Control CT.DM-P9,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DM-P9 from NIST Privacy Framework v1.0
CT.DP-P1,NIST Privacy Framework Control CT.DP-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DP-P1 from NIST Privacy Framework v1.0
CT.DP-P2,NIST Privacy Framework Control CT.DP-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DP-P2 from NIST Privacy Framework v1.0
CT.DP-P3,NIST Privacy Framework Control CT.DP-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DP-P3 from NIST Privacy Framework v1.0
CT.DP-P4,NIST Privacy Framework Control CT.DP-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DP-P4 from NIST Privacy Framework v1.0
CT.DP-P5,NIST Privacy Framework Control CT.DP-P5,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.DP-P5 from NIST Privacy Framework v1.0
CT.PO-P1,NIST Privacy Framework Control CT.PO-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.PO-P1 from NIST Privacy Framework v1.0
CT.PO-P2,NIST Privacy Framework Control CT.PO-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.PO-P2 from NIST Privacy Framework v1.0
CT.PO-P3,NIST Privacy Framework Control CT.PO-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.PO-P3 from NIST Privacy Framework v1.0
CT.PO-P4,NIST Privacy Framework Control CT.PO-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control CT.PO-P4 from NIST Privacy Framework v1.0
GV.AT-P1,NIST Privacy Framework Control GV.AT-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.AT-P1 from NIST Privacy Framework v1.0
GV.AT-P2,NIST Privacy Framework Control GV.AT-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.AT-P2 from NIST Privacy Framework v1.0
GV.AT-P3,NIST Privacy Framework Control GV.AT-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.AT-P3 from NIST Privacy Framework v1.0
GV.AT-P4,NIST Privacy Framework Control GV.AT-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.AT-P4 from NIST Privacy Framework v1.0
GV.MT-P1,NIST Privacy Framework Control GV.MT-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.MT-P1 from NIST Privacy Framework v1.0
GV.MT-P2,NIST Privacy Framework Control GV.MT-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.MT-P2 from NIST Privacy Framework v1.0
GV.MT-P3,NIST Privacy Framework Control GV.MT-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.MT-P3 from NIST Privacy Framework v1.0
GV.MT-P4,NIST Privacy Framework Control GV.MT-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.MT-P4 from NIST Privacy Framework v1.0
GV.MT-P5,NIST Privacy Framework Control GV.MT-P5,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.MT-P5 from NIST Privacy Framework v1.0
GV.MT-P6,NIST Privacy Framework Control GV.MT-P6,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.MT-P6 from NIST Privacy Framework v1.0
GV.MT-P7,NIST Privacy Framework Control GV.MT-P7,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.MT-P7 from NIST Privacy Framework v1.0
GV.PO-P1,NIST Privacy Framework Control GV.PO-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.PO-P1 from NIST Privacy Framework v1.0
GV.PO-P2,NIST Privacy Framework Control GV.PO-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.PO-P2 from NIST Privacy Framework v1.0
GV.PO-P3,NIST Privacy Framework Control GV.PO-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.PO-P3 from NIST Privacy Framework v1.0
GV.PO-P4,NIST Privacy Framework Control GV.PO-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.PO-P4 from NIST Privacy Framework v1.0
GV.PO-P5,NIST Privacy Framework Control GV.PO-P5,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.PO-P5 from NIST Privacy Framework v1.0
GV.PO-P6,NIST Privacy Framework Control GV.PO-P6,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.PO-P6 from NIST Privacy Framework v1.0
GV.RM-P1,NIST Privacy Framework Control GV.RM-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.RM-P1 from NIST Privacy Framework v1.0
GV.RM-P2,NIST Privacy Framework Control GV.RM-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.RM-P2 from NIST Privacy Framework v1.0
GV.RM-P3,NIST Privacy Framework Control GV.RM-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control GV.RM-P3 from NIST Privacy Framework v1.0
ID.BE-P1,NIST Privacy Framework Control ID.BE-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.BE-P1 from NIST Privacy Framework v1.0
ID.BE-P2,NIST Privacy Framework Control ID.BE-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.BE-P2 from NIST Privacy Framework v1.0
ID.BE-P3,NIST Privacy Framework Control ID.BE-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.BE-P3 from NIST Privacy Framework v1.0
ID.DE-P1,NIST Privacy Framework Control ID.DE-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.DE-P1 from NIST Privacy Framework v1.0
ID.DE-P2,NIST Privacy Framework Control ID.DE-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.DE-P2 from NIST Privacy Framework v1.0
ID.DE-P3,NIST Privacy Framework Control ID.DE-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.DE-P3 from NIST Privacy Framework v1.0
ID.DE-P4,NIST Privacy Framework Control ID.DE-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.DE-P4 from NIST Privacy Framework v1.0
ID.DE-P5,NIST Privacy Framework Control ID.DE-P5,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.DE-P5 from NIST Privacy Framework v1.0
ID.IM-P1,NIST Privacy Framework Control ID.IM-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.IM-P1 from NIST Privacy Framework v1.0
ID.IM-P2,NIST Privacy Framework Control ID.IM-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.IM-P2 from NIST Privacy Framework v1.0
ID.IM-P3,NIST Privacy Framework Control ID.IM-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.IM-P3 from NIST Privacy Framework v1.0
ID.IM-P4,NIST Privacy Framework Control ID.IM-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.IM-P4 from NIST Privacy Framework v1.0
ID.IM-P5,NIST Privacy Framework Control ID.IM-P5,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.IM-P5 from NIST Privacy Framework v1.0
ID.IM-P6,NIST Privacy Framework Control ID.IM-P6,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.IM-P6 from NIST Privacy Framework v1.0
ID.IM-P7,NIST Privacy Framework Control ID.IM-P7,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.IM-P7 from NIST Privacy Framework v1.0
ID.IM-P8,NIST Privacy Framework Control ID.IM-P8,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.IM-P8 from NIST Privacy Framework v1.0
ID.RA-P1,NIST Privacy Framework Control ID.RA-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.RA-P1 from NIST Privacy Framework v1.0
ID.RA-P2,NIST Privacy Framework Control ID.RA-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.RA-P2 from NIST Privacy Framework v1.0
ID.RA-P3,NIST Privacy Framework Control ID.RA-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.RA-P3 from NIST Privacy Framework v1.0
ID.RA-P4,NIST Privacy Framework Control ID.RA-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.RA-P4 from NIST Privacy Framework v1.0
ID.RA-P5,NIST Privacy Framework Control ID.RA-P5,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control ID.RA-P5 from NIST Privacy Framework v1.0
PR.AC-P1,NIST Privacy Framework Control PR.AC-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.AC-P1 from NIST Privacy Framework v1.0
PR.AC-P2,NIST Privacy Framework Control PR.AC-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.AC-P2 from NIST Privacy Framework v1.0
PR.AC-P3,NIST Privacy Framework Control PR.AC-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.AC-P3 from NIST Privacy Framework v1.0
PR.AC-P4,NIST Privacy Framework Control PR.AC-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.AC-P4 from NIST Privacy Framework v1.0
PR.AC-P5,NIST Privacy Framework Control PR.AC-P5,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.AC-P5 from NIST Privacy Framework v1.0
PR.AC-P6,NIST Privacy Framework Control PR.AC-P6,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.AC-P6 from NIST Privacy Framework v1.0
PR.DS-P1,NIST Privacy Framework Control PR.DS-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.DS-P1 from NIST Privacy Framework v1.0
PR.DS-P2,NIST Privacy Framework Control PR.DS-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.DS-P2 from NIST Privacy Framework v1.0
PR.DS-P3,NIST Privacy Framework Control PR.DS-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.DS-P3 from NIST Privacy Framework v1.0
PR.DS-P4,NIST Privacy Framework Control PR.DS-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.DS-P4 from NIST Privacy Framework v1.0
PR.DS-P5,NIST Privacy Framework Control PR.DS-P5,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.DS-P5 from NIST Privacy Framework v1.0
PR.DS-P6,NIST Privacy Framework Control PR.DS-P6,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.DS-P6 from NIST Privacy Framework v1.0
PR.DS-P7,NIST Privacy Framework Control PR.DS-P7,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.DS-P7 from NIST Privacy Framework v1.0
PR.DS-P8,NIST Privacy Framework Control PR.DS-P8,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.DS-P8 from NIST Privacy Framework v1.0
PR.MA-P1,NIST Privacy Framework Control PR.MA-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.MA-P1 from NIST Privacy Framework v1.0
PR.MA-P2,NIST Privacy Framework Control PR.MA-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.MA-P2 from NIST Privacy Framework v1.0
PR.PO-P1,NIST Privacy Framework Control PR.PO-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PO-P1 from NIST Privacy Framework v1.0
PR.PO-P10,NIST Privacy Framework Control PR.PO-P10,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PO-P10 from NIST Privacy Framework v1.0
PR.PO-P2,NIST Privacy Framework Control PR.PO-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PO-P2 from NIST Privacy Framework v1.0
PR.PO-P3,NIST Privacy Framework Control PR.PO-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PO-P3 from NIST Privacy Framework v1.0
PR.PO-P4,NIST Privacy Framework Control PR.PO-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PO-P4 from NIST Privacy Framework v1.0
PR.PO-P5,NIST Privacy Framework Control PR.PO-P5,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PO-P5 from NIST Privacy Framework v1.0
PR.PO-P6,NIST Privacy Framework Control PR.PO-P6,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PO-P6 from NIST Privacy Framework v1.0
PR.PO-P7,NIST Privacy Framework Control PR.PO-P7,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PO-P7 from NIST Privacy Framework v1.0
PR.PO-P8,NIST Privacy Framework Control PR.PO-P8,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PO-P8 from NIST Privacy Framework v1.0
PR.PO-P9,NIST Privacy Framework Control PR.PO-P9,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PO-P9 from NIST Privacy Framework v1.0
PR.PT-P1,NIST Privacy Framework Control PR.PT-P1,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PT-P1 from NIST Privacy Framework v1.0
PR.PT-P2,NIST Privacy Framework Control PR.PT-P2,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PT-P2 from NIST Privacy Framework v1.0
PR.PT-P3,NIST Privacy Framework Control PR.PT-P3,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PT-P3 from NIST Privacy Framework v1.0
PR.PT-P4,NIST Privacy Framework Control PR.PT-P4,NIST Privacy Framework,v1.0,NIST Privacy Framework v1.0,Control PR.PT-P4 from NIST Privacy Framework v1.0
1.1,PCI DSS Control 1.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.1 from Payment Card Industry Data Security Standard v3.2
1.1.1,PCI DSS Control 1.1.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.1.1 from Payment Card Industry Data Security Standard v3.2
1.1.2,PCI DSS Control 1.1.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.1.2 from Payment Card Industry Data Security Standard v3.2
1.1.3,PCI DSS Control 1.1.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.1.3 from Payment Card Industry Data Security Standard v3.2
1.1.4,PCI DSS Control 1.1.4,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.1.4 from Payment Card Industry Data Security Standard v3.2
1.1.5,PCI DSS Control 1.1.5,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.1.5 from Payment Card Industry Data Security Standard v3.2
1.1.6,PCI DSS Control 1.1.6,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.1.6 from Payment Card Industry Data Security Standard v3.2
1.1.7,PCI DSS Control 1.1.7,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.1.7 from Payment Card Industry Data Security Standard v3.2
1.2,PCI DSS Control 1.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.2 from Payment Card Industry Data Security Standard v3.2
1.2.1,PCI DSS Control 1.2.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.2.1 from Payment Card Industry Data Security Standard v3.2
1.2.2,PCI DSS Control 1.2.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.2.2 from Payment Card Industry Data Security Standard v3.2
1.2.3,PCI DSS Control 1.2.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.2.3 from Payment Card Industry Data Security Standard v3.2
1.3,PCI DSS Control 1.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.3 from Payment Card Industry Data Security Standard v3.2
1.3.1,PCI DSS Control 1.3.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.3.1 from Payment Card Industry Data Security Standard v3.2
1.3.2,PCI DSS Control 1.3.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.3.2 from Payment Card Industry Data Security Standard v3.2
1.3.3,PCI DSS Control 1.3.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.3.3 from Payment Card Industry Data Security Standard v3.2
1.3.4,PCI DSS Control 1.3.4,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.3.4 from Payment Card Industry Data Security Standard v3.2
1.3.5,PCI DSS Control 1.3.5,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.3.5 from Payment Card Industry Data Security Standard v3.2
1.3.6,PCI DSS Control 1.3.6,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.3.6 from Payment Card Industry Data Security Standard v3.2
1.3.7,PCI DSS Control 1.3.7,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.3.7 from Payment Card Industry Data Security Standard v3.2
1.4,PCI DSS Control 1.4,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.4 from Payment Card Industry Data Security Standard v3.2
1.5,PCI DSS Control 1.5,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 1.5 from Payment Card Industry Data Security Standard v3.2
10.1,PCI DSS Control 10.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 10.1 from Payment Card Industry Data Security Standard v3.2
10.2,PCI DSS Control 10.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 10.2 from Payment Card Industry Data Security Standard v3.2
10.2.1,PCI DSS Control 10.2.1,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 10.2.1 from Payment Card Industry Data Security Standard v3.2
10.2.2,PCI DSS Control 10.2.2,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 10.2.2 from Payment Card Industry Data Security Standard v3.2
10.2.3,PCI DSS Control 10.2.3,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 10.2.3 from Payment Card Industry Data Security Standard v3.2
10.2.4,PCI DSS Control 10.2.4,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 10.2.4 from Payment Card Industry Data Security Standard v3.2
10.2.5,PCI DSS Control 10.2.5,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 10.2.5 from Payment Card Industry Data Security Standard v3.2
10.2.6,PCI DSS Control 10.2.6,PCI DSS,v3.2,Payment Card Industry Data Security Standard v3.2,Control 10.2.6 from Payment Card Industry Data Security Standard v3.2
